ID	3.3_con_rep1	3.3_con_rep2	3.3_con_rep3	3.3_bap_rep1	3.3_bap_rep2	3.3_bap_rep3
prkcba	2.405344759	2.017359007	2.590247312	2.527603311	0.467637134	2.390685201
si:ch73-373m9.1	2.405344759	2.071882223	2.70286676	2.742196833	2.478476812	5.594879979
SLC4A10 (2 of 2)	2.405344759	2.726302581	2.590247312	1.652663704	2.151130818	3.114453869
tcta	2.405344759	2.289975089	2.815486209	1.45823268	2.197894532	2.706436077
tnr	2.405344759	4.743519827	4.561087658	2.965073115	1.777021111	4.691155866
trim54	2.405344759	2.12640544	2.139769519	1.847094728	0.841746842	0.631501751
tspan9a	2.405344759	0.961260662	2.795299173	3.402542919	2.558115416	4.169666231
tuba8l2	2.405344759	1.417603627	1.858220898	2.284564531	1.402911403	1.443432574
tyr	2.405344759	2.453544738	3.603822347	2.867857603	3.179932514	1.443432574
zgc:152670	2.405344759	5.452321641	4.166919589	2.770642091	4.443614313	5.232443081
zgc:171489	2.405344759	2.453544738	2.083459794	3.110896383	2.244658245	5.05201401
zgc:64085	2.405344759	2.12640544	2.252388967	2.916465359	4.676366668	2.255363397
ZNF365	2.405344759	2.508067955	2.70286676	1.895702484	2.572004239	3.473259632
NMI	2.392785424	1.090464328	1.787191812	1.114216147	1.108094248	0.837249532
si:dkey-150k17.3	2.388879602	1.703681491	1.576672277	2.626709665	2.220794722	3.050446656
si:dkey-184n1.1	2.386039004	2.546719463	2.16821156	0.474204629	0.109796523	2.078096345
si:dkey-20i20.5	2.384882148	4.854610881	4.42936232	6.237250033	4.956719806	3.457801371
TRPM4 (3 of 3)	2.371412217	2.348184075	3.331435318	3.548254389	3.288910672	3.575165971
zgc:136892	2.361143686	3.095948179	2.764852505	2.828067294	4.028039221	3.258742997
zgc:173577	2.36048508	3.11525485	3.77489692	2.400576663	3.484640194	3.204000817
NADSYN1 (1 of 2)	2.358818519	2.472115346	2.909163066	1.727543952	2.99287766	1.607018592
TP53I3	2.353486672	1.581173276	1.182504208	1.166586144	1.996908768	0.045107268
xk	2.349987468	0.872371462	1.801911174	2.235956775	2.478476812	1.75918345
hey1	2.349105508	2.071882223	1.407743104	2.478995555	9.633324969	8.07654654
PSMB10	2.348927971	1.472126843	1.35143338	1.21620008	0.888510555	0.315750876
qdprb1	2.348360997	1.418835851	1.914530622	1.557397363	0.888510555	1.353218038
si:ch211-89o9.4	2.348275091	1.799266141	1.464052828	2.478995555	1.730257397	2.480899737
ARID5B	2.348074646	2.017359007	3.434893175	4.131659259	2.104367105	3.473259632
CMTM8 (1 of 2)	2.348074646	2.780684037	3.322273726	2.138741263	1.917312251	1.626518464
CU464134.1	2.348074646	1.526650059	4.504777934	6.950909106	12.15856549	1.804290718
dact1	2.348074646	0.218092866	0.506787518	0.534685316	24.97467556	2.120041593
dact2	2.348074646	1.36308041	7.883361384	12.63801656	18.28461196	7.803557354
DGKI	2.348074646	2.344498305	3.829061244	2.333172287	2.525240526	0.857038091
DNER	2.348074646	3.107823335	2.365008415	1.749879216	1.449675117	1.172788967
DUSP21	2.348074646	1.93298433	1.970840346	2.065294944	1.49643883	1.989911636
frmd3	2.348074646	0.381662515	2.533937588	3.402542919	1.075565409	1.082574431
gchfr	2.348074646	1.36308041	0.957265311	0.826331852	1.122329123	0.586394483
gria1a	2.348074646	3.600604165	4.054728094	3.208111895	3.086405087	5.187335813
hif1aa	2.348074646	4.470898293	3.209654278	2.430387799	1.262620263	1.578754378
IP6K2 (2 of 2)	2.348074646	1.79930976	1.746018141	1.312409412	11.36381618	2.526007005
irs2	2.348074646	3.434962634	3.434893175	2.722034335	2.759059093	4.059654115
KHDRBS3	2.348074646	1.36308041	1.689291725	1.604055948	2.478476812	1.172788967
ldlrad3	2.348074646	2.071882223	1.689291725	1.069370632	1.215856549	0.814587641
limk1a	2.348074646	1.962835791	1.914530622	1.312409412	3.413751081	1.443432574
LRRC8A (2 of 2)	2.348074646	1.691964451	2.815486209	2.819249847	2.151130818	7.532913746
lyrm2	2.348074646	1.70187132	1.407743104	1.45823268	1.35614769	2.435792469
MOCS1	2.348074646	4.416380529	4.05430014	3.791404967	2.759059093	7.803557354
MSRA	2.348074646	6.936061929	3.099878471	2.675584764	2.151130818	1.30811077
NOL4 (1 of 2)	2.348074646	1.799266141	1.995458957	2.673426579	1.730257397	3.157508756
qser1	2.348074646	1.635696492	2.815486209	1.798486972	3.974915642	3.29283056
RGS9BP	2.348074646	1.962835791	0.901805864	3.062288627	1.49643883	1.037467163
sh3bgr	2.348074646	2.289975089	2.646686548	2.333172287	4.021679356	3.022186952
si:dkey-246g23.2	2.348074646	3.598532283	1.633989945	3.797670507	2.010839678	7.172055603
si:dkey-3d18.4	2.348074646	0.817848246	5.856211314	0.923547364	6.546919882	3.247723292
si:dkeyp-101g1.3	2.348074646	3.653055499	3.209654278	2.965073115	3.647569648	0.947252627
slc3a2b	2.348074646	3.216869768	3.097034829	4.644218324	5.518118186	8.931239053
SLC45A1	2.348074646	1.036088324	6.027674424	4.277482527	3.507278508	0.676609019
ssrp1b	2.348074646	0.654278597	3.491202899	1.361017168	1.870548538	1.714076182
TMCC1 (2 of 2)	2.348074646	2.562591171	2.70286676	1.993666555	2.99287766	3.157508756
tmem45b	2.348074646	2.508067955	2.930819786	2.626631893	3.273459941	2.390685201
USB1	2.348074646	2.508067955	1.576672277	1.506840436	1.309383976	0.857038091
ZBTB22 (2 of 2)	2.348074646	3.216869768	2.02715007	2.381780043	2.478476812	1.263003502
CABZ01052227.1	2.334501629	1.799266141	1.493103015	1.853588724	1.430922868	2.977079684
si:dkey-246j6.3	2.330985244	3.095817323	3.78144011	2.041900031	4.13093342	2.683544138
txnrd2	2.328058741	0.647893928	1.20996646	1.706122514	1.067372407	0.695242832
si:dkey-233e3.6	2.324645443	1.344880561	1.318447144	1.440131151	1.605501163	1.28886801
apoob	2.315247417	2.235288303	3.016134649	3.446741952	1.785803336	2.88060877
CABZ01053212.1	2.314880888	2.780760369	3.37858345	2.943209347	2.748036886	4.37540499
eef2a.2	2.314445636	2.387130008	0.698792415	1.334803005	1.004984936	3.72404702
DENND1B (1 of 2)	2.313059699	2.434401637	2.828544434	2.669756694	2.828161832	3.814690075
fermt3b	2.294572906	3.325916201	3.37858345	2.434329888	1.875720604	2.435792469
atp1a1a.4	2.29324424	2.043895456	2.624928471	0.993080759	0.093580738	3.468194085
si:ch211-261n9.2	2.291703674	2.222355396	2.82840929	1.019163681	1.252711032	2.869494339
slc6a9	2.290884711	0.673541649	2.252766242	3.985835991	6.709704368	7.592590662
BX539307.2	2.290804533	3.545317624	3.775054587	1.94431024	3.554042221	3.06729422
CABZ01006828.1	2.290804533	2.780684037	2.421318139	1.555448192	2.572004239	3.881850286
CABZ01059095.1	2.290804533	2.289975089	1.52677623	1.559045166	2.292132767	2.616221541
CABZ01064535.1	2.290804533	2.72616082	2.252388967	2.794882779	1.823784824	2.120041593
cbln13	2.290804533	4.307328644	0.225238897	0.145823268	0.233818567	6.141580067
celf5	2.290804533	0.818148124	2.477627864	2.478995555	3.694333362	4.104761383
cers2b	2.290804533	4.961612693	5.1241849	0.923547364	10.70889038	1.53364711
dctn1b	2.290804533	1.417603627	2.196079243	1.652663704	2.197894532	3.563474167
EOGT	2.290804533	4.961612693	4.223229313	1.652663704	1.964075964	4.330297722
hspa13	2.290804533	3.162346552	3.434893175	3.256719651	2.853619998	2.977079684
immp1l	2.290804533	1.799266141	1.295123656	1.166586144	2.197894532	1.488539842
LHFP	2.290804533	1.36308041	0.957265311	1.506840436	2.057603391	2.571114273
maff	2.290804533	3.598532283	3.829061244	1.944392873	3.741097075	1.355387698
msrb3	2.290804533	1.799266141	2.421318139	1.45823268	4.350750931	1.75918345
POLR2E (2 of 2)	2.290804533	1.144987545	1.295123656	1.45823268	1.823784824	1.53364711
prdm15	2.290804533	2.12640544	1.35143338	1.2151939	2.71229538	1.894505254
RAI2	2.290804533	1.635696492	1.576672277	2.527603311	1.964075964	1.578754378
RSPH1	2.290804533	1.690219709	3.660132071	2.041525752	2.07700098	3.355051525
SCUBE3	2.290804533	2.018896562	17.0055367	15.0197966	9.773616109	19.26499839
SH3GL3 (1 of 2)	2.290804533	1.744742925	2.196079243	2.576702006	4.115206783	6.044373904
slc8a2b	2.290804533	1.962835791	2.590247312	1.992917996	3.928151929	2.481323745
TCOF1 (1 of 2)	2.290804533	3.816625148	12.62452754	9.869075737	1.357429016	9.337204464
tdg	2.290804533	2.889730469	3.88543854	3.062288627	4.115206783	6.179695708
tex15	2.290804533	3.511240613	2.916956332	2.624818823	2.070000452	2.165126308
thbs4a	2.290804533	1.853789358	1.464052828	1.749879216	2.057603391	4.510726794
tph1b	2.290804533	1.853789358	5.011565451	3.256719651	2.291421959	2.931972416
ube2w	2.290804533	3.010063208	1.858220898	1.847094728	3.039641374	2.215335208
UHRF2 (2 of 3)	2.290804533	1.744742925	2.252388967	1.604055948	3.507278508	2.886865148
zgc:163023	2.290804533	5.506844857	3.040725105	2.090352242	0.374109708	2.886865148
si:ch211-213j22.1	2.28201357	2.148585484	1.616111608	1.098729716	2.361731202	3.047983799
H2AFY2 (1 of 2)	2.279035524	1.867839991	4.247819769	4.068940671	3.274142691	1.84613673
si:dkey-234l24.8	2.266980166	1.144987545	1.520362553	2.090133507	1.402911403	1.578754378
TMEM241 (1 of 2)	2.264431646	1.960987454	1.723437942	1.79352898	2.397318388	1.91570567
ZFYVE9 (3 of 3)	2.261344786	1.951216893	1.467544031	1.002189852	3.226696227	4.044998763
prmt8b	2.260606002	2.842235296	4.113318362	0.941556537	3.040506502	7.435572262
ftr78	2.259294516	1.071103134	1.539879503	2.029004394	2.010839678	3.374682208
fhit	2.246918445	4.196019497	2.549118689	2.127109427	1.834713504	2.110054844
HIST2H2AB (18 of 30)	2.244959807	0.859569411	1.318469668	0.21137909	1.554977647	1.123671662
sec22bb	2.244158025	2.550928655	1.837752313	2.068366954	2.725136695	4.104111838
ttll9	2.239095347	1.744742925	4.110609865	1.117978388	2.855294139	2.886865148
BX537137.1	2.23891781	1.982017058	2.061116096	0.2689088	0.9653901	1.552925956
adamtsl2	2.23504635	2.562591171	3.322273726	2.722034335	2.85258652	0.992359895
AAED1	2.233534419	2.617114387	2.196079243	1.117978388	1.31021637	2.480899737
AL929150.1	2.233534419	2.235451873	5.180494624	3.062288627	3.787860789	2.886865148
bach2b	2.233534419	4.361857312	3.547512623	3.451724247	3.226696227	6.675875656
CABZ01025393.1	2.233534419	1.623248842	3.375959417	2.084028373	0.860803055	1.082574431
CABZ01099929.1	2.233534419	1.144987545	1.35143338	0.874939608	2.010839678	1.939612522
COMMD6	2.233534419	5.070659126	2.590247312	2.381780043	2.338933891	1.623861646
crtac1b	2.233534419	1.799266141	1.464052828	1.992917996	0.841746842	1.30811077
dck	2.233534419	4.688996611	3.829061244	2.381780043	2.71229538	2.074934325
dock3	2.233534419	1.417603627	1.801911174	2.527603311	1.730257397	6.540553852
efha1	2.233534419	3.980194798	3.040725105	4.471913551	1.823784824	6.405232048
efnb3a	2.233534419	3.380439417	4.166919589	2.626476348	3.787860789	13.0811077
efr3ba	2.233534419	3.107823335	1.858220898	2.57641522	3.086405087	7.172055603
eno1b	2.233534419	3.107823335	2.365008415	1.604313569	2.759059093	4.240958268
ERICH2	2.233534419	1.090464328	2.308698691	1.361017168	1.589966257	1.263003502
fn1b	2.233534419	2.071882223	3.885370968	1.895702484	3.086405087	4.916692206
foxd1	2.233534419	1.744742925	1.801911174	1.798486972	1.964075964	3.247723292
FP085412.1	2.233534419	2.998776902	1.689291725	1.604055948	2.85258652	1.849397986
h2afy	2.233534419	2.235451873	2.365008415	1.312409412	1.449675117	2.84175788
hoxd9a	2.233534419	4.961612693	4.965250703	7.924473851	10.1009621	3.157508756
HSPB11	2.233534419	2.562591171	3.442877893	2.867857603	2.197894532	1.53364711
iqcd	2.233534419	2.835207253	4.730230807	4.083051503	4.863426198	3.247723292
ndufa2	2.233534419	2.60296016	1.407743104	1.2151939	2.057603391	1.530178361
PREX2	2.233534419	7.744150519	2.252388967	1.555448192	4.342319433	14.20784215
psme1	2.233534419	5.670414506	1.238813932	2.430387799	7.350788116	3.618694485
ptk2bb	2.233534419	1.144987545	5.800014209	2.041525752	5.424590759	5.639400853
ropn1l	2.233534419	1.419986291	2.083459794	2.478995555	1.35614769	0.766823555
si:ch211-205p4.1	2.233534419	4.579950178	3.436824598	2.187349019	3.366987368	0.902145359
si:dkey-15h8.16	2.233534419	2.304472812	2.065958732	2.203088211	2.73013106	1.799198107
SPTBN4 (2 of 3)	2.233534419	1.526650059	2.139769519	2.138741263	2.853199124	1.714076182
timp2a	2.233534419	3.871148365	2.70286676	5.352345835	3.179932514	1.353218038
zgc:101100	2.233534419	1.635696492	4.392158485	3.159504139	5.424590759	1.172788967
zgc:113336	2.233534419	1.36308041	1.632982001	1.409624924	1.683493684	1.736273468
CR388132.2	2.231907948	4.25281088	7.149589368	3.985835991	3.653733106	3.92742667
C18H15orf59	2.228437379	2.701074688	2.718273101	1.724817057	2.193180749	2.405011269
si:dkey-20i20.3	2.22268746	2.361362336	2.612303831	2.141123044	2.350601438	2.060630811
DCC (2 of 2)	2.220390928	2.181064964	1.949977593	1.117978388	1.589966257	2.880315573
si:dkey-83m22.10	2.219801046	1.445655821	1.455336083	2.565021562	1.647354686	0.615506714
si:dkey-54i3.3_2	2.21852965	1.775150523	3.731865029	1.531251251	2.534911262	1.940492113
CABZ01074669.1	2.217441518	3.185715202	2.71983288	1.626930758	2.031191246	4.440030173
DPYD (1 of 5)	2.213123351	1.020914513	1.920809156	1.063892538	0.97209134	2.165626998
fzd6	2.211983676	1.708239632	3.980050138	2.187349019	2.598000188	2.315910883
CU929113.1	2.209406521	1.035941112	1.576672277	1.409624924	1.262620263	1.849397986
BX927164.2	2.20224203	0.718190711	1.543984482	0.822127281	3.144639939	0.52890076
si:dkey-179k24.7	2.201898409	1.625947741	2.62619544	1.193111396	1.978806534	0.430233573
PLCXD1 (2 of 5)	2.200850366	4.244392495	3.326677147	2.4148479	2.785929523	4.856338681
CT573263.3	2.197958225	2.327367111	2.11250435	0.634768685	3.837163772	2.720437373
si:dkey-147f3.8	2.197900955	3.988923965	3.05082707	1.695491997	0.172136294	3.353147999
BX901892.1	2.197391251	5.607385668	6.313164726	2.324860361	4.900509823	3.30797307
hexb	2.192265576	2.454738797	2.928105657	3.801364696	1.35614769	0.950243239
CABZ01076758.1	2.189098538	1.999175514	5.994339067	4.979281308	2.993064715	5.589647536
BX649341.2	2.188457113	0	0.475307566	5.25E-17	8.612005467	1.010840342
si:ch73-190m4.1	2.181630516	1.417603627	1.464052828	1.45823268	4.060932817	5.728623029
pex2	2.179963955	5.561368073	7.601812763	8.11749525	2.99287766	4.961799474
FP236171.1	2.178257306	2.56324545	0.926300594	2.268067059	1.973274387	2.845298801
mafbb	2.177953774	3.764124743	4.224693366	4.044243071	4.302261636	10.5551007
dvl1a	2.177741875	1.199510761	2.196208755	1.512371998	2.104367105	2.390685201
AEBP1 (2 of 2)	2.177627335	4.08924123	3.209654278	4.958525796	1.870548538	5.503086689
pih1d3	2.1775987	0.654278597	2.139769519	3.359772955	3.273459941	0.992359895
CR388002.2	2.177197809	0.926894679	3.097034829	2.916465359	7.622485291	5.322657617
TTC28 (1 of 2)	2.176980183	1.581233251	2.815486209	2.041525752	1.964075964	0.721716287
AXL (1 of 2)	2.176768283	2.126885244	1.520362553	2.139601621	2.385837896	2.255363397
AOC2	2.17627576	1.853789358	2.139769519	1.652663704	9.259215261	1.894505254
abca2	2.176264306	2.401829467	1.126194483	1.749879216	2.665531666	4.195670571
arsk	2.176264306	2.12640544	2.646557036	1.652663704	2.197894532	1.353218038
BX571969.1	2.176264306	2.399021522	3.818643945	2.867857603	2.657058081	2.661328809
C24H7orf10	2.176264306	1.576745991	2.521234114	1.042266947	0.794983128	1.591032576
csnk1e	2.176264306	1.308557194	3.265964002	1.604055948	3.413751081	3.06729422
CSNK2A1	2.176264306	2.944253686	5.011565451	4.717557707	3.554042221	2.480899737
cyp1d1	2.176264306	3.653055499	8.221219729	8.124689198	9.913907249	0.270643608
cyp2ae1	2.176264306	2.017359007	2.421318139	2.916465359	0.982037982	0.045107268
DLGAP4 (1 of 2)	2.176264306	0.926894679	1.182504208	0.875343052	2.244658245	3.157508756
dpp6b	2.176264306	3.217584022	3.040725105	2.381780043	1.870548538	1.172788967
EME2	2.176264306	1.526650059	1.126194483	0.97215512	0.888510555	0.766823555
ENSDARG00000029296	2.176264306	2.289975089	0.957265311	1.020762876	0.982037982	7.442699211
evlb	2.176264306	2.180928656	1.069884759	2.867857603	1.310571775	1.217896234
FAM83H (2 of 2)	2.176264306	1.690219709	2.083459794	1.749879216	3.647569648	3.698800482
gatad1	2.176264306	1.090464328	0.619406966	0.680508584	4.769898771	2.661328809
grin2aa	2.176264306	0.436185731	1.801911174	1.847094728	0.561164561	0.721716287
mid1ip1b	2.176264306	1.581173276	0.788719045	2.770642091	1.309383976	10.14913529
MPHOSPH9	2.176264306	2.12640544	2.252388967	2.090133507	2.151130818	1.623861646
mrp63	2.176264306	2.180928656	2.139769519	1.263801656	2.338185672	2.074934325
NAGS	2.176264306	1.254033977	0.619406966	1.749879216	1.215856549	2.255363397
PHLDB1 (1 of 2)	2.176264306	0.872371462	3.040725105	2.430387799	4.161970496	3.022186952
poln	2.176264306	2.399021522	3.153344554	3.063450353	3.320223654	2.797706123
porcn	2.176264306	1.635696492	0.844645863	1.652663704	2.99287766	2.751543344
ptch2	2.176264306	2.344498305	3.941680692	1.847094728	13.79529546	7.849837411
rhag	2.176264306	0.708801813	1.182504208	0.826331852	1.262620263	1.533800475
si:ch211-120p12.3	2.176264306	1.853789358	3.885370968	2.478995555	2.572046327	2.120041593
si:dkey-222o15.4	2.176264306	1.535003016	2.951198275	0.97215512	1.26261091	1.696330983
si:dkeyp-72e1.9	2.176264306	0.327139298	1.464052828	1.069370632	1.216221306	7.983986426
spry2	2.176264306	4.85256626	5.068928167	2.478995555	5.799027813	7.758450086
SYT2 (1 of 2)	2.176264306	0	0.900955587	0	3.226696227	5.006906742
utrn	2.176264306	2.967780454	1.820515906	1.570448545	3.928151929	1.912051981
WNK1 (3 of 3)	2.176264306	0.74122677	1.407743104	2.834609898	1.543202544	2.846440015
CD97 (2 of 3)	2.171923232	2.883683845	1.611511103	1.307096584	0.916110499	1.305088583
BX546446.1	2.170921005	2.496798006	1.976279865	0.787207469	1.59197242	1.223769201
zgc:174573	2.1606582	1.843053736	1.719828489	1.252685062	2.732221398	0.79552982
gabpb1	2.159862146	1.069467437	0.911637541	0.811054434	0.654691988	1.209813012
casp6l1	2.157634338	3.103221576	2.150687974	3.592949221	2.012621375	2.454421771
si:ch211-11i5.3	2.156878373	0.743849337	2.345418262	2.043173554	0.570311544	1.466910907
ENSDARG00000086158	2.147766698	1.958855596	1.443674339	0.897736645	1.985830444	1.493727178
ALX3	2.145166635	1.963206548	2.871795933	1.117978388	1.713183966	5.331769285
zgc:173620	2.136410034	8.011041663	4.916266874	4.812303945	4.731879872	1.478959058
dfnb31b	2.133775609	2.859573678	4.158968656	4.224086907	1.91596078	3.303615708
si:dkey-4c15.6	2.131983054	1.364138161	2.533937588	1.315058534	3.749977504	3.041880785
dpysl5b	2.128203227	4.230440004	3.167872463	3.014166949	2.899350233	3.072296616
SNX20	2.124142776	2.074074057	2.344460997	2.683609904	2.405534772	1.790672834
hmgb3a	2.12072375	0.490708948	1.013575035	1.020762876	8.043358712	1.488539842
nucb2a	2.119629891	1.254033977	2.02715007	1.992917996	1.683493684	0.992359895
gabbr1a	2.119463808	4.039521509	3.380103813	2.138741263	8.328523836	7.538507048
aglb	2.118994193	2.889730469	3.153344554	1.944810899	1.496976613	3.383045096
AL929453.1	2.118994193	4.525426962	3.885370968	3.305327407	5.70517304	12.76535683
ankrd1a	2.118994193	4.307334096	7.82705166	5.346853159	2.104367105	11.4152963
ATF5 (2 of 2)	2.118994193	1.090464328	1.013575035	1.555448192	1.028801696	1.579656523
C20H8orf82	2.118994193	3.053300119	2.928105657	2.381780043	1.730364954	2.433113097
CABZ01078242.1	2.118994193	1.090698778	1.858220898	0.631900828	0.888510555	2.571114273
CDH18 (1 of 2)	2.118994193	6.270169887	1.126194483	6.664269169	25.43946011	9.341038582
CR387997.1	2.118994193	2.72616082	3.097034829	0.923547364	5.518118186	3.505001616
CR848033.1	2.118994193	1.144987545	2.308698691	1.45823268	2.384949385	0.541287215
CU929163.2	2.118994193	2.617114387	1.858220898	1.215689699	2.85258652	5.549050995
dab2ipa	2.118994193	7.687773513	3.998198762	1.847094728	4.161970496	4.736263134
epha2	2.118994193	0.59975538	0.450477793	0.48607756	17.16228283	3.5183669
fam176c	2.118994193	1.526650059	2.253267399	3.256719651	1.870548538	1.849397986
FAM82B	2.118994193	2.344498305	2.477627864	2.187349019	2.99287766	1.443432574
fmnl3	2.118994193	0.59975538	1.069884759	0.486097003	0.935274269	1.172788967
GALNT9	2.118994193	1.690219709	1.970840346	1.020762876	1.730257397	1.263003502
lats2	2.118994193	0.926894679	1.069884759	0.631900828	2.899350233	0.676609019
lpin1	2.118994193	1.811833743	1.745601449	0.777724096	1.262620263	0.405965411
mark1	2.118994193	1.581173276	2.044707442	1.166586144	2.273389871	2.480899737
mmp17a	2.118994193	1.36308041	2.139769519	1.895702484	0.935274269	3.698795971
NMRK1	2.118994193	1.635696492	1.801911174	1.263801656	1.49643883	1.888348112
RABEPK	2.118994193	1.635696492	2.365008415	1.749879216	1.309383976	2.165148861
ralgps1	2.118994193	1.417603627	1.858220898	1.652663704	3.460514795	3.834117775
sdccag3	2.118994193	2.508067955	1.801911174	2.478995555	2.618767953	3.924332311
sema3fa	2.118994193	0.926894679	1.745601449	0.97215512	1.964075964	3.428152364
si:ch211-16k18.1	2.118994193	2.671637604	0.112619448	3.937228235	4.35320135	3.247723292
si:ch211-225b11.1	2.118994193	2.671637604	5.630972417	4.374698039	3.086405087	5.187335813
tcf21	2.118994193	0.817848246	1.464052828	1.558685468	1.215856549	0.541287215
tnnt2a	2.118994193	1.853789358	1.238813932	0.874939608	1.777021111	0.270643608
vav3a	2.118994193	1.690219709	2.421318139	1.361017168	2.104367105	3.969439579
zgc:123248	2.118994193	2.508067955	1.576672277	1.2151939	1.449675117	2.255363397
zgc:174863	2.118994193	6.924448483	1.914530622	2.381780043	2.197894532	2.84175788
zgc:193807	2.118994193	1.199510761	3.716441795	2.819249847	1.543202544	2.84175788
si:dkeyp-98a7.8	2.115197184	2.3585762	3.831657122	2.537490129	2.828288094	1.751731729
fars2	2.11340463	3.177629409	1.435616418	1.893432501	1.957168964	2.572616345
si:dkey-56m15.5	2.096046058	1.459984523	3.004371547	0.681670309	3.125247027	0.972390907
si:ch211-203l7.3	2.093440268	2.27489942	2.575719403	1.849209165	2.213565052	3.208344647
CR854829.1	2.093171099	1.731662805	1.100776274	0.733413265	0.999074003	1.677083711
foxb1.2	2.086567855	0	1.025371922	5.54E-19	3.793392936	0.315750876
LPCAT4 (2 of 2)	2.08554272	2.444924618	2.463972755	5.430895969	2.327953772	3.92E-18
GUSB (2 of 2)	2.067485453	2.723892654	5.661210739	1.552390764	6.369311298	4.985029717
ENSDARG00000075779	2.065664263	1.039784998	2.092998662	1.409624924	3.933974011	1.495757005
BX005085.5	2.065309189	2.12640544	4.060347805	2.867857603	3.974915642	3.969439579
adh8a	2.064977022	1.14697219	1.584938544	1.652663704	2.074026808	2.579220049
UNC13A (5 of 5)	2.062285327	0.109046433	2.590247312	0.680542609	2.805822806	1.668968914
afap1l1b	2.061724079	1.090464328	2.139769519	1.8961837	0.982037982	3.969439579
cdon	2.061724079	1.911987439	2.252388967	2.770642091	2.338185672	4.736263134
CR352229.3	2.061724079	0.76332503	1.693706408	0.583293072	5.097244765	1.127681699
dio3b	2.061724079	2.235451873	3.547512623	2.624818823	3.461688564	4.014546847
fbln5	2.061724079	1.635696492	2.477627864	3.159504139	1.356694825	0.992359895
frem1b	2.061724079	3.550202904	4.223229313	3.256719651	2.618767953	3.473259632
gucy1b3	2.061724079	1.962835791	2.477627864	1.895702484	2.338185672	3.022186952
h1fx	2.061724079	1.908312574	1.632982001	1.70127146	2.385281408	2.526007005
IRF3	2.061724079	1.308557194	1.689291725	0.923547364	2.244658245	2.435792469
kif5bb	2.061724079	2.235451873	2.533937588	1.020762876	1.35614769	3.473814451
MPPED1	2.061724079	1.417603627	0.394168069	0.874939608	1.309383976	1.30811077
NDUFA3	2.061724079	2.671637604	2.532405963	1.798486972	1.543202544	2.796650612
PALM3	2.061724079	1.648144142	0.565721275	1.026936061	1.24356405	12.67509718
plekha7a	2.061724079	5.834802004	4.898946003	3.596973943	7.809540144	5.097121278
PTH2R (2 of 2)	2.061724079	0.981417895	2.477627864	1.166586144	2.244658245	3.5183669
pycrl	2.061724079	13.08557194	8.953246143	9.386595151	12.06662803	1.75918345
RAB27B	2.061724079	2.399021522	2.477627864	1.45823268	2.151130818	2.171495454
sema3fb	2.061724079	1.36308041	2.196079243	0.826331852	2.572004239	2.751543344
si:ch211-136a13.1	2.061724079	2.289975089	2.871795933	1.70127146	1.589966257	5.503086689
si:ch211-284e13.6	2.061724079	3.107823335	4.44846821	6.002766218	1.63672997	1.896025369
si:dkey-119m17.2	2.061724079	1.799266141	2.477627864	2.041836841	3.1331688	3.022186952
si:dkey-15h8.12	2.061724079	2.830060261	3.040725105	3.110896383	4.34902535	4.87402073
si:dkey-92i15.4	2.061724079	4.416380529	7.658854514	6.756478082	14.3664207	5.999266636
SQLE (1 of 2)	2.061724079	1.962835791	1.126194483	1.70127146	1.777021111	3.473259632
VGLL3	2.061724079	3.326341482	6.982405797	5.44538108	2.291421959	13.26153678
zgc:113276	2.061724079	2.071882223	2.815486209	1.2151939	1.870548538	0.721716287
zgc:158868	2.061724079	1.799266141	2.310162744	0.97215512	2.010839678	3.022186952
zgc:174895	2.061724079	1.375838843	1.977777704	2.164027018	1.905172391	1.939612522
ENSDARG00000076622	2.058087427	2.709324051	2.285363941	2.718986629	2.363138789	5.728623029
zgc:113102	2.047921982	1.323392961	2.770917062	0.294741392	1.92593548	1.644083234
ebpl	2.043237287	0.817848246	2.516729336	0.777724096	1.402911403	1.894505254
CABZ01046038.1	2.031920712	3.511027973	3.130843188	3.876560895	3.826169623	1.926066809
HIST2H2AB (21 of 30)	2.017156477	0.872371462	0.67571669	0.417600411	1.15350649	1.264586767
si:dkey-266m15.7	2.010226794	1.435961594	1.528842797	1.374403744	1.485636412	1.809338221
rassf1	2.006865038	2.167226972	2.062118409	1.003944592	2.227393082	1.488539842
slc35f1	2.006613049	0.59975538	1.520362553	1.70127146	1.777152049	1.75918345
actn2	2.005628003	2.182209952	2.477627864	2.722034335	2.572004239	1.668968914
napgl	2.00546192	1.744742925	3.77275152	3.110896383	1.870548538	2.616221541
sycp2	2.005255748	2.017359007	2.928105657	2.527603311	4.536080204	6.179695708
ahcyl1	2.005118299	0.654278597	1.464052828	1.263801656	1.63672997	0.586394483
hcn4	2.004620049	1.308557194	2.196079243	1.361017168	3.787860789	3.834117775
acot8	2.004453966	2.344498305	2.02715007	1.069370632	1.730257397	1.443432574
b3galnt2	2.004453966	1.581173276	1.013575035	1.264219682	0.748219415	0.631623541
CDH22	2.004453966	1.962835791	2.083459794	1.020762876	2.478476812	3.293705641
CHSY3	2.004453966	1.744742925	1.464052828	1.263801656	1.449675117	0.992359895
CNTNAP5 (3 of 3)	2.004453966	5.998371653	8.559078074	4.131659259	0.467637134	1.939612522
col5a2b	2.004453966	2.071882223	4.449301594	2.284564531	4.816662484	0.857038091
cox16	2.004453966	3.325916201	4.617397382	4.812167843	5.564881899	2.571114273
