ID	96_con_rep1	96_con_rep2	96_bap_rep1	96_bap_rep2
tbccd1	5.471536279	5.360534827	4.664967759	5.371242392
tmem151b	5.471536279	4.730342612	4.537160423	4.127375733
TXNL4B	5.471536279	4.853208654	5.87913745	6.502030264
wwtr1	5.471536279	8.723488973	4.537160423	1.470024234
ZBTB26	5.471536279	6.143302093	6.070848454	4.918927243
zbtb33	5.471536279	8.723488973	6.262559458	4.070836339
zgc:112437	5.471536279	4.791775633	7.476729148	8.495043888
si:ch211-251f6.7	5.457781444	0.708304301	4.487296391	0.947492812
LPHN1 (4 of 4)	5.456337567	5.593494986	4.740642483	7.010884806
TBL2 (2 of 2)	5.433539499	1.955628072	4.200260286	3.401409919
ccdc127	5.427262431	6.204735114	7.796247488	5.936636328
tarbp1	5.415984987	5.041666732	4.945159782	2.583867249
tmem231	5.408188047	5.734416193	6.533255395	7.479539839
RIMBP2 (3 of 3)	5.408096855	10.44336783	5.996617953	3.603227284
PRKAR2B	5.398521667	8.354890847	6.390366793	3.448903009
HDAC5	5.396705421	8.907788035	3.898123744	1.074248478
iqcb1	5.396447042	6.470678662	4.252137284	6.520914421
fbxo42	5.396249459	7.86342668	5.367908107	3.448903009
sema3ab	5.395983482	8.047725742	3.962027412	1.074248478
rab4b	5.395611113	9.489251579	9.405341847	9.273817495
ENSDARG00000016089	5.395573117	5.528971884	2.811818902	2.487733318
AADACL2	5.395542719	6.450467198	7.413144999	6.332412083
AADAT	5.395542719	6.830860464	5.367908107	2.091957563
AIPL1	5.395542719	5.160373758	4.493501437	5.710478753
asic4a	5.395542719	6.204735114	5.623522778	4.353533307
C18H15orf61	5.395542719	4.791775633	4.984486099	5.145084817
CABZ01052573.1	5.395542719	5.528971884	4.409353087	5.597399966
ccnh	5.395542719	4.976080839	5.521193835	7.915515103
CDC42EP4 (1 of 2)	5.395542719	7.617694596	4.601064091	3.222745435
CDKN2AIP	5.395542719	4.853208654	6.390366793	6.275872689
cenpw	5.395542719	3.68904062	3.70641274	6.065546145
cngb3	5.395542719	7.249895099	5.55961911	3.335824222
commd5	5.395542719	6.020436052	5.582669163	7.689357529
CR391986.2	5.395542719	4.238878444	6.582077797	5.258163604
crfb8	5.395542719	7.679127617	11.7582749	13.63645364
dixdc1b	5.395542719	6.450467198	6.262559458	3.957757552
doc2d	5.395542719	7.497285875	6.709885133	2.940048467
dock11	5.395542719	7.9248597	4.664967759	2.82696968
DQX1	5.395542719	7.556261575	4.601064091	3.109666648
dtwd1	5.395542719	7.126230428	6.710460266	2.883509073
ENSDARG00000089443	5.395542719	6.757632303	4.537160423	2.374654531
faim2a	5.395542719	7.187663449	3.195183397	2.431193925
fam168a	5.395542719	6.081869072	2.300532046	0.62193333
fam43b	5.395542719	6.450467198	7.221114477	5.088545424
FP245525.1	5.395542719	8.907788035	4.601064091	2.431193925
gadd45aa	5.395542719	7.802239391	10.92752722	10.74248478
GALNTL1	5.395542719	9.782164222	8.690898839	4.353533307
GRB10 (1 of 2)	5.395542719	6.389034177	5.304004439	4.918927243
hmx2	5.395542719	4.853208654	5.495715442	5.314702998
met	5.395542719	7.310529491	5.687426446	3.109666648
mgmt	5.395542719	4.484610528	4.473256755	5.767018147
mks1	5.395542719	4.668909591	5.751330114	4.353533307
mnat1	5.395542719	5.283282803	6.110270627	5.624957266
npy	5.395542719	4.923346734	5.176197103	3.731599977
nr1h5	5.395542719	4.240285261	4.356389728	5.767018147
nthl1	5.395542719	4.177445424	4.089905042	3.458469475
orc6	5.395542719	6.450467198	5.949821297	7.763706832
pibf1	5.395542719	4.256214843	4.281590484	4.975466636
PIGG	5.395542719	5.651837926	4.473256755	3.675060584
plxnb3	5.395542719	6.880498345	2.236628378	1.696181808
ppcs	5.395542719	6.143302093	7.221114477	7.745896923
prkag3	5.395542719	4.116012403	4.856678763	2.82696968
pvrl1a	5.395542719	5.2832398	3.003472393	1.922339382
rpz4	5.395542719	6.696322148	4.089847529	2.657351499
SDHAF1	5.395542719	5.2832398	7.288341135	5.710478753
si:dkey-176g1.6	5.395542719	6.634766261	8.179669496	14.41754537
slc15a4	5.395542719	4.055095419	3.386894401	2.82696968
slc24a1	5.395542719	6.389034177	5.687426446	4.24045452
slc25a15b	5.395542719	5.713270947	7.285018145	5.484321179
slc43a3a	5.395542719	4.669001741	4.792775095	3.901218158
stk38a	5.395542719	8.820614579	4.02593108	4.070836339
thsd7ba	5.395542719	8.295300817	4.153738416	2.091957563
tmem144a	5.395542719	5.2832398	6.070848454	7.350121168
TRIM46 (2 of 2)	5.395542719	6.511900219	5.112293435	2.207399697
ube3d	5.395542719	4.424817769	3.770316408	5.088545424
wnt2	5.395542719	4.607617866	3.898123744	3.957842361
fam189a2	5.394957569	6.508029939	7.503249171	6.702123177
dclre1a	5.3898736	6.444016731	5.084265286	5.254940859
MMP26	5.370860011	5.344758827	6.40301972	8.24406552
zgc:110249	5.368914576	4.448549345	5.157051564	4.287399178
BX119910.5	5.362090354	6.571244517	5.470179537	2.374190908
gpn2	5.339322684	6.827543081	10.434127	8.906424516
C16H1orf43 (2 of 2)	5.328296018	5.163039952	5.77512145	3.238621697
top3a	5.325347468	5.221843639	6.518174129	6.219333296
faah2b	5.325157484	5.651837926	5.623522778	6.897806019
pigp	5.319868333	4.116012403	8.371380499	3.109666648
cdk5	5.319731544	6.020436052	5.495715442	5.314708652
hsd17b8	5.319594756	6.082483403	5.688174119	6.162793902
plekhm2	5.319587156	8.416323868	6.134752122	4.466612094
satb2	5.319556759	6.696199282	3.386894401	2.657351499
ADCK3 (2 of 2)	5.31954916	3.563115214	4.02593108	4.692775322
ate1	5.31954916	6.389218476	5.687426446	3.335824222
b4galt7	5.31954916	8.109158763	5.687426446	6.049715115
brca2	5.31954916	7.556261575	6.392411711	6.897919098
CABZ01064973.1	5.31954916	4.054579382	3.195183397	7.0674242
CABZ01071911.2	5.31954916	4.706168718	5.304004439	5.427821363
CR628395.1	5.31954916	5.899363854	7.813693189	7.699251923
CSMD2	5.31954916	8.232024805	5.048383376	2.940082391
evx1	5.31954916	5.221806779	5.55961911	4.975466636
fam131ba	5.31954916	5.651868642	3.898123744	3.901218158
gfra2b	5.31954916	6.880559778	5.687426446	4.24045452
gxylt2	5.31954916	5.467538863	4.089834748	3.109666648
hoxc13a	5.31954916	4.673031747	5.815233782	5.936636328
IRS2	5.31954916	7.494889987	6.773788801	6.728187838
mark4a	5.31954916	7.9248597	4.217801843	2.374654531
MDP1	5.31954916	4.608103187	18.98648268	7.915515103
metap1d	5.31954916	4.668909591	5.87913745	4.862387849
mpeg1	5.31954916	6.634766261	5.367914497	7.582328457
NFASC (2 of 2)	5.31954916	7.683120763	4.409353087	3.844678765
nhej1	5.31954916	6.634766261	6.595561471	5.484321179
PARL (1 of 2)	5.31954916	6.819249623	4.420664037	4.918927243
PIGM	5.31954916	8.539681374	7.796247488	5.601018487
pih1d1	5.31954916	4.939829213	5.815240172	5.371242392
prkcz	5.31954916	4.60747657	3.003472393	1.583103021
rab42a	5.31954916	4.300311465	2.620050385	2.487733318
scn1bb	5.31954916	6.755912178	6.786889053	3.335824222
SCUBE1	5.31954916	6.266168135	4.409353087	2.940048467
si:dkey-30k6.5	5.31954916	5.89757001	6.148734244	7.180502987
si:dkey-94e7.2	5.31954916	4.423177507	3.450798068	3.053127254
tgm1l4	5.31954916	7.075363887	7.221625706	3.675060584
UNKL	5.31954916	8.461907169	6.19865579	3.279284829
wu:fj39g12	5.31954916	3.931830063	5.240100771	5.371242392
zdhhc2	5.31954916	6.577879283	6.326463126	8.198212071
zgc:101040	5.31954916	6.57333324	2.492243049	3.279284829
zgc:113385	5.31954916	5.2832398	5.87913745	6.897806019
zgc:158343	5.31954916	6.204735114	6.006944786	7.91025694
zgc:162948	5.31954916	4.177488427	3.067376061	5.540984959
zgc:165481	5.31954916	3.685981256	4.217642084	3.335824222
zgc:171531	5.31954916	4.550945904	5.495715442	4.466612094
sult3st2	5.311980201	5.413182926	5.097915109	7.348651143
wu:fb44b02	5.304396044	5.856446745	4.728871427	6.219333296
ITPA (1 of 2)	5.29807338	7.69036986	9.131322919	8.26170581
dynlt1	5.291081972	4.054696104	5.625369594	8.013045557
si:ch211-119d14.3	5.285283664	4.169575854	5.299767625	4.226624984
fhit	5.274978937	4.913197999	5.400070823	6.057517551
ankrd16	5.264195451	5.221800636	5.304004439	4.862387849
CABZ01115725.1	5.257865188	5.119219778	3.357677644	4.299408145
si:dkey-201c13.2	5.248335595	4.045634734	3.939795326	3.534955966
tmem151a	5.246944913	6.450467198	5.749968966	4.089369952
aptx	5.244391529	5.037507717	4.34544942	4.014296945
foxj1a	5.244064757	6.204735114	4.02593108	6.671648444
hdac4	5.2435632	8.293457826	4.281545752	2.149989597
AMBRA1 (1 of 2)	5.2435556	7.064797407	4.728871427	2.600812105
ANO9 (1 of 2)	5.2435556	6.635011993	7.673616349	9.555157518
AP5Z1	5.2435556	7.24909647	6.965499805	6.728187838
aspdh	5.2435556	5.774703968	6.171209164	8.646286766
brf1a	5.2435556	5.425352808	5.943041118	4.24045452
C24H8orf34	5.2435556	4.791775633	3.898123744	3.053127254
capsla	5.2435556	4.240242258	3.260071181	5.090230298
CU929458.2	5.2435556	4.116012403	3.834220076	6.275872689
elna	5.2435556	8.909078129	5.879757316	2.940048467
fto	5.2435556	7.371962512	6.134752122	4.466612094
FUZ	5.2435556	4.668909591	5.623522778	4.636230275
GIPC3	5.2435556	3.194517089	4.34544942	5.597399966
gpsm1b	5.2435556	7.314092606	4.792877341	2.431193925
HNRNPUL2	5.2435556	6.634766261	5.048389767	6.106254508
ids	5.2435556	3.685999686	4.473256755	4.636230275
jmjd7	5.2435556	6.327601156	5.048389767	6.162793902
kctd16b	5.2435556	4.177445424	5.431811774	2.770430286
lhx8a	5.2435556	4.42320208	4.984658639	6.106254508
lrrc32	5.2435556	6.081869072	4.601064091	2.600812105
MAP7 (2 of 2)	5.2435556	5.2832398	6.582077797	5.767018147
neurlb	5.2435556	4.116012403	5.751330114	4.692769668
obfc1	5.2435556	6.819065324	6.262559458	5.314702998
OTOP1	5.2435556	6.511900219	6.007181229	3.469607735
pparg	5.2435556	9.278782049	8.05186216	6.388951476
ptges	5.2435556	5.283755838	5.048415328	5.880096934
r3hcc1	5.2435556	5.959009174	6.28490657	4.487328128
si:dkey-12e7.1	5.2435556	6.57333324	6.965499805	6.049715115
SLC13A5 (2 of 2)	5.2435556	5.406105842	6.646109273	5.993175721
slc4a10b	5.2435556	7.187724882	5.431811774	2.544272712
slc9a5	5.2435556	6.57333324	6.19865579	5.484321179
spg20b	5.2435556	8.293457826	5.815233782	6.055029818
TONSL	5.2435556	6.143302093	4.537160423	5.258163604
UNC119 (2 of 2)	5.2435556	6.327601156	3.386894401	2.883509073
wu:fj08f03	5.2435556	5.713270947	5.431811774	12.83557313
ZFP64	5.2435556	6.083392611	5.367908107	5.314702998
zgc:101788	5.2435556	9.392064539	16.93888136	16.60183176
zgc:194398	5.2435556	6.450467198	8.061767228	6.615109051
znf277	5.2435556	4.668909591	4.41096985	4.692769668
LGALS3 (3 of 3)	5.241123806	5.680373564	5.554960533	7.060696012
WDR48 (3 of 3)	5.220385164	5.097011741	4.673805637	3.123004291
med8	5.216395502	5.001894994	6.740942316	4.676311051
si:dkey-156k2.3	5.202724261	3.497510891	3.264953421	5.171432175
cyp46a2	5.189600173	3.145315382	6.218267825	5.806991498
SLC35A2	5.181210484	6.143302093	6.262559458	4.636230275
LOXL2 (2 of 3)	5.17323876	9.818778303	5.312017959	5.51744761
sorbs2a	5.172934786	6.887808874	3.70641274	1.752721201
RAP1GDS1	5.172364834	7.310529491	4.281545752	1.300406053
wdr73	5.171452911	4.177519143	4.02593108	4.862387849
ngfr	5.170806966	6.57333324	5.048389767	2.940048467
bmp1b	5.169773453	5.039449	4.664967759	3.335824222
rcor3	5.169629066	8.407108915	6.022281666	1.41348484
ccdc85ca	5.168033201	5.959218046	4.02593108	2.035418169
ddx6	5.167714028	6.634766261	3.770316408	4.127375733
LAMA1	5.167698829	7.679127617	3.514791202	2.20503635
gria1b	5.167592438	6.883262831	4.537160423	2.883509073
si:dkey-7o6.3	5.16757724	6.327601156	7.437747911	7.689357529
C13H6orf108	5.16756964	2.334454795	3.450798068	7.180502987
aasdh	5.167562041	4.853208654	5.048389767	3.109666648
AL929150.1	5.167562041	6.706151431	4.984530831	2.318115137
ANKRD27	5.167562041	4.914641675	3.834226466	3.166206041
aqp10a	5.167562041	8.416323868	3.962027412	9.614863117
arhgap31	5.167562041	8.98943252	5.367901716	2.996587861
arhgap39	5.167562041	5.713270947	2.747857721	1.300406053
avpr1b	5.167562041	6.880498345	5.815233782	5.540860572
BAI1 (2 of 3)	5.167562041	8.551906545	5.240100771	2.035418169
BCL6B	5.167562041	7.740560638	4.153738416	3.61852119
CABZ01067098.1	5.167562041	5.47737429	5.112293435	3.619635016
CABZ01074081.2	5.167562041	2.948785005	5.198582558	4.805848456
casp8	5.167562041	5.713270947	6.262559458	7.632818135
CD109	5.167562041	5.713270947	7.860151156	6.728187838
clcn1a	5.167562041	8.232516269	6.19865579	6.390873816
clcn5	5.167562041	7.187663449	6.518174129	8.480909039
cldn2	5.167562041	6.143302093	7.348921812	7.972054497
crybb1l3	5.167562041	4.791775633	3.989684919	4.579690881
cyp2k8	5.167562041	5.344672821	3.642509072	4.749309062
dgkza	5.167562041	9.706417308	5.568821239	3.448903009
DIP2B (2 of 2)	5.167562041	7.324290488	3.642534634	0.735136503
dok1b	5.167562041	5.774703968	5.55961911	6.219333296
drgx	5.167562041	3.378816151	4.158997688	3.61852119
ENSDARG00000078217	5.167562041	5.231580773	6.527504065	6.784727232
etv1	5.167562041	5.713270947	4.601064091	2.487733318
foxn3	5.167562041	4.668909591	2.428339382	0.961169691
GEMIN7	5.167562041	4.684747024	5.112293435	6.502030264
kcnd1	5.167562041	7.499927495	5.240100771	2.883509073
kcnq5b	5.167562041	4.361744486	3.962027412	3.731599977
mocs2	5.167562041	5.489531885	5.815227392	5.82355754
nkx2.1b	5.167562041	5.959003031	4.601064091	3.731599977
OLAH	5.167562041	2.825918963	3.578605404	5.201629865
PATZ1	5.167562041	7.9248597	4.153738416	1.922339382
pdcd2	5.167562041	4.054579382	3.834220076	4.353533307
pex1	5.167562041	7.863488113	7.604536484	5.993175721
pip5k1aa	5.167562041	7.494828554	6.645981465	4.127375733
pip5k1ba	5.167562041	5.529917953	6.709885133	8.085133284
pkp2	5.167562041	3.747414277	5.431811774	4.296993913
qtrtd1	5.167562041	4.791775633	5.240100771	5.371417664
RPUSD2	5.167562041	6.748355917	5.55961911	4.186826905
SASH3	5.167562041	4.484635101	3.007472763	3.901218158
slc16a9a	5.167562041	7.617694596	6.454270461	19.0537191
slc35f1	5.167562041	5.769820043	4.217642084	2.487733318
socs8	5.167562041	4.300557197	4.026007764	4.410072701
STX3 (2 of 2)	5.167562041	7.078804136	4.217642084	2.374654531
stxbp6l	5.167562041	3.25595011	4.089834748	4.466612094
syt8	5.167562041	6.389034177	6.582077797	8.254751465
taf1a	5.167562041	5.590404905	6.773788801	6.049715115
TMEM248	5.167562041	7.86342668	5.815233782	5.201624211
tti1	5.167562041	5.528971884	4.601064091	6.897806019
USB1	5.167562041	6.204735114	5.751330114	7.123963593
WASF1	5.167562041	6.20627094	4.537160423	1.865799989
zgc:110410	5.167562041	5.610812955	6.709885133	9.791492183
zgc:112083	5.167562041	6.819311056	6.518174129	7.123963593
zgc:123349	5.167562041	7.371962512	5.55961911	5.65393936
zgc:153292	5.167562041	4.546043549	5.367908107	5.484321179
zgc:162232	5.167562041	6.819065324	4.728871427	5.202579727
zgc:92907	5.167562041	5.651837926	4.920582431	6.558569657
si:ch211-241n15.2	5.155547459	5.018623206	4.003353914	5.744911244
RNF130 (2 of 2)	5.147735321	5.546597018	5.073043802	3.187261312
btr02	5.146291444	4.561309655	10.14368483	11.3745952
pcgf1	5.135637147	4.85331309	4.281545752	4.014296945
tk1	5.12898771	9.554186282	5.264754806	3.915980594
loh12cr1	5.126555916	4.803484767	6.27567249	5.145084817
FAM132B	5.121927908	5.651837926	4.984486099	7.519739348
zgc:113516	5.114784514	3.685981256	5.176197103	6.106254508
PBX1 (1 of 2)	5.108819019	8.301505552	3.578605404	1.470024234
UBAC2 (1 of 2)	5.103514669	7.832955901	5.865851877	4.61951723
Metazoa_SRP	5.097055216	6.143302093	5.318817309	3.169451403
CABZ01067488.1	5.092586795	7.128011986	5.495715442	5.371242392
LRRC8A (2 of 2)	5.091872456	5.344715824	2.683954053	1.696181808
ogfrl1	5.091743267	6.757755169	5.943041118	6.332468622
ikbkb	5.091576081	6.880498345	3.770316408	2.883509073
abhd2b	5.091568481	5.221806779	6.390366793	6.106254508
acox3	5.091568481	7.003364386	5.495715442	5.371242392
actr5	5.091568481	6.327601156	6.647642961	4.862387849
b3gntl1	5.091568481	6.57333324	3.962129658	2.261575744
C20H6orf211	5.091568481	7.064797407	5.176197103	4.579690881
CABZ01062780.1	5.091568481	6.57333324	7.987958492	7.350121168
CABZ01076431.1	5.091568481	7.371962512	6.709885133	2.770430286
cby1	5.091568481	3.808847298	4.925407158	6.106254508
CR848029.2	5.091568481	3.93171334	6.006944786	6.283957822
fam206a	5.091568481	4.238878444	4.473256755	4.477552467
FNIP2	5.091568481	6.616582087	4.153738416	2.770430286
GAL	5.091568481	6.204735114	7.608434608	6.44549087
gnal	5.091568481	6.340010626	4.664967759	3.335824222
gpd2	5.091568481	7.74080637	4.664967759	4.127375733
grb2a	5.091568481	4.60747657	5.367908107	4.805848456
gss	5.091568481	6.880498345	5.943041118	7.180502987
gtf3c2	5.091568481	4.546043549	3.003472393	2.883509073
ift81	5.091568481	5.651837926	3.322990733	4.070836339
ihha	5.091568481	6.455504706	4.856678763	3.39236927
il1rapl1b	5.091568481	6.511900219	4.281545752	2.82696968
kctd6a	5.091568481	5.590404905	3.834220076	3.505442403
LOXL4 (1 of 3)	5.091568481	9.892620794	5.431811774	4.636230275
LUZP1	5.091568481	5.46756958	5.370822114	2.148496957
MEOX2	5.091568481	4.730342612	4.217642084	4.183915126
oxsr1a	5.091568481	8.846355014	3.195183397	1.470024234
PAK6 (2 of 2)	5.091568481	4.853208654	4.34544942	5.435199754
pcgf6	5.091568481	5.713270947	5.240100771	5.145084817
plcg2	5.091568481	6.266168135	7.029403473	7.689414068
ptprmb	5.091568481	7.24909647	6.006944786	4.636230275
rasa4	5.091568481	5.467538863	3.514701736	2.544272712
RCVRN (1 of 2)	5.091568481	4.979478085	5.711313637	6.219333296
rnf114	5.091568481	6.327662589	5.751509044	5.880096934
RP1L1 (2 of 2)	5.091568481	6.450467198	3.463233722	3.561981797
rpp21	5.091568481	4.177445424	5.377218871	6.106254508
rpp40	5.091568481	6.941931366	6.267198864	5.82355754
sertad2a	5.091568481	3.258812888	4.409353087	3.561981797
si:ch211-113p18.3	5.091568481	6.069637758	7.860278963	7.0674242
si:ch211-273j9.2	5.091568481	5.160373758	4.473256755	5.145084817
si:ch73-266f23.2	5.091568481	4.238909161	6.837692469	5.65393936
si:ch73-271e23.6	5.091568481	4.607482713	4.856678763	4.014296945
si:ch73-6k14.2	5.091568481	4.484610528	3.642509072	3.957757552
si:dkey-11e23.4	5.091568481	6.020436052	5.367908107	4.792838741
si:zfos-905g2.1	5.091568481	2.706978491	4.281545752	3.222745435
spam1	5.091568481	2.707322516	6.19865579	10.96864236
srrd	5.091568481	4.177445424	4.920582431	5.258163604
TBC1D13	5.091568481	7.986292721	6.070848454	4.975466636
tmem5	5.091568481	5.099647217	4.792775095	1.865799989
tph2	5.091568481	4.300311465	5.376477588	4.410072701
TRIM35 (1 of 41)	5.091568481	5.467538863	5.176197103	4.862387849
trim35-40	5.091568481	4.976074696	5.431811774	3.392363616
WRNIP1	5.091568481	5.774728541	4.409353087	3.222745435
ZBTB39	5.091568481	5.836136989	4.920582431	2.770430286
ZBTB8A	5.091568481	4.546043549	4.794832793	5.484321179
zeb1a	5.091568481	6.204735114	4.680164051	1.300406053
zgc:162161	5.091568481	5.89757001	7.540632816	6.671818063
zgc:162945	5.091568481	4.300311465	4.34544942	5.710478753
zgc:77375	5.091568481	8.293457826	4.153738416	1.41348484
ELOVL4 (2 of 3)	5.086583304	2.231615918	1.19690931	1.813020465
CABZ01072242.1	5.086499711	7.161431549	6.537664748	3.093185415
foxo1a	5.074219152	7.503306311	7.314222121	5.415269617
si:dkeyp-68b7.7	5.068899603	5.105575504	5.895924944	4.833660183
ENSDARG00000077539	5.065616681	4.565536247	3.169609149	2.841110182
pion	5.055957899	4.570438602	4.431080335	6.069956218
trdmt1	5.04002205	4.646578688	5.207823028	4.994955765
RBFOX3 (1 of 3)	5.0382514	8.034149045	4.936903428	2.417115616
GSG2	5.024184992	4.60747657	3.131279729	5.484321179
b3galtla	5.023257871	6.880498345	6.19865579	7.802436316
plekhg6	5.021046458	4.66907546	5.559555207	5.767018147
pdx1	5.016395652	5.362979861	7.349560849	4.884947067
TAOK1 (1 of 3)	5.016144874	5.774703968	3.770316408	1.243877967
si:ch211-242e8.1	5.016137274	6.757632303	4.281545752	3.335824222
GABRB1	5.016122076	4.730342612	4.728871427	3.844678765
prox2	5.015848499	5.222826568	3.962199952	4.975721064
CABZ01048402.1	5.015658515	4.926105076	6.582077797	7.0674242
ankib1	5.015574922	8.723673272	4.34544942	4.805848456
ARAP1 (4 of 4)	5.015574922	7.249465068	8.307476832	9.781315092
arih1l	5.015574922	6.081869072	5.943041118	4.466612094
ARSG	5.015574922	3.872252319	3.962027412	4.014296945
C22H19orf26 (1 of 2)	5.015574922	5.651837926	3.578605404	2.431193925
CDC42SE2	5.015574922	7.556261575	4.611512341	1.922339382
cdkl1	5.015574922	4.914641675	6.006944786	4.410072701
chrm4a	5.015574922	6.453047385	3.70641274	3.392363616
cnpy4	5.015574922	5.836136989	6.969909158	6.106254508
col4a4	5.015574922	5.28400157	3.962027412	3.448903009
crb3b	5.015574922	4.741019671	5.751330114	8.198212071
csnk1g1	5.015574922	7.562097712	3.642509072	2.157752455
cx23	5.015574922	3.750307772	4.34544942	4.523151488
DNAJC30	5.015574922	2.334454795	4.792775095	4.410259281
ehd3	5.015574922	9.399252203	4.217642084	2.261575744
G6PC3	5.015574922	6.266229568	5.304004439	5.314702998
GPR112 (1 of 2)	5.015574922	7.064797407	6.582077797	6.502030264
greb1	5.015574922	5.221806779	2.811761389	3.505442403
HEXDC	5.015574922	3.378859154	4.607435287	5.371242392
hpse	5.015574922	5.651979222	5.240100771	6.728187838
ikbke	5.015574922	5.467538863	5.817694073	7.689357529
IMPG1 (2 of 2)	5.015574922	5.098940738	4.153738416	2.770430286
KAZN (3 of 3)	5.015574922	8.354890847	6.454270461	4.014296945
mical1	5.015574922	4.423361806	3.642509072	4.24045452
mnx1	5.015574922	3.808847298	3.770316408	2.940048467
NOL4 (1 of 2)	5.015574922	7.387627932	3.898123744	1.41348484
olfml2a	5.015574922	8.846355014	6.134752122	4.296993913
pex11b	5.015574922	5.923464028	5.943034728	4.240471482
pex12	5.015574922	5.344672821	7.476729148	5.540860572
PTPRM (2 of 2)	5.015574922	7.371962512	4.409353087	2.148496957
rhogd	5.015574922	7.494828554	5.240100771	7.350121168
rprmb	5.015574922	3.870280319	3.898123744	4.466612094
si:dkey-261j15.2	5.015574922	5.221806779	5.112293435	5.371242392
si:dkey-7c18.24	5.015574922	5.836136989	23.81689704	13.73907264
SLC9A3R1 (1 of 2)	5.015574922	6.020436052	3.386894401	1.470024234
STAMBPL1	5.015574922	5.473878751	4.537160423	3.61852119
stk38b	5.015574922	5.774703968	3.796638329	2.431193925
th	5.015574922	5.098940738	3.962027412	2.770430286
TMEM43	5.015574922	9.82989768	6.709885133	2.318115137
tpbga	5.015574922	6.15257848	4.09003924	2.544272712
vash2	5.015574922	4.674702725	4.281564923	2.20503635
zgc:101560	5.015574922	5.300379613	3.386894401	4.636230275
znf367	5.015574922	6.389034177	4.856678763	3.957757552
PTPRU (1 of 3)	5.0134699	5.57897222	2.903559008	1.239309584
si:dkey-147f3.4	4.987001344	3.765967049	4.545308141	4.819615798
si:ch211-197h24.9	4.984675941	4.853208654	4.920582431	5.03200603
APEH (2 of 3)	4.978216488	5.019581561	3.690015059	2.601066533
ggh	4.968299329	4.413876548	7.921562581	7.365217186
apbb1ip	4.95743225	7.064981706	5.367908107	4.749309062
LETMD1	4.956163157	7.821775091	6.06084753	4.459267627
rnf26	4.954149328	5.959070607	4.34544942	3.675060584
ugt2b1	4.951877121	3.817681366	2.065449622	3.674924889
ZNF219	4.947499891	5.098940738	3.578605404	1.865799989
EFEMP2 (3 of 3)	4.945030101	7.648718271	2.888548037	1.448714536
rab27a	4.943837002	8.969221056	5.304004439	3.61854946
rps8b	4.939657356	5.469830315	7.029403473	4.636230275
cngb1a	4.939626959	5.590404905	3.322990733	1.978878776
actr2b	4.939581363	6.204735114	3.70641274	2.431193925
AVIL	4.939581363	5.959721797	7.285018145	6.44549087
b3galnt2	4.939581363	7.371962512	5.176197103	5.540860572
b3gnt5b	4.939581363	6.450467198	4.473256755	4.353533307
bmpr1bb	4.939581363	5.259545084	4.736622942	3.61852119
BX248515.1	4.939581363	4.914641675	6.006944786	5.65393936
C24H18orf8	4.939581363	7.24909647	5.815233782	3.731599977
CABZ01118047.1	4.939581363	3.624548235	1.661495366	0.678472723
cep57l1	4.939581363	6.450467198	4.281545752	6.332412083
CERKL	4.939581363	2.518753858	2.300532046	2.82696968
chat	4.939581363	6.143302093	4.153738416	2.035418169
clcn6	4.939581363	6.941931366	4.02593108	2.996587861
CR558302.2	4.939581363	4.116012403	4.984486099	6.44549087
dnase1l3l	4.939581363	4.36225438	5.629587236	6.728187838
efcab4a	4.939581363	5.528971884	5.55961911	5.088545424
ENSDARG00000015563	4.939581363	6.512023085	6.006944786	5.03200603
ENSDARG00000058679	4.939581363	3.318390632	5.240100771	5.258163604
FBXO31	4.939581363	8.664759005	5.495728223	2.261615321
gins2	4.939581363	6.204735114	5.304004439	8.198212071
gpr155a	4.939581363	9.276447594	7.476729148	5.145084817
gpr155b	4.939581363	7.310529491	3.770316408	2.487733318
KIFC2	4.939581363	5.528971884	3.195183397	2.883509073
LRRC41	4.939581363	6.204796547	6.465964833	6.170539799
mitd1	4.939581363	4.791787919	4.409353087	3.731599977
mmp11a	4.939581363	4.853227084	4.281545752	3.957757552
MSS51	4.939581363	7.43720438	7.73234382	7.807242165
mtf2	4.939581363	6.204735114	4.984486099	3.053166832
myo15aa	4.939581363	6.081869072	6.19865579	7.123963593
neil3	4.939581363	4.668909591	4.34580728	5.710478753
PDILT	4.939581363	5.467538863	5.495715442	10.17709085
rab8a	4.939581363	8.477756889	5.495715442	2.996587861
rergla	4.939581363	5.590404905	7.476729148	6.502030264
RFK	4.939581363	4.976074696	5.431811774	4.862387849
rnf180	4.939581363	5.037507717	4.664967759	6.332412083
RPS6KL1	4.939581363	5.098965311	5.687426446	3.166206041
SGPP1 (2 of 2)	4.939581363	7.679127617	4.664967759	2.318115137
si:ch73-257c13.2	4.939581363	4.361744486	4.34544942	5.145079163
si:dkeyp-118a3.2	4.939581363	4.116012403	5.304004439	7.123963593
six2b	4.939581363	5.89757001	6.134752122	6.049715115
SLC5A3 (1 of 2)	4.939581363	5.959003031	3.837536676	2.431193925
slc7a6	4.939581363	7.86342668	5.687432837	5.767018147
slco1c1	4.939581363	5.713270947	4.923068284	5.116939507
tbc1d2b	4.939581363	6.696199282	3.898123744	4.749309062
tdp2b	4.939581363	4.791775633	4.02593108	5.710478753
TECPR1 (2 of 2)	4.939581363	4.268587453	3.228081005	1.583103021
TRMT10A	4.939581363	4.607746875	6.837692469	6.445773567
