X3.3_con_rep1	X3.3_con_rep2	X3.3_con_rep3
MSANTD2	1.31034897474603	2.11024353813841	1.27824065453581
msi1	1.31034897474603	1.16618721916859	1.1115136121678
NABP2	1.31034897474603	1.27725266774021	1.05593793170746
nr1d4b	1.31034897474603	3.44302893118294	2.11187586440188
pik3ap1	1.31034897474603	1.55491629120627	1.27824065453581
PTK7 (2 of 2)	1.31034897474603	2.22130898772854	2.05630018295457
rbp1a	1.31034897474603	2.88813483941386	2.8343597123603
rgcc	1.31034897474603	0.444261797342005	1.88957314157354
sh3bp4a	1.31034897474603	1.33278539304453	1.88957314157354
si:ch211-167j6.4	1.31034897474603	1.88811263997666	1.50054337736415
si:dkey-13e3.2	1.31034897474603	2.47307770147391	1.67511770479776
slc16a9a	1.31034897474603	1.2217199434544	0.500181126117039
SLC19A1	1.31034897474603	1.05512176957846	3.11223811564899
slco5a1	1.31034897474603	1.38831811733034	1.3893920154565
tmx3	1.31034897474603	1.54823570435736	2.27860290578292
trim55b	1.31034897474603	2.61003806078474	2.38975426670361
ttna	1.31034897474603	1.05512176957846	1.33381633499615
ubl3a	1.31034897474603	2.99876713384093	1.61169473828484
wdr54	1.31034897474603	2.77663623466067	1.72384090382695
wdyhv1	1.31034897474603	0.944389516032566	1.39212633950679
zgc:113314	1.31034897474603	2.27684171303286	1.83399746111319
zgc:163030	1.31034897474603	1.83257991467234	5.73385412169901
zp2l2	1.31034897474603	0.944056319988332	1.77842178065284
si:dkey-82i20.2	1.30879364757743	1.56004751578746	1.79346055947511
oc90	1.30772827700744	1.6104490165106	2.27933650441285
zgc:103559	1.30617294983883	1.27725266774021	3.77914628314707
si:dkey-77p23.3	1.29766707575867	0.241149191486909	4.61426536305886
ugt2a5	1.29754173827862	2.33047521813506	1.0631516548583
il4r	1.29366766275517	1.32680451799036	1.99904056000517
plcd4b	1.29166225909524	1.76403587258607	1.3487272901138
si:dkeyp-89c11.3	1.29030063530489	0.735703089815825	1.02980624697687
si:dkey-211i20.3	1.27361932331402	0.509061823383766	1.50217730248259
figla	1.27322052124635	1.92881257359921	3.32241978237589
BX548067.2	1.27115814600458	0.00719270953251369	0.89787513893822
MCHR2 (2 of 2)	1.25925106251982	0.335749187861854	1.06075078553821
acot13	1.25842497259356	0.888523594684009	1.39379360920999
tpbgb	1.25788374157128	1.99917808956679	1.77842178065284
dlg2	1.25467623554494	1.05512176957846	1.88957314157354
fgf11a	1.25413500452267	1.6104490165106	1.61169473828484
CABZ01085858.1	1.25366213939861	1.55491629120627	3.64099069799675
asb1	1.25337728049462	1.50278772277578	0.944786570786768
ass1	1.25337728049462	1.83257991467234	1.50054337736415
atp8b5b	1.25337728049462	3.6651598303632	5.72546219426928
ATPBD4	1.25337728049462	0.388729073056197	1.44496769591684
b2m	1.25337728049462	1.94364536426247	1.33381633499615
ca4b	1.25337728049462	0.0555327242858074	0.0555756804603456
CABZ01078921.1	1.25337728049462	0.832990870398202	0.833635209866076
cldn2	1.25337728049462	2.94323440853661	2.6676326699923
CR548626.3	1.25337728049462	1.6659817407964	1.77842178065284
CR759952.1	1.25337728049462	0.666592613741399	1.50054337736415
cyp2u1	1.25337728049462	1.44385084263466	0.444605444669729
dbpa	1.25337728049462	0.944056319988332	1.27824065453581
desi1a	1.25337728049462	3.05429985812674	2.38975426670361
dpysl2b	1.25337728049462	1.2217199434544	0.666908167498075
drp2	1.25337728049462	1.44385084263466	2.61205698953196
fa2h	1.25337728049462	2.94323440853661	4.66835717248653
gnb2	1.25337728049462	0.166598173875937	0.500181126117039
GUCY2C (2 of 2)	1.25337728049462	3.38749620689713	4.3904787701848
il11ra	1.25337728049462	16.6042846897893	17.7286421201463
il17a/f2	1.25337728049462	1.33278539304453	0.944786570786768
ITGB1BP2	1.25337728049462	1.6659817407964	2.38975426670361
kansl1l	1.25337728049462	1.16618721916859	0.556045799558341
lepr	1.25337728049462	0.666392696522265	1.83399746111319
NAPB (1 of 2)	1.25337728049462	1.88811263997666	2.16745154486223
NTF4	1.25337728049462	0.944056319988332	0.833635209866076
OGFR (2 of 4)	1.25337728049462	2.38790716160448	3.55684356031872
PAOX	1.25337728049462	5.44220702074973	3.05666243420168
pdlim4	1.25337728049462	0	4.2255801677833
PLEKHG3	1.25337728049462	1.55491629120627	2.44532994815092
RUSC1	1.25337728049462	0.832990870398202	2.6676326699923
scdb	1.25337728049462	0.333196347751875	1.38993110022533
scinlb	1.25337728049462	0.0555327242858074	1.1115136121678
sco2	1.25337728049462	1.38831811733034	2.00353663189157
SERTAD4	1.25337728049462	1.6104490165106	0.833635209866076
si:ch1073-396h14.1	1.25337728049462	1.99917808956679	0.500181126117039
si:dkey-14d8.2	1.25337728049462	1.27725266774021	0.500181126117039
si:dkey-25e11.10	1.25337728049462	1.27725266774021	1.57318079146132
si:dkey-286j15.1	1.25337728049462	1.94364536426247	2.50090562861126
si:dkeyp-110g5.4	1.25337728049462	2.16577626344273	2.38975426670361
slc25a18	1.25337728049462	1.05512176957846	1.44496769591684
STIM2 (2 of 2)	1.25337728049462	1.94364536426247	2.38975426670361
tbx2a	1.25337728049462	2.27684171303286	3.22338947656969
tnfaip2a	1.25337728049462	3.276430757307	3.55684356031872
vsx1	1.25337728049462	1.05512176957846	0.944786570786768
VWA5A (4 of 4)	1.25337728049462	15.2162997593366	19.5070638968513
ERMAP (1 of 2)	1.25295568979421	1.94970398461894	1.50008209892932
si:dkey-234l24.1	1.25075088559784	0.944056319988332	1.18561266790347
IQCB1 (2 of 2)	1.2414588016987	1.12076144936651	1.9848854338986
si:ch73-332k15.1	1.23691246051475	0.601569346482408	1.37356406205144
ESYT2 (1 of 3)	1.23231484490714	1.26462452656191	0.876600767813709
CR450840.2	1.22685695642416	1.74838119821124	2.82890773803253
PLXNB2 (4 of 5)	1.22400267520002	0.650776893780061	0.636752803519532
zgc:172121	1.2235867816578	1.38383662702151	1.21988063265455
si:ch211-187d1.1	1.2142092403859	1.43650386267876	3.451322015788
tlx1	1.21002751832051	0.22213089918026	1.05593793170746
tuba1l2	1.20496273474703	0.927640846332559	1.00346893220766
CU138542.3	1.20098611037626	1.43753677153625	2.25310478395407
OGDHL	1.19895791808359	1.60888299337122	1.76922400486749
celsr1b	1.19650813509052	0.888523594684009	1.1115136121678
AIM1L	1.19640558624321	1.38831811733034	0.555756806577384
angpt1	1.19640558624321	1.72151446610073	2.97582760752284
BX005085.3	1.19640558624321	1.16618721916859	2.22302722532257
BX957322.2	1.19640558624321	1.05512176957846	0.61133248703773
CABZ01072338.1	1.19640558624321	1.9997833962061	1.44496769591684
CABZ01072954.1	1.19640558624321	1.27725266774021	0.889210890326422
CABZ01093445.1	1.19640558624321	0.888523594684009	1.33381633499615
cacna1bb	1.19640558624321	0.499794522646327	1.33381633499615
cep19	1.19640558624321	0.722702878923629	0.944786570786768
cpeb3	1.19640558624321	1.2217199434544	1.77842178065284
CPNE8 (1 of 2)	1.19640558624321	1.11065449386427	0.833635209866076
crfb8	1.19640558624321	1.27725266774021	0.944786570786768
CT030204.3	1.19640558624321	2.00182144715969	1.05593793170746
cxxc5	1.19640558624321	0.832990870398202	2.6676326699923
dapk2	1.19640558624321	0.555327246932135	1.77842178065284
DSEL (1 of 2)	1.19640558624321	1.33278539304453	0.555756806577384
egf	1.19640558624321	0.610859971217942	3.83472196360742
epha3l	1.19640558624321	1.49938356692047	2.10134983025187
ezh1	1.19640558624321	0.610859971217942	2.05630018295457
fam46bb	1.19640558624321	1.94364536426247	1.22266497407546
GIPC3	1.19640558624321	0.555327246932135	1.16708929361511
GPR52	1.19640558624321	2.61003806078474	1.94514882203388
her8a	1.19640558624321	0.166598173875937	0.0555756804603456
KCNH7 (1 of 2)	1.19640558624321	1.6659817407964	1.44496769591684
kcnj13	1.19640558624321	1.05512176957846	1.44496769591684
klf7a	1.19640558624321	0.666392696522265	0.389029764209383
lamb2	1.19640558624321	0.777458146112394	2.05648914020734
LMOD3	1.19640558624321	2.33237443731867	1.66727041874519
MARCH4 (2 of 2)	1.19640558624321	1.99917808956679	2.50090562861126
Metazoa_SRP	1.19640558624321	2.4434398869088	4.22601921583698
METRNL (2 of 2)	1.19640558624321	0.389242751012507	0.944786570786768
neurog1	1.19640558624321	1.05512176957846	0.666908167498075
P2RY6	1.19640558624321	0.277663623466067	1.50054337736415
plin2	1.19640558624321	2.22130898772854	7.28041416300545
pmelb	1.19640558624321	1.27725266774021	1.22266497407546
postnb	1.19640558624321	3.33196348159281	1.72284609920553
SGIP1	1.19640558624321	1.6104490165106	1.33381633499615
si:ch211-218c6.8	1.19640558624321	6.552861514614	3.05666243420168
si:ch211-231d19.1	1.19640558624321	1.49983338193666	1.3893920154565
si:ch211-270n8.2	1.19640558624321	1.49938356692047	0.889210890326422
si:dkey-253d23.11	1.19640558624321	2.66785318087632	2.94551107328099
si:dkey-49n23.1	1.19640558624321	1.77704719038653	3.72357060268672
si:dkey-88l16.4	1.19640558624321	0.888523594684009	1.05593793170746
sik2b	1.19640558624321	1.83257991467234	0.944786570786768
sntg2	1.19640558624321	1.83257991467234	2.27860290578292
sstr3	1.19640558624321	2.33237443731867	2.22302722532257
STARD5	1.19640558624321	0.888523594684009	1.05593793170746
thrap6	1.19640558624321	0.777458146112394	1.22266497407546
tmem222a	1.19640558624321	2.16577626344273	2.38975426670361
zgc:110782	1.19640558624321	0.888523594684009	0.722483847958421
si:dkeyp-69b9.4	1.18154167069741	1.05583814122634	1.06451881737693
sat1b	1.17209006636912	0.55621021711139	1.58799726844606
BX942815.1	1.16935542546685	6.64959952106136	5.88174100783431
si:dkey-54f18.1	1.1608438542285	1.33000320368166	0.467623780509779
CABZ01050664.1	1.15515238225998	1.2230138559987	1.61818597799632
si:dkey-13n15.2	1.15126121526198	2.71844349292883	2.07022189104609
ASIC1 (2 of 2)	1.14721622499301	1.00185478022678	1.39453832401746
tpd52l1	1.14358143110808	1.50031651665913	2.6125516135385
si:ch211-125e6.6	1.14333645231137	0.888523594684009	1.22266497407546
dram1	1.14036252977058	0.666392696522265	0.555756806577384
ERMAP (2 of 2)	1.13985548169741	0.382670452699727	0.778520806853597
AL929204.1	1.13943958815519	3.77622527995333	3.00108675374134
adamts18	1.139433890997	0.721925420808072	1.50054337736415
adprh	1.139433890997	2.72159219804221	1.50054337736415
atp11a	1.139433890997	0.444261797342005	0.666908167498075
bmp7a	1.139433890997	0.610859971217942	1.00036225124711
CABZ01069344.1	1.139433890997	2.0547108138526	1.05593793170746
CABZ01112877.1	1.139433890997	2.94323440853661	2.00072450249423
CABZ01117832.1	1.139433890997	1.72151446610073	1.77842178065284
CCDC89	1.139433890997	0.944056319988332	1.05641032533286
cdkn2c	1.139433890997	1.11065449386427	1.3893920154565
COL4A6	1.139433890997	1.33278539304453	0.111151360920691
CR974475.1	1.139433890997	0.388729073056197	0.778059528418767
cryba2a	1.139433890997	0.667636629507156	1.16708929361511
CT583700.1	1.139433890997	0.444261797342005	0.722633902044185
cyba	1.139433890997	0.944056319988332	1.1115136121678
dync1i1	1.139433890997	1.88811263997666	1.16708929361511
ECE2	1.139433890997	0.832990870398202	2.8343597123603
ENSDARG00000074486	1.139433890997	1.05512176957846	2.05630018295457
entpd3	1.139433890997	0.610859971217942	1.33381633499615
epyc	1.139433890997	0.555327246932135	0.500181126117039
fahd1	1.139433890997	12.5503957843329	2.6676326699923
fam131a	1.139433890997	1.6659817407964	1.61169473828484
FAM184A (2 of 2)	1.139433890997	0.888523594684009	1.50054337736415
fndc5b	1.139433890997	0.666392696522265	1.61169473828484
foxq1b	1.139433890997	6.552861514614	4.51590196572611
hmgcra	1.139433890997	1.05512176957846	2.11187586440188
il17d	1.139433890997	0.900824093781462	1.50054337736415
inpp5ja	1.139433890997	2.16577626344273	3.55684356031872
lgr6	1.139433890997	2.16577626344273	1.50054337736415
MEF2A	1.139433890997	1.16618721916859	2.33417858624326
mmp14a	1.139433890997	0.22213089918026	0.444605444669729
numbl	1.139433890997	2.44430619723492	1.77842178065284
pgbd5	1.139433890997	0.999589044274139	0.833985336395181
phkg1a	1.139433890997	1.77704719038653	2.00072450249423
ptprsb	1.139433890997	0.666392696522265	1.33381633499615
ramp2	1.139433890997	1.72151446610073	1.22266497407546
RBM11	1.139433890997	1.99917808956679	0.944786570786768
ric8a	1.139433890997	0.499794522646327	1.50054337736415
rnf24	1.139433890997	1.49938356692047	1.3893920154565
ryr2b	1.139433890997	7.7745814580684	7.00253575971676
samd1b	1.139433890997	0.610859971217942	1.5561190578245
sesn3	1.139433890997	0.444261797342005	0.333454083749038
SHANK1 (1 of 2)	1.139433890997	0.999589044274139	1.05593793170746
si:ch211-160j14.4	1.139433890997	0.944056319988332	1.22266497407546
si:ch211-241b2.1	1.139433890997	1.05512176957846	2.11187586440188
si:ch211-9d9.6	1.139433890997	1.2217199434544	1.05593793170746
si:dkey-17e16.13	1.139433890997	0.698651655882261	1.48055836242427
si:dkey-1b17.11	1.139433890997	1.11065449386427	1.22266497407546
si:dkey-46m10.3	1.139433890997	0.944056319988332	2.22302722532257
si:dkey-7b17.5	1.139433890997	1.22035383855267	1.72284609920553
si:dkeyp-14d3.1	1.139433890997	0.999589044274139	1.3893920154565
slc1a9	1.139433890997	0.412423220964451	1.1115136121678
slc25a16	1.139433890997	1.6659817407964	1.00036225124711
smox	1.139433890997	1.6659817407964	1.83484221164884
srpk3	1.139433890997	0.666392696522265	1.1115136121678
tusc2a	1.139433890997	2.27684171303286	1.27824065453581
WDR77	1.139433890997	1.05512176957846	0.722483847958421
zbtb7a	1.139433890997	0.777458146112394	0.778059528418767
zdhhc12b	1.139433890997	0.944056319988332	1.44496769591684
zfp36l1b	1.139433890997	0.777458146112394	0.555756806577384
zgc:110333	1.13583897721936	1.2217199434544	1.54229182786588
si:dkey-156j15.1	1.13254031666208	6.25187414666271	2.75391947198589
wnt10b	1.12394898520915	0.863272865272289	1.16708929361511
si:dkey-14o6.8	1.12378946378521	1.68441305260775	2.25564459216935
zgc:174649	1.10933574561825	2.09966455482196	2.06458651706083
VWA1 (1 of 2)	1.10764938281662	4.05821490210511	1.24891892491538
BX649308.2	1.10176420647505	0.222856156354752	0.388058856951608
CABZ01024842.1	1.09643165646691	1.15013270831845	1.19251516670524
btr02	1.0946313505016	1.78344456075063	0.812027384998319
CU138503.2	1.08562982266464	1.43732019344547	0.473856593520896
si:dkey-270m17.3	1.08484361384046	1.91891664222437	0.841388016798786
si:ch73-41e3.7	1.08468409241652	0.999589044274139	1.61169473828484
si:ch73-335m24.5	1.08434226292547	1.66828634940019	1.66843195023823
si:dkey-4c15.15	1.08385800348504	1.38831811733034	0.944786570786768
gal3st1	1.08366999627018	1.27925184604264	0.555756806577384
TTBK1 (2 of 2)	1.08323131509001	3.38749620689713	1.16708929361511
map3k9	1.08259323138382	1.99917808956679	0.889210890326422
adal	1.08246219674559	1.33278539304453	0.944786570786768
adam11	1.08246219674559	0.832990870398202	1.1115136121678
amn1	1.08246219674559	1.49938356692047	0.944786570786768
ankrd33ba	1.08246219674559	0.721925420808072	0.889210890326422
ANO8 (1 of 2)	1.08246219674559	1.44385084263466	1.44496769591684
apba2	1.08246219674559	1.55491629120627	4.16817604735645
ATP7B	1.08246219674559	1.16618721916859	1.1115136121678
calml4b	1.08246219674559	1.27831889630397	1.44496769591684
CRHR2	1.08246219674559	0.388729073056197	1.05593793170746
CU638695.1	1.08246219674559	1.6659817407964	1.1115136121678
cx28.1	1.08246219674559	0.499794522646327	0.889210890326422
DGKZ (2 of 2)	1.08246219674559	2.50055529418712	2.88993539282065
dimt1l	1.08246219674559	1.16618721916859	1.33381633499615
DLC1	1.08246219674559	1.16618721916859	0.722483847958421
ENSDARG00000078210	1.08246219674559	0.277663623466067	1.5561190578245
ENSDARG00000089257	1.08246219674559	0.832990870398202	1.00036225124711
fam118b	1.08246219674559	1.6659817407964	1.27824065453581
FAM70A	1.08246219674559	0.888523594684009	0.778059528418767
GCGR (1 of 2)	1.08246219674559	1.16618721916859	1.16708929361511
gnao1b	1.08246219674559	0.777458146112394	1.16708929361511
gpnmb	1.08246219674559	2.77663623466067	1.94584907607905
GPRC5B (1 of 2)	1.08246219674559	0.832990870398202	0.889210890326422
GRM8 (1 of 2)	1.08246219674559	1.05512176957846	1.72284609920553
hdac6	1.08246219674559	2.55450533649893	4.11260036689611
hnf1ba	1.08246219674559	1.38831811733034	1.61169473828484
KCNK7	1.08246219674559	1.27725266774021	1.50054337736415
lrig2	1.08246219674559	2.11024353813841	2.94551107328099
NPDC1 (2 of 2)	1.08246219674559	4.83134704851327	4.89065989531487
ppp1r14ba	1.08246219674559	1.2217199434544	1.33381633499615
si:ch73-112l6.5	1.08246219674559	3.10983258343106	2.16745154486223
si:dkey-208k22.6	1.08246219674559	0.444261797342005	7.50271688484683
slc29a4	1.08246219674559	0.999589044274139	1.1115136121678
slc34a1b	1.08246219674559	1.55491629120627	0.722483847958421
SLC46A3 (1 of 2)	1.08246219674559	2.11024353813841	1.44496769591684
slc4a1a	1.08246219674559	1.55491629120627	1.50054337736415
slc4a1b	1.08246219674559	2.72110351037487	1.18504023854988
snap25a	1.08246219674559	0.999589044274139	1.88957314157354
tll1	1.08246219674559	0.666392696522265	1.05593793170746
TMEM132B	1.08246219674559	2.77663623466067	4.11260036689611
tnfaip3	1.08246219674559	2.832168959965	1.5561190578245
WFIKKN2 (2 of 2)	1.08246219674559	1.05512176957846	1.3893920154565
zgc:123068	1.08246219674559	0.999589044274139	1.3893920154565
zgc:123107	1.08246219674559	2.94456719475058	5.27968965952426
zgc:64106	1.08246219674559	1.11065449386427	2.00072450249423
zgc:65851	1.08246219674559	1.44385084263466	0.444605444669729
zgc:92113	1.08246219674559	0.721925420808072	0.889210890326422
zic2a	1.08246219674559	1.11065449386427	1.00036225124711
znf148	1.08246219674559	1.72151446610073	2.6676326699923
paqr8	1.08223431041823	1.63588300430683	5.23959180593986
si:dkey-241l7.6	1.08019472380919	1.0571709264218	4.57979732586444
stoml3b	1.07648586587308	0.666392696522265	1.3893920154565
si:ch211-271g18.4	1.06640757314976	1.57727376624655	0.950477520724886
btr24	1.06628223566971	2.35352685202521	1.1652664112439
TTC21A (2 of 2)	1.06121745209622	1.66429354574019	1.77828839836597
AKNA (2 of 3)	1.06048821385909	0.422863372510925	2.80597165480011
si:dkey-105h11.2	1.06015208152623	0.715566924113642	1.32198427286262
BX511013.1	1.05245520490299	0.555327246932135	1.22266497407546
BX897726.3	1.05114485653108	0.962726421669962	3.04171813449928
si:dkey-247i3.4	1.04206356847954	1.32215642915015	3.09728825736434
si:ch211-153i8.2	1.04127166150239	1.16618721916859	1.50054337736415
zgc:193742	1.04056521289278	1.07094859542955	0.503537341230708
BX649453.3	1.03993852350296	0.759765419765456	0.967255817989072
AAMDC	1.03714691101884	1.10060307086632	1.70392813762579
LRIF1 (2 of 2)	1.03631512393439	1.31308238250541	1.50798496093476
BX842593.2	1.03428123448354	0.23760731404319	2.02200443121402
sprn2	1.03415019984531	0.838199840281691	0.833635209866076
si:dkey-111i23.1	1.03158077653037	1.05518840899101	1.22266497407546
thbs4b	1.02725662451559	0.388729073056197	0.722483847958421
cdhr1a	1.0255531712342	0.444261797342005	2.00072450249423
ADAMTS14	1.02549050249418	1.11065449386427	1.44496769591684
B4GALNT1 (1 of 2)	1.02549050249418	5.83093609380593	0.333454083749038
BX855614.2	1.02549050249418	1.6104490165106	1.77842178065284
C25H11orf9	1.02549050249418	0.888523594684009	3.39011651893769
CABZ01079541.1	1.02549050249418	1.27725266774021	0.890011180099785
CACFD1	1.02549050249418	1.33278539304453	0.833635209866076
cadm3	1.02549050249418	2.72110351037487	2.94551107328099
chn2	1.02549050249418	0.666392696522265	1.33381633499615
CNKSR2 (2 of 2)	1.02549050249418	2.89073932435561	1.33381633499615
COL23A1 (1 of 2)	1.02549050249418	1.2217199434544	0.666908167498075
CR847941.1	1.02549050249418	1.72151446610073	1.83365289119241
cthl	1.02549050249418	2.38790716160448	1.61169473828484
cx23	1.02549050249418	0.388729073056197	1.33453326182718
cyp2aa9	1.02549050249418	0	0
emd	1.02549050249418	0.388729073056197	1.16708929361511
FAM5C (3 of 3)	1.02549050249418	1.11065449386427	1.00036225124711
flncb	1.02549050249418	0.944072979841469	2.33417858624326
FOXL2	1.02549050249418	1.55491629120627	1.44496769591684
GAS2	1.02549050249418	1.94364536426247	2.6676326699923
hmgn3	1.02549050249418	1.99917808956679	2.00072450249423
hs3st1l1	1.02549050249418	9.10736685009441	7.22483848155814
hs3st1l2	1.02549050249418	1.38831811733034	2.38975426670361
KATNAL1	1.02549050249418	2.8877016842508	2.22302722532257
lepre1	1.02549050249418	1.27725266774021	1.83411972722252
mthfsd	1.02549050249418	0.944056319988332	1.16708929361511
MYO18B	1.02549050249418	0.22213089918026	1.33381633499615
nalcn	1.02549050249418	0.777458146112394	1.44496769591684
ntd5	1.02549050249418	0.999589044274139	2.22302722532257
PIAS1 (2 of 2)	1.02549050249418	1.44385084263466	1.77842178065284
pla1a	1.02549050249418	1.50337081661708	1.27824065453581
prdm1b	1.02549050249418	0.944056319988332	1.00036225124711
prodha	1.02549050249418	1.01878670729278	1.19164262918012
pstpip1b	1.02549050249418	2.38790716160448	7.27063284267594
ptpn11b	1.02549050249418	0.555327246932135	5.6131437432733
pyroxd2	1.02549050249418	1.55491629120627	3.50126787985838
si:ch211-12b16.1	1.02549050249418	1.33278539304453	1.16708929361511
si:ch211-196i2.2	1.02549050249418	0.783805535898561	0.588307482280729
si:dkey-119m7.4	1.02549050249418	1.05512176957846	1.27873527854235
si:dkey-30h14.3	1.02549050249418	0.610859971217942	1.00036225124711
si:dkey-32e6.3	1.02549050249418	2.49897261119461	2.27860290578292
si:dkey-4c15.10	1.02549050249418	0.944056319988332	1.3893920154565
slc35d1b	1.02549050249418	2.72110351037487	1.50054337736415
SLITRK3 (2 of 2)	1.02549050249418	1.44385084263466	1.05593793170746
sox6	1.02549050249418	1.11065449386427	1.1115136121678
THSD7A (2 of 2)	1.02549050249418	0.22213089918026	1.77842178065284
TMEM200C (2 of 2)	1.02549050249418	0.0555327242858074	1.05593793170746
tpm4a	1.02549050249418	0.555327246932135	1.05593793170746
trdmt1	1.02549050249418	3.33739458251196	1.61169473828484
VPS37D	1.02549050249418	2.4434398869088	2.16745154486223
wu:fd60h05	1.02549050249418	12.0516563802865	0.833635209866076
zgc:152741	1.02549050249418	1.05631572300394	0.889210890326422
zgc:174694	1.02549050249418	1.49938356692047	1.94514882203388
ttc39a	1.02536516401934	0.541012576988492	1.66727041874519
LRIF1 (1 of 2)	1.01466588005917	0.519498643367019	0.659466583927467
si:dkey-85k15.10	1.01173753478385	0.388729073056197	1.56471661529286
si:ch73-138e16.4	1.00543076873666	1.2602652071514	1.06710864394978
si:dkey-262g12.5	1.00074769575629	1.84368090638093	2.38365761527049
si:ch211-245n8.1	0.997021746345627	2.64502367700331	1.86578675021018
zgc:174234	0.983969531081511	7.23263759763211	9.2560184571894
si:dkey-10o6.2	0.982795914506023	1.90789894978147	0.729225178470819
smad9	0.97983908343978	1.7390350399529	1.14368637435258
si:ch211-226h8.8	0.979383309790269	14.6511432234977	6.29377910401483
FNBP1 (2 of 3)	0.978466065333063	1.52751089186901	1.35935891758729
ENSDARG00000073822	0.968820757626516	2.0547108138526	2.94551107328099
adrb3a	0.968518807247974	1.05512176957846	1.50054337736415
aqp7	0.968518807247974	1.33278539304453	1.77842178065284
BX005106.1	0.968518807247974	0.999589044274139	0.666908167498075
C13H6orf108	0.968518807247974	0.999589044274139	1.33381633499615
CABZ01085048.1	0.968518807247974	0.721925420808072	1.33381633499615
ccdc85b	0.968518807247974	3.276430757307	5.06129946502511
CD37	0.968518807247974	1.33278539304453	1.22266497407546
cd99l2	0.968518807247974	1.88811263997666	0.778059528418767
cdh17	0.968518807247974	0.666392696522265	1.3893920154565
CR925817.3	0.968518807247974	0.832990870398202	2.25229337899014
crb2b	0.968518807247974	0.666392696522265	1.1115136121678
gata2b	0.968518807247974	2.8877016842508	0.61133248703773
gdf10a	0.968518807247974	0.499794522646327	1.1115136121678
glb1l	0.968518807247974	1.2217199434544	1.88957314157354
hgfa	0.968518807247974	2.16577626344273	1.77842178065284
itga11a	0.968518807247974	1.6104490165106	2.05630018295457
lrrc28	0.968518807247974	1.11065449386427	1.61169473828484
lrrfip1b	0.968518807247974	1.83257991467234	1.22266497407546
MTO1	0.968518807247974	1.11065449386427	1.1115136121678
NDFIP2	0.968518807247974	3.55409438077307	4.50163013110549
nos1apa	0.968518807247974	0.499794522646327	1.66727041874519
NPR2	0.968518807247974	1.2217199434544	1.5561190578245
phactr3b	0.968518807247974	0.777458146112394	0.833635209866076
ppp1r3cb	0.968518807247974	0.777458146112394	1.05593793170746
RASGRP2 (2 of 2)	0.968518807247974	1.72151446610073	1.05593793170746
RBL2	0.968518807247974	1.6104490165106	1.33381633499615
RFESD (2 of 2)	0.968518807247974	1.77704719038653	1.77842178065284
SEMA4C	0.968518807247974	1.05512176957846	1.50054337736415
si:ch73-191k20.4	0.968518807247974	2.832168959965	1.94514882203388
slc8a1a	0.968518807247974	2.77709715658513	1.1115136121678
sphkap	0.968518807247974	1.38831811733034	1.72284609920553
spry4	0.968518807247974	1.16618721916859	1.22266497407546
SYT17	0.968518807247974	1.38831811733034	1.27824065453581
syt7b	0.968518807247974	1.27725266774021	1.22266497407546
TESK1 (2 of 2)	0.968518807247974	1.44385084263466	1.27824065453581
TIAM1 (1 of 2)	0.968518807247974	1.6104490165106	1.61169473828484
TRPC7 (1 of 3)	0.968518807247974	0.999589044274139	1.3893920154565
ttnb	0.968518807247974	0.666392696522265	1.22266497407546
kiss2	0.964171867595251	0.963192896539296	1.80478688339849
CR293532.1	0.950453082834025	1.27139951856626	1.03220155870168
NHLRC2 (1 of 2)	0.944909736978289	6.1598008889087	5.27857258879351
zgc:153154	0.94397540204132	1.33271320068711	1.19602755014775
si:dkey-32e10.4-001	0.936489321265675	1.14428511208938	0.477969748967302
BX510934.1	0.924263194933031	1.55544385254328	2.78297999561482
si:ch211-66k16.20	0.91481159159953	1.10202470827233	1.85926772252226
slc1a2b	0.911586993103849	1.49938356692047	1.05593793170746
BAHD1 (1 of 2)	0.911547112996561	2.0547108138526	1.05593793170746
CABZ01041812.1	0.911547112996561	1.33278539304453	2.16745154486223
CABZ01048021.1	0.911547112996561	1.2217199434544	1.27824065453581
casp7	0.911547112996561	1.83257991467234	3.83472196360742
chka	0.911547112996561	0.555327246932135	0.833635209866076
CR932360.1	0.911547112996561	1.11065449386427	1.77842178065284
CU633848.1	0.911547112996561	2.55450533649893	0.944786570786768
dhrs1	0.911547112996561	0.499794522646327	1.22374869923449
DYDC2	0.911547112996561	1.94364536426247	2.88993539282065
dzip1	0.911547112996561	1.2217199434544	1.50054337736415
FBXW12	0.911547112996561	1.05512176957846	1.83399746111319
gpr78	0.911547112996561	4.60921615035153	5.6687194247206
gyltl1b	0.911547112996561	1.55491629120627	2.88993539282065
kidins220b	0.911547112996561	2.8877016842508	1.72284609920553
lrrc3b	0.911547112996561	0.499794522646327	1.27824065453581
lrriq1	0.911547112996561	2.22130898772854	1.55633024545841
mff	0.911547112996561	1.77704719038653	1.00036225124711
mtmr1a	0.911547112996561	0.999589044274139	1.66727041874519
MYADM (2 of 2)	0.911547112996561	1.27725266774021	0.722483847958421
NACC1	0.911547112996561	2.94376196987362	4.27932740827714
nfe2l2a	0.911547112996561	2.22130898772854	4.33490308873749
NOTUM (1 of 2)	0.911547112996561	1.6104490165106	1.72284609920553
pc	0.911547112996561	1.2217199434544	0.500181126117039
rfx4	0.911547112996561	2.55450533649893	2.27889745734613
rhoub	0.911547112996561	0.610859971217942	1.1115136121678
