X3.3_con_rep1	X3.3_con_rep2	X3.3_con_rep3
rictorb	63.5439492527302	64.2136002196521	68.761010857812
BX547998.1	63.5234394434761	64.449058974861	69.7791573300832
cratb	63.5194514227994	63.5583140718574	63.0828435665051
map1lc3b	63.5091965181724	54.9012065550308	74.0701556282566
exosc9	63.4898261405551	51.4010344467526	57.9126379972114
VPS37C	63.4898261405551	86.6565955813474	70.1926403961033
mccc1	63.4858381298263	68.793939353701	58.9441226290821
ptcd3	63.4841289724232	44.9470767123642	56.2559269650967
rab6a	63.4778620884729	73.3548420399535	77.6609003549984
acad9	63.4653283106244	41.3413924385355	54.4882312880763
zdhhc6	63.4596311424925	60.823327378374	65.6409921521887
EPC1 (1 of 2)	63.4550734059973	63.953151745848	52.5838194381499
znf142	63.448806522047	48.0681269074943	39.072982451434
mus81	63.4470973745918	67.8215613434713	55.4760890140821
zar1	63.428296712793	55.1607665067293	47.226101521775
rnaseh1	63.4277269969746	73.9240524598089	67.0842925714936
tmem194a	63.3878468101033	68.3091386662859	64.4822392100505
ube2f	63.2972618159152	74.3522097687784	71.1629917759145
slc2a8	63.2796005957011	66.4771140776749	58.4772869147943
zgc:152830	63.2437084195586	53.2168990083757	66.0672576182797
zgc:173770	63.2197803153942	96.319289684485	65.8960845223829
id2a	63.2026888010505	54.9048161830872	51.2418890535144
fam63a	63.1895853173315	66.4215813595002	63.0900684107683
cep290	63.1514142779154	55.9181218109199	58.9196693381279
bet1l	63.1468565414203	49.9759536649184	50.7855015690166
st6galnac1.2	63.1394502258332	67.5383444512433	60.1962427180257
INTS5 (2 of 2)	63.1103946594073	104.902982951572	19.1887819742114
PFKL (2 of 2)	63.0488652316451	51.2962997342251	46.850298774142
C3H19orf43	63.000439287602	46.397647018573	56.5615932056547
RABGAP1	62.956571080054	64.0581085965407	64.8017993697366
adam9	62.953722500962	54.6539193346498	59.0580527797502
dctd	62.9349218391631	61.3997570645274	67.0292726545097
prep	62.9280852393944	60.1225043937316	59.5715720674406
rpl19	62.9104240092324	54.7745919461851	40.3204897560293
slc39a7	62.9104240092324	77.4664849739412	65.5515153023444
cgna	62.8882050525231	58.2138446436507	52.9587885563596
rpl7l1	62.8568706128757	35.397891504283	44.5088953485704
RABEP2	62.8016080690639	54.5012043367527	61.8179410774906
nipbla	62.7816679756283	50.3730681787143	46.8814767257836
EIF2C1	62.7736919442227	69.0860414873554	67.0559489737087
nin	62.7714130710012	108.8319231622	82.4409646499082
ZRANB3 (1 of 2)	62.7617278921405	75.3440242369896	55.5147696798815
dcaf12	62.7543215666055	56.5084346740706	61.3233175249466
rps13	62.7537518507871	57.7384845227049	55.6807186658182
emc2	62.7338117573514	63.1329333982874	64.7829036444597
mut	62.7189991162293	72.2303043568696	59.4993236840265
naa50	62.6523422361536	61.1120975515861	60.0217350846964
wdr47	62.6398084583051	92.2065360902264	81.4917320236187
ARL8A	62.6346810059916	85.5587136123578	65.7021253943785
zgc:100918	62.5799881779982	39.7614308880815	60.3957594117074
BX294110.1	62.5731515782294	63.1623657477811	71.3586181726351
fus	62.5515023373386	82.1095760822775	55.9280304420902
zgc:162962	62.5292833706814	61.8351336296096	60.1417785507008
rnf41	62.5213073392759	78.4982829980159	65.1674873531664
dap3	62.5087735614274	55.5838148008601	55.8580050869209
cu137686.1	62.505355266517	85.2349578290382	38.9177595750515
tom1	62.474590542688	70.1211714820576	61.5839674608181
ccz1	62.464335638061	94.956516620978	75.4061949914976
nrbf2	62.4500927227051	69.0060743654431	61.8768513013052
LEPROTL1	62.4330012083615	79.0419483742332	72.6496412311896
sdhdb	62.4267343244112	49.0160149845377	54.4164275122851
FAM210A (1 of 2)	62.4255948927744	75.1746494266956	73.6577840812937
prdx3	62.422176587916	57.3802984543207	50.6851318817595
LSM11 (1 of 2)	62.4210371562792	52.4476597095642	54.0309545883327
rictora	62.4067942309755	56.2457648797247	65.4664845089898
SGMS1 (2 of 2)	62.4033759261172	65.5247278504696	68.5442657075697
usp40	62.391411874035	71.2740308441791	60.5658209984166
cwc27	62.3840055485	49.6822966150328	35.5726593558655
clcn6	62.365204896649	69.0582751231755	54.2026278678053
ddx6	62.3509619713453	69.3242768779637	73.9673406188128
NIPBL (3 of 3)	62.3304521620912	60.6922701488151	56.29371842552
fam133b	62.321336689101	52.2130339470122	52.271650840716
ctsa	62.3048149005237	56.0130827701005	54.8129044156865
rwdd1	62.3025360273022	51.417860867866	58.1004838000098
inip	62.2939902701303	63.7199143009958	57.356325442949
gmeb1	62.2609466929757	65.9390019824417	67.4522035831683
DDX11	62.2524009358038	99.7878636623617	67.1904421282395
cpox	62.2484129151271	121.676087136797	65.3136513887108
zgc:136971	62.2290425474578	48.8244826204966	58.9507917138166
ARMC8	62.2244848109627	62.175549225326	54.1865109204323
si:ch211-253p18.4	62.2244848109627	48.0393609623113	48.9253279604366
mfsd12a	62.1692222671508	59.7970826250983	127.487276857073
ap2m1a	62.1561187734839	58.5992417613571	67.4699877992575
chic2	62.1555490576655	98.2296154096946	68.5325948166865
ZC3H12A (2 of 2)	62.1447244372201	48.2026827062122	35.8465363093004
tmem184a	62.1361786800482	74.0278986604159	72.2478290659224
ube2d1	62.1133900075206	65.5236172003839	61.1738189421001
sppl2	62.0820555678732	50.4936852608009	82.1730898697735
riok1	62.0763583997413	61.1365319451386	68.1435650514901
shisa2	62.0672429267511	25.1934201484071	28.0996198847635
ndufs2	62.026223308243	66.2294381307824	54.3571282568005
tubg1	62.0165381194343	61.2786957264806	66.6124550510571
mibp2	62.0017254783122	28.6868172565329	49.2864031595181
gnb1a	61.9988768992202	67.5899898839328	62.7182671021326
taf10	61.9965980259987	63.7954388021948	61.8084932148522
BAZ2B (1 of 2)	61.9874825629564	62.7136613307444	62.0652528537626
elovl1a	61.9852036897349	72.2086465987166	59.5215539566055
klf2b	61.9356383140549	0.333196347751875	10.6705306799692
rtn3	61.9242439777911	58.7591760051817	65.9122014697559
NCKIPSD	61.9168376522561	88.7351854667651	72.5362668499198
FP245543.2	61.9048736001739	47.9315164071364	51.6750459081515
ftr67	61.8912003906885	153.612401760781	108.875537099758
ENSDARG00000079616	61.8575870977154	72.6073715581925	36.3875099893996
ift172	61.8575870977154	65.9856494693751	59.0330437193978
derl2	61.8416350249565	68.597908839498	64.0081786514995
ddb2	61.7932090809134	63.4355867484969	56.872261262231
cwf19l1	61.766432387709	69.867942254181	74.1123931451696
uckl1b	61.7396556845567	63.1845788309769	59.681611911278
rars	61.7003452135038	43.4381970525812	46.1075853721163
ROMO1	61.6297003127515	39.5060358792971	45.9668677503435
C2CD2	61.6046327670023	42.5380671227422	53.1051748957154
eif4ebp1	61.6040630511839	48.4485260794447	45.4034970796764
ssfa2	61.5932384307385	87.7028321176475	63.8725739877811
mov10a	61.5852623993329	57.6879497401011	75.1622177526581
bcap31	61.5835532419298	59.9886705287732	66.9975945094228
st6gal2	61.5613342852206	48.3358501770451	62.3170106865243
MXRA5 (2 of 2)	61.5499399390089	44.7091189893699	65.5531825710606
atad1a	61.5448124866954	62.8130649106382	64.5044694826294
ENSDARG00000036402	61.5322787187947	52.9281288453487	51.4247886162474
ERCC6L2	61.5129083411775	49.2974548325544	46.6538943140813
pfdn2	61.4878407954283	62.3471453459766	52.7066416919278
MAML1	61.4787253224381	88.1504258744134	88.1474755389999
mych	61.4604943864055	16.2155556116405	15.2591367548838
exd3	61.4502394817785	71.034129468257	71.5903687610627
fam195b	61.445112029465	62.1988729687927	65.0791220223793
vps39	61.4257416518477	42.1576679507919	43.1552384970988
fxc1	61.3989649486955	65.9734322675064	67.2604674834088
PDPR	61.3972558012403	69.1748938506942	56.3820837563071
micall1	61.3966860854219	43.4048218881536	66.0878206221424
ttc33	61.3926980647452	55.1284464629387	53.0153090240707
wu:fi42e03	61.3123679751842	47.4627091481779	64.3138448920575
im:7158374	61.3055313754154	64.2441432192315	57.2801867527042
fam107b	61.2986947756467	98.063572559843	67.4121890945001
rps3	61.2747666615344	54.2443099513711	44.704521745291
exoc2	61.2667906201809	58.6736556124705	58.2210830255429
LIMD2	61.2633723153226	62.7464256406804	67.7028498968727
mrpl19	61.2212132651777	60.6211882581441	62.500410432833
crata	61.2189344019041	65.7751804429468	61.891300979962
homer3	61.1784844992144	63.5849697757664	65.8382858176255
zgc:174268	61.1562655325573	63.5799718300103	63.4146303864728
ror1	61.1465803437486	67.9331821252339	72.6863211824253
slc26a11	61.1460106279302	60.7500241875316	60.8826023703292
WNK3	61.1448711962934	28.4387525831289	41.6335763593042
GCFC1	61.1431620488382	71.7782679793906	67.6450511921154
tmem165	61.0297883721747	54.5774507717112	55.6312563145116
cry5	61.0235214882243	20.9358372064896	44.3636205184021
ARHGEF4	61.017254604274	30.3208676881982	58.861314873842
trmt1l	61.0047208264255	75.8016138852676	72.4712433008992
TGIF2	60.9534463032904	64.4734933785986	55.4983748626138
sdccag8	60.9517371458873	70.8758612097462	69.1917223803927
fkbp2	60.9152752638743	52.2007612156947	55.9474819367653
tmem2	60.9021717801552	107.389183037892	93.9857007849793
galnt7	60.8890682864883	53.9819178246391	60.1573397385452
TAF4 (1 of 2)	60.8759647928214	37.5730528047464	37.0896531333589
CABZ01079477.1	60.8736859295478	45.5995306953107	43.479077985416
dolpp1	60.8263994270893	50.6987120753278	56.8150183071326
cyth1a	60.8178536699175	79.2240957114388	78.9741536861319
ankrd54	60.7887981034917	58.5620348307079	54.9770749711316
retsatl	60.7717065990959	103.760119470777	109.728623830947
zgc:101566	60.7631608419241	91.5906781732524	84.1988234227505
stambpb	60.7614516944689	71.6849730055237	69.9564437511859
lrrfip1a	60.7420813168516	65.3220334051968	71.5247894623832
ube4a	60.7420813168516	47.0845312865842	53.0747194314611
taf12	60.6777033000496	64.4357311229065	66.9653606146768
sh3kbp1	60.6332653766832	46.3697695954956	86.9387044761569
lrrc47	60.6030703786205	58.2704880220963	55.3696615874415
zgc:158614	60.5916760423567	61.2748084308102	60.1829045584262
med6	60.5842697168216	67.1235149942284	59.9189200752526
map2k6	60.5728753805578	59.7615416797628	49.1809760901594
nosip	60.5711662331026	57.1787146591336	58.293331408957
dnajc6	60.561481044294	40.1544915076758	44.015939054873
TTF1 (6 of 6)	60.5489472664454	89.2877360844089	91.9255102991419
pdap1	60.5073579321189	37.9612820771158	49.5478867346826
plekhf2	60.5010910481686	65.0388165129688	69.7274719505318
pdss2	60.49140585936	59.308394652198	49.6608165181991
kif15	60.4885572703201	105.016269647352	50.0451779230943
tmbim4	60.4361433155482	55.9420008794295	59.9839436144035
sfi1	60.4327250106899	60.0219901637521	69.1467060855759
hmgcl	60.4002511493536	143.825869714752	112.060023604743
TFRC (2 of 3)	60.3917053921817	98.7110841366673	97.9243492691921
glrx3	60.3683469938878	45.0948492939539	55.9919424819231
fam214a	60.3575223734424	60.6073050811467	58.8879911930409
dis3l	60.351255489492	47.8672095166179	50.6387261979907
trim24	60.3484069004521	67.491141639267	58.4339378886937
tmem30aa	60.3278970911981	58.72530104516	66.4657352461145
fam175a	60.3016901138121	95.3346944723866	79.2292460661957
zwilch	60.297132377317	49.2353692523925	58.0643596083028
fam123b	60.2908654933667	62.5004156689165	67.356057658459
ccnh	60.2686465366574	90.3361939208805	83.854254202712
si:ch211-210c8.5	60.2515550223138	71.3251209518258	73.0898006262784
gk5	60.2002804991787	45.4364866190239	61.8257216714128
zbtb2a	60.1923044578253	77.5020259192767	69.1361467038802
rbm15b	60.1809101215614	52.5718864197071	52.9205524883134
xrcc6	60.180340405743	48.9678125813731	53.099672905991
nek7	60.1655277646209	64.9349703225469	84.8212710450907
add3a	60.1455876711852	65.4880762550484	69.7786015705545
thoc6	60.1273567351527	61.0088066862071	54.3532379598394
BUB1B	60.1176715463441	61.641324415578	70.2120918809087
kdm6a	60.1142532414858	69.5886126474382	57.8209381289919
ppp1r11	60.0863371066967	57.165942132222	50.4771676925909
vti1b	60.0584209818555	55.3488558514305	55.129574645563
TMEM106C (1 of 2)	60.0487357930469	86.3789319599184	69.4301420535549
ralbp1	60.0367717409647	53.3881619319635	65.0674511216264
tbck	60.0162619217627	53.5357679150218	51.1199004390295
TMEM87A	59.9986007015486	79.7894188458091	81.6323384934858
myo1c	59.9854972078816	53.538100294461	60.0828683268862
disp1	59.9769514606577	57.8773163334194	72.2494963346386
arhgef39	59.9746725874362	56.2285497422849	59.0630545858989
tpi1b	59.885227024885	59.390027759424	82.359268393986
LMLN	59.8202792922645	54.4415066552937	18.6734286899461
mbd6	59.7952117465154	60.6439566765679	59.1880998679216
hip1r	59.7633076009975	48.4965063444439	56.924502401311
PIAS1 (1 of 2)	59.7547618438257	58.0511337644266	67.4416442014726
il13ra2	59.7490646756937	91.5312581594073	36.9812805582378
CCDC30	59.7484949598753	51.8796154692432	54.4459381952105
BX548000.1	59.7091844888224	100.646399590657	60.0106199434721
map2	59.698359868377	58.283815884236	60.7947927990708
map7d1a	59.6972204367402	71.9109911942632	69.3606724579143
wdr41	59.6966507209218	79.8110766141472	66.7186045979334
si:ch73-367f21.4	59.6658860070407	39.7212251940527	30.4348544091763
C21H18orf54	59.615181199724	52.7003891418467	36.295587807499
C11H6orf120	59.6009382744203	57.9811625340265	55.1489149784627
scaf4b	59.563906666641	57.1237372660018	61.9118639838247
ppih	59.54510601479	77.7285994330591	69.2511883637359
elavl2	59.5416877099317	67.6705123410731	65.6760048248385
st8sia2	59.5354208259814	48.2293384101212	57.10345609113
SLC10A7	59.5331419527599	54.219486821122	69.9758952359914
CCDC77	59.5297236578495	85.5864799765377	92.4323605119674
osbpl3a	59.5188990374041	59.5855029485841	51.0004127226841
cdk16	59.4864251661199	73.8229829047865	69.7908282209664
C5H9orf78	59.480727997988	51.3207341277775	55.7101737826603
tuba4l	59.4761702614929	105.922008428364	69.7085762153853
C25H15orf27	59.4539513047836	67.4506027481754	47.8791713460978
RPS6KC1 (2 of 2)	59.4300231906712	72.6412465283993	81.6540130065361
btbd6b	59.3702029103643	50.9769310319848	52.721313674396
lrp6	59.3439959329783	62.8536037915446	68.640411632279
arhgap12b	59.3348804599881	46.3255655468989	53.566397468373
VAV2	59.2562595178823	47.6641818742823	54.6863030168532
six4.3	59.2471440448921	56.571186648358	56.8050146849656
PPIP5K1 (2 of 2)	59.2243553723644	69.9290282533399	64.7223261519289
SPATS2 (2 of 2)	59.2084032996055	43.6656035590205	45.9834293053394
ncapg2	59.1992878266153	57.9189658745968	62.3575809347211
gsto2	59.1759294283213	86.1773481647313	72.2356024155105
ZC3H8	59.1508618825721	46.383930440107	44.1635480651918
ndufa9	59.1428858511666	69.9284729181118	65.3797864469189
rab18a	59.1246549051862	64.6106592039993	66.6563598366864
anapc5	59.0938901913051	55.8720296490293	50.304271752025
TNPO1 (2 of 2)	59.0796472660014	50.2448986536375	51.4348478143673
pik3cd	59.0682529297375	60.6195222830155	62.0585837788977
TPCN2	59.0488825521203	84.6107700058657	92.5935299856972
rab33ba	59.0335001951797	65.691881350407	52.8375224193922
yme1l1b	59.0221058589159	61.1426405511655	61.1354717221482
aip	59.0107115127042	75.7433045215082	65.0252136047134
gbas	58.9691221783777	46.3958699743618	47.0359215486956
prom1a	58.9115807712922	73.558647135312	71.4614331820789
panx1a	58.9104413297075	34.8372331186061	36.0090951719821
ptprk	58.9081624664339	100.586979576812	104.887982023767
fam160b1	58.8927801094934	48.4405848997577	52.4805042451304
POLDIP3	58.8876526571799	67.76380731494	61.9785547916918
capzb	58.8779674683712	78.8931206720065	58.397257937458
epha4a	58.876258320916	112.071147082561	12.0043470149654
surf4l	58.7982070946287	54.1010355199433	55.7979833539187
arfip2a	58.795928231355	39.6829631427665	35.8046322481046
calua	58.775418422101	34.4104641273364	37.9391829838256
aida	58.7400959717248	61.924541307806	56.9061624256932
pwwp2b	58.7252833306027	86.9214866758648	74.6264681923887
sirt5	58.7087615320774	53.7786125248747	63.1723204163495
capns1b	58.7076221004406	50.9838726204835	49.5367160175054
eif4e1b	58.6757179549227	53.9315496507519	48.5168467104348
ZBTB8A	58.6734390817012	33.7882199469065	35.1213848294221
eef1da	58.6666024819325	59.531636205538	40.5990350598957
fam101b	58.6483715359521	73.1327111366991	67.3021492407931
GID4	58.640965220365	51.8612896715326	66.000011050884
rplp0	58.6102005064839	41.9934021553367	43.8488229837958
ap2s1	58.5720294670678	51.8653435555492	52.2365825822437
uvrag	58.5651928672991	93.8708518538572	83.4618899000832
bckdha	58.4751775889294	102.829946306397	63.0656151099446
arl6ip5b	58.464352968484	42.46704076152	52.418370635789
HERC1	58.4580860845337	44.5752295949627	46.8531331279987
il1rapl1a	58.4273213607047	55.5827041507744	65.9950092348656
DNAJC25	58.4164967402593	61.505269240263	62.7499452472196
mtap	58.4153573086225	47.4244470968916	52.9589552842182
stxbp5b	58.3965566468236	53.6125141455744	51.6505370313748
ACVR2A (2 of 2)	58.3908594786917	62.1527808069022	56.0903114348772
rhoad	58.3703496694377	57.2436879437777	60.428549065982
EHD4	58.3595250489922	43.6623826676608	41.2257064349142
zbtb1	58.3173659988473	130.214243536481	117.466981608091
zgc:66427	58.316796273081	68.1547576932602	58.608445522023
si:dkey-46g23.3	58.3145174098074	27.7851324104627	26.4949832540006
eif3jb	58.3099596733123	50.4345429043847	56.4248770327487
si:dkey-226l10.6	58.270079486441	96.1004907416731	109.540222239011
SLC35A3 (1 of 2)	58.2501393930054	66.6003967362635	67.7634273894036
smarcal1	58.2148169426292	58.1560906151194	58.0221220913898
CABZ01080397.1	58.2011437331438	62.4993050086456	61.7923762674792
HMHA1 (2 of 2)	58.1965859966487	53.4009344588751	51.2714553123926
si:ch211-116m6.3	58.1863310920217	63.4600211522345	106.880370162941
C9H2orf49	58.1720881766659	54.0077960755252	56.6866384876774
lrrc42	58.1720881766659	61.2098351461662	60.4418872255815
slc9a6a	58.1681001559892	62.9257963424865	67.4660975022964
padi2	58.156136093959	55.4833561105145	50.3515666510395
eif3d	58.1424628944216	27.3280980872276	45.0916063620068
SPATA5L1	58.1213833693491	40.6949359823482	43.792969427519
snrpe	58.1031524233687	55.9986442578751	54.4163163603794
NRDE2	58.1025827075503	63.2900910168977	59.0185940506107
vamp8	58.0957460978337	51.9463658082836	51.8430511944744
MCOLN3 (2 of 2)	58.0706785520845	61.8251377380974	60.2468165883895
sdf2l1	58.0661208255373	67.7360409507601	83.4691147344767
gabpb2b	58.0547264793256	57.4835893196997	68.3336338726638
pex19	58.0484595953753	49.1575123717542	65.8171670542342
rpl28	58.0427624272433	52.9581165198853	41.1260036689611
cndp2	57.9971850722401	51.3020196035554	51.2176580565021
zgc:153292	57.9812329994812	56.1541358911716	60.3235110282933
GTSE1	57.9573048853688	61.2314929043192	51.4792527835723
slc38a3	57.956165453732	112.873039581485	83.0322898866901
PRPF3 (1 of 2)	57.9533168646921	56.3773774445117	49.8117044899976
cdkn2aipnl	57.9174246984975	58.2532728846565	50.8155680114706
MPPED2 (1 of 2)	57.8729867751311	67.4916969643099	56.3654110494055
fbxo9	57.8621621546857	29.1606780008814	27.6766333801521
mt2	57.8576044181906	73.8940647954575	45.8619408645605
fam20b	57.8177242313193	50.2650570351932	51.319472708664
rbm46	57.8097481999138	54.4740488372496	52.9789069525994
synj1	57.8006327269235	60.5190080530359	61.7023436679759
cers5	57.8000630111051	69.8468398210709	65.4909378098136
RPL37A	57.788098949075	52.0249446124962	38.4367520520017
CU467646.1	57.7806926334879	36.7801010257716	41.1192790082736
ak2	57.7801229176695	36.6514317051006	40.1264750520721
rngtt	57.7596131084154	59.9631254749499	57.393005384315
CNTLN	57.7294181103528	53.1475386426523	61.1332486939033
cep57l1	57.6958048074318	80.4702500474271	80.8698401608071
odz4	57.6678886726427	48.6571069925792	51.3651003389624
apopt1	57.6673189568243	55.6959909076656	62.2925573955702
CU929415.1	57.6661795251875	102.801069261576	86.0044772880527
ADCK2	57.6240204750426	64.7200586754053	51.1713635147694
ccdc41	57.6188930227291	54.006296698928	56.5704853186341
icln	57.6114866971941	56.9943460115714	63.9737217285087
pex1	57.6057895290622	64.7661508372959	66.1445078177121
lypla2	57.5892677404848	50.6635598666889	55.4160672712102
ftsjd1	57.5750248151811	69.7057866999998	65.8149440259894
slc38a6	57.5687579312308	54.8375660484526	53.7430725638639
naf1	57.5579333008374	68.231948179773	53.8938493837567
C4H12orf66	57.5453995329368	61.2348248749467	58.7940682965766
pfdn5	57.5414115122601	48.4981723297577	49.07882799215
wdr37	57.5237502920459	63.6927032618587	55.3668272237151
erlin2	57.5220411346428	62.4237805074465	70.1787464769752
cep63	57.5129256716005	37.0479908938537	56.0541872431702
dlat	57.5123559458342	75.1385531563172	63.8753527755546
FOCAD	57.4918461365802	43.999966098529	42.5464624900752
FOXJ3	57.4445596341217	50.2364576783564	57.0384325421095
bcl7a	57.4263286881413	53.1231597785486	58.9285614412377
spryd7b	57.4223406674646	53.5483738434021	49.5516658797379
fancc	57.3197916211943	68.8289249739936	70.701713627304
thraa	57.2554136043923	44.6741889087112	49.2469999964618
ccdc106	57.2525650253003	51.4107526706508	61.2199467559742
galca	57.2428798364916	90.1290568548944	68.087433615449
idi1	57.2012905021651	83.0536324032843	100.727586622642
gins1	57.1517251264852	47.7122176789155	47.2871791978815
zc3h3	57.1403307802735	56.2557607712369	55.6062472541592
psmc2	57.1317850330496	47.3208230344499	51.6339754862486
cadps2	57.0679767320659	56.2018940281908	55.6123605793652
DDX17	57.0639887113892	47.9979335491141	66.3734796183663
ncdn	57.0081564517589	46.1475831627925	53.5488355560953
slc16a1	56.9409298558649	62.955228681795	63.8431188808086
PNKP	56.9287379075074	87.2485744298119	61.8262774309414
zar1l	56.9151786511336	42.0474354969142	39.7418913433654
tmem161b	56.9147228784789	95.1836454598033	59.8355565506142
ABCB6 (2 of 2)	56.8671515081634	61.2076138358096	65.9372105301083
zfp36l1a	56.8359310216276	51.0465690653222	46.1377073905231
arhgdig	56.8057929951468	44.8771054819641	54.88242958728
oxsr1b	56.8007794859969	61.3375604152828	61.54395297215
sap30l	56.797589067466	44.8829364203771	46.7631561044483
zfpl1	56.7784465761761	63.1673636935372	58.0482426609298
kifap3b	56.7771932013756	64.2552497710146	50.3377283078643
dnajb1a	56.7665394956757	57.7829106992817	37.7495587702749
PCNXL3	56.7590762085067	49.0945937887502	55.2668465779976
zfand4	56.7496189060255	68.2014051801936	66.6619174023637
xab2	56.7340656343394	70.6292959129394	57.2857443282511
wrn	56.7075737890964	49.6272636924522	56.7422141641899
ENSDARG00000076929	56.6997686724363	58.1727504275162	63.2567954501754
exosc7	56.6969770549783	51.2446542913504	45.4370647874214
dhx40	56.6860384913692	66.0950489407811	69.8958662586551
rexo1	56.6822783570198	52.5799386582915	56.4743393840552
rreb1b	56.6721373955565	53.5720863235654	56.1425525739572
terfa	56.6602303150561	52.6388033470937	59.6121423156374
MAP7D1 (2 of 3)	56.6307189759755	61.2203863627212	56.1442198426735
tomm22	56.6239393477886	62.1844344667525	53.3458175971225
bin1	56.6129438026498	36.0510118813551	49.8509964912785
wdr92	56.6116904278493	48.771004603962	53.7176188958886
wdr33	56.5363738474381	48.5211628761616	54.2129093697366
TMPRSS11B	56.5253213406653	50.6083048059431	95.6212930635724
ppp1r14aa	56.5122748185803	64.4001901775709	63.9337072398406
FKBPL	56.4904546629439	50.9639919065418	56.4671145496617
MAN2A2	56.4591772048262	69.3659264191411	59.5932465804909
pou6f1	56.4357048633686	53.8361999548747	58.6028879563457
nom1	56.4143974519688	47.1915428491021	54.5575897416809
xrcc4	56.4019776272318	51.5202632111394	53.8592813088601
taf6	56.3777646552103	58.8269259252252	60.3524103856068
prrc1	56.3450059260169	193.466572277316	149.568606277111
pou2f1b	56.2731646220459	61.7390620101581	64.4844622382953
zgc:162816	56.2633654900736	64.1852785304293	60.9137247558876
aldh3b1	56.2493504510972	50.2727205472662	57.2901903748712
VMA21	56.2353923837026	55.579372190332	57.5158276380929
KSR1 (1 of 2)	56.2295812724071	26.2160552736265	42.9512201709745
SEMA4B (2 of 2)	56.2052543572218	52.6550189035304	64.7745672910089
nuf2	56.2003547912357	21.6698132377647	35.7865145762982
MYO19 (2 of 2)	56.1978480416347	55.5295593313025	57.0778912811186
sec61g	56.1978480416347	25.1407751245294	40.0462237709244
lin9	56.1942588220309	56.1491379454155	63.7919892509162
cog6	56.1929484756485	49.6031624857774	44.5718070212518
mrpl12	56.1693052194454	41.4933299732245	49.3739348510123
ube2a	56.1462886605904	51.8676759349884	56.9800780778235
cacybp	56.1449783042601	43.5266606894085	51.1600260796033
xrcc5	56.1442946452781	61.499715969464	57.4369101798139
prkab1b	56.1327293942687	58.6930920602668	54.4840631113509
CDIP1	56.1273740556278	61.3753226607898	60.975413757606
pex14	56.0853289486466	47.319990041793	55.9697122093442
C1H7orf26	56.0797457137305	67.3756335720192	56.7133148167461
ANO1 (2 of 3)	56.0566721832936	71.6205550459225	58.7023684184874
lin54	56.0463033355029	62.9974335480152	59.3492693416514
cnnm4	56.0058534328132	74.6687463061704	62.4142681302908
ppp3cca	55.9932626833828	78.9697558334765	82.6660461536013
ck2a2b	55.98437509672	60.9893702282256	62.5181946587919
ENSDARG00000070166	55.9718983004012	58.77416984245	46.9926280886782
NGEF	55.9651186722143	58.3449018732096	59.3753899111914
ptgr1	55.8961829189171	87.1974843221652	62.7777330854758
ENSDARG00000060661	55.8917391255857	55.0511449073432	58.7334908040457
FP928982.1	55.8905996939489	40.1817025468128	47.3619840652577
klc1a	55.8815411925405	79.7977487520075	78.7018328593771
spata2l	55.8728245206232	114.580670861422	42.7978312911669
rpl13a	55.8715711458227	69.9057045098731	64.2082511047098
ENSDARG00000061976	55.8468454295646	40.0417045463787	60.9031653741919
gnl1	55.8232021733614	48.8132650098161	49.6324173444614
tp53i11a	55.8106684054608	54.362705723101	58.8763203021577
psat1	55.8060536973838	49.7531008380898	49.6622059071511
smfn	55.7899876814612	55.4425950914427	54.0593537620704
aftphb	55.7753459550846	49.9986665538935	49.6981633709995
chek2	55.7672559705675	110.5045688524	86.1172959196636
rps23	55.764920135712	50.6429016895391	40.5565196632184
zgc:110339	55.7625273193269	52.8700416197546	51.7120037391514
rab20	55.7587102233436	69.8274033630894	69.6663386984723
C9H21orf33	55.7508481251538	48.0664053927319	46.017941804283
cul5a	55.722134388219	77.6514089465463	72.2017012520483
rps10	55.7201403828546	58.4631865860421	50.1391008195587
arhgap5	55.6714865524841	49.5351904275686	53.2964108118992
PDE3B	55.669036774465	53.7068087106295	43.9329645717743
pcyt1ab	55.6653336116975	58.3315740212551	50.185395371161
uqcrh	55.6610607331116	46.5539161048925	49.1846440833091
asmtl	55.6436273992248	58.8819033285422	54.5752628058643
ENSDARG00000029107	55.5796481834956	45.2879365844112	40.8479585388008
pgm2l1	55.5604487206239	58.6631043857303	56.5577029086936
lman2lb	55.5078638511064	65.5241725254268	47.2079838499686
myl12.2	55.4831381348483	38.1329337374003	39.6570272778694
RAD21 (3 of 3)	55.4635398709037	102.926573250892	103.726450333334
CLSPN (1 of 2)	55.4569881290442	80.815108274042	62.9227856118326
slc5a6	55.4357376792783	59.5771730423857	59.3192584751503
unc45a	55.4338576170776	42.4585997862389	41.0045708041351
fam114a1	55.4013267841594	54.5632899270998	51.4631358361993
ENSDARG00000020488	55.3886220915654	60.2019161906011	57.4474695516399
creb1a	55.357971320848	43.8524711845533	50.1466591195391
gcsha	55.3507928816403	67.6505205580488	59.313700909473
nsrp1	55.3380881989942	47.3147699680568	65.8138325168018
smg1	55.3194584519409	50.3219780710677	55.8152118104793
nktr	55.2970116089042	56.1957854323489	60.4630059889728
zgc:66450	55.2342857679756	63.7337974779931	48.0046612357434
btr16	55.1862016633714	58.4187603992801	51.3715471198855
URB1 (1 of 2)	55.1825554721857	70.3260872275019	64.6617486593981
ptpn3	55.1693380353551	41.4352982770791	50.1089788011519
