X3.3_bap_rep1	X3.3_bap_rep2	X3.3_bap_rep3
banf1	277.106507152743	275.889787269111	269.233306048614
LIG1	276.100262033991	250.930315142738	235.140127574663
r3hdm1	283.531604915464	264.264737936231	250.195866245667
wu:fc26g07	237.033664894394	202.266502038216	250.447016322974
adipor1a	179.532955563902	195.706886680509	115.091283436834
gtf3ab	285.667521157055	226.256674219854	291.946468482095
matr3l1.1	227.362807151775	249.516129019428	196.212752721539
srsf6b	144.193430687629	325.709088151541	245.648635173886
ENSDARG00000013161	255.778572943954	275.014049162697	184.206630208305
DEDD	237.899630477266	234.563087773501	210.223654027465
mastl	267.557092777735	221.994468038939	250.486811186445
tra2a	235.549577360991	263.771667373406	253.101778506514
srrm2	273.65454135395	209.631216376928	252.126361227864
tpt1	237.472843756243	244.558291133312	210.92979241955
calr	297.861922599378	190.864129730481	196.172957760043
hm13	284.020352544572	224.140774959385	238.405962670337
erbb2ip	262.742978421279	318.573600141648	276.013031166666
mcm5	188.915818991055	197.711447478424	252.568968940235
msna	261.334731067111	273.665356276191	259.228425083117
ncoa6	315.867760938928	288.58892560557	305.42146507114
ubtf	224.980534408166	299.441154804168	256.673150107267
mycl1b	234.230057935013	170.711393333916	217.106403696187
eif4h	206.975687386854	175.385739075005	197.824888501895
si:ch211-233a24.2	265.064777387126	276.644830679121	246.949486438363
cnih	267.700346370306	225.410875901702	263.276451052861
rnf216	235.428133993381	255.812835886557	243.540831830524
nek2	270.690827372181	247.826871441586	243.509438034101
tdrd7	282.101051626226	212.250010205751	259.216928767442
zff9	228.186143602963	264.931833268239	226.475450544735
stk24b	243.308073820838	267.626412111073	259.3358712635
stard8	257.150635193882	244.454905389501	247.174990828072
mll	254.044659039756	285.441507865416	314.649903271392
dr1	253.986663608577	246.502972454739	209.323404846044
HIPK1 (2 of 2)	257.425245948306	286.756518490126	277.712273552304
fbxw7	208.933156147894	230.842136339586	258.310047092438
TNRC6B (2 of 3)	252.500593336721	258.805876768548	282.698132801096
dhx8	284.204252530375	279.450747984509	255.224173414178
snrpd3	224.556721845811	263.648165846861	226.024441667292
flna	142.527425906876	185.228436763401	142.787209968505
dnttip2	216.061634124514	290.426010937975	275.231282386949
prkaa1	269.781737049494	231.156971687944	236.060716429212
si:dkey-219c3.2	262.890693200865	264.783537942071	272.279826957757
setdb1a	308.737795933962	251.547355003787	250.223280506731
zgc:110239	308.692192745586	242.402160207338	184.202650770971
zmym4	251.23956505203	219.719513703345	227.758615094308
nup35	268.242132533472	258.216905408977	287.632700870742
cpeb4	261.033353190604	219.384562572252	268.329519524212
kdm5ba	235.845006920161	231.267374607143	230.731736577714
KPNA7	324.756424231721	222.848686947549	265.968797432052
RNF111 (1 of 2)	229.283099490336	237.575776566512	243.915346033602
ggnbp2	272.618059346317	295.097081977209	264.892124176198
eif1b	218.478605045996	234.514435617575	235.66630464736
zgc:56095	194.231073117445	225.397309422641	211.775655271224
myof	256.229152628391	209.013708744202	216.768147013598
pcl	235.755287571755	167.381997905763	134.871561442759
lamp1	279.736127818587	253.245033172086	215.365597775588
smurf1	235.866817145123	256.607175218643	255.557566274675
sos2	207.621072067598	225.179778286098	248.318431114106
ehmt1a	227.058950928685	244.571857612373	205.076404264871
SEC24B	235.122790639968	240.90563986638	198.320113970548
si:ch73-30n17.4	255.429113430511	251.68208395093	214.117806459773
dennd5b	209.070957235214	233.133931756059	229.564419373597
si:ch1073-55a19.2	229.119522701149	218.35538315103	184.382612090359
cct8	246.466592798914	244.643432381174	205.527855334693
tfdp1a	249.082829903716	242.160303042851	231.644366361542
tm9sf4	251.878010199177	255.8759900649	221.823868443172
lsm14ab	272.979911000586	259.536126278898	220.629579170371
kpnb1	215.496550708041	255.705707669213	181.527548914305
stk35l	190.044003187525	302.365895519176	251.634230909814
maml3	258.640671044621	261.590742647809	273.877371271836
ogt.2	208.050337237182	233.169485304639	236.264554764708
cab39l1	343.857731430298	291.105737105651	288.276936152764
pnisr	274.241930705492	219.69378426033	266.661228742618
mthfd1b	252.883263897714	218.576188989428	163.595965201741
fam135a	206.522133543749	220.428244115927	215.282470607641
CT573389.2	282.227947499088	265.00621486718	181.062832857317
zcchc8	266.047725150595	249.822543877365	226.390112610944
copa	217.543243311334	218.836758421542	174.551060048693
kdelr2a	223.497438193001	221.369943230825	256.501589854926
prps1a	228.396315000741	225.753779751538	224.863314764379
dnaja2l	189.371851282721	224.097736563776	170.96819223029
NRBP1	296.622208829541	227.335441440395	260.176870293082
usp25	221.75311488643	238.357485162965	210.67775805551
BX539313.1	238.04437120016	293.659973341061	246.411813049992
bmp2k	247.799495683956	280.894406024368	256.867702892932
CABZ01066734.1	295.412732050562	186.390473945019	252.73301241226
arhgef18a	261.543415334566	249.85248356559	269.17759314173
SEC16A	250.252651811655	247.178488377205	233.582820414459
uba2	194.989474603856	207.782903723961	260.279452651373
TNKS (1 of 2)	315.941618379709	261.252516914899	280.926817468832
zgc:66443	240.869788384502	212.354799364632	247.36865942503
wdr75	228.033967636364	161.803377685066	249.915975428186
EPCAM	1017.41785432073	557.932196124321	666.856468048674
st3gal5	298.495410849403	247.182698622416	214.955268048348
ctsd	240.130222964384	235.293337383888	212.415468923533
mapk14a	251.482947497358	252.176090057111	236.144285691513
zgc:175288	225.457385504578	250.64167710911	222.010904546547
KIF20A	306.894830904957	255.947096961986	291.758990284366
dcaf7	247.771241533527	262.679801645556	227.387196041831
spns1	257.721171217584	293.470510705996	243.206112490916
iqgap1	274.004000765417	260.759446352074	203.125569707572
adrbk2	234.922037326325	296.32367675224	272.754270658929
rbbp6	265.654645187229	283.317188014489	235.850687694487
reep2	298.55390199069	273.897857306865	239.769159237255
puf60a	242.120407164843	239.596710773665	231.944596852151
sps2	254.761918422828	245.29134757384	194.337970548201
copb2	230.802380809742	196.57186523804	173.444761765932
sf3b3	338.430947730541	239.923709085977	216.688999381011
chfr	200.757786863244	176.893019164921	165.211196132699
prp19	230.478697100144	240.374209024871	260.95419734506
znf207a	220.514888144938	266.869497414278	238.317087393565
GALNT6	181.846823575936	197.99493962345	218.512490277178
ENSDARG00000068562	239.89923276186	264.640856176148	256.804915398111
rbpja	276.960775111611	286.249881548277	297.198069274471
rragc	210.929288665689	165.472402261201	163.740553385397
STX10	246.896849286735	252.901193778895	209.413164507574
NPAT	278.080532542184	188.723436570353	256.497168127188
zgc:66472	254.222115100092	250.803071142661	242.924895096297
rab5c	228.326918848951	203.479062562508	210.792278921855
mga	252.08719017674	247.410053764486	251.632020045944
dvl2	244.56315389017	247.554606617121	227.771880081474
usp4	219.566142849235	225.263048347212	209.985768937324
pafah1b1a	215.336939395761	215.716005767796	213.072969094695
MARK3 (2 of 3)	238.21835739172	208.94260174708	222.507014301933
coro1ca	237.981914581967	246.195154181732	247.190024486728
slc25a3b	200.672032889767	180.019853350663	181.821589005684
tfcp2	241.439332987989	248.036449759348	218.014611850303
strap	264.206247149936	248.050484010087	236.089899361765
ywhaba	197.20717924004	198.261122915919	207.71613288778
TNRC6B (1 of 3)	194.718333718207	204.591511944806	187.511375880717
stag2a	262.249769707134	238.871139280202	237.598126206694
nras	245.414248781678	252.031069332761	241.335751947291
ENSDARG00000004636	236.104747085198	309.034510381011	246.099644149355
gstp1	175.14810637703	154.364749519091	191.264477472348
zc3hc1	263.017589175704	256.558055291038	244.836376982504
srp54	278.509797711768	243.138491349721	209.816419450827
nup155	193.276379504405	237.518703920164	208.311729948879
ENSDARG00000041723	127.516034046108	165.324574706711	269.926179551559
sec62	260.772126099198	255.396018209458	213.558909111542
pbrm1l	213.664986399648	223.547125482889	209.190755170441
mdm4	275.894056215096	155.019681887144	260.855594424103
clasp2	226.436863399271	249.120362768455	238.595209637581
brd2a	160.074753608176	358.164261090237	257.821454117368
tmem110	229.155707907367	267.286315091377	201.905634747173
txndc5	275.756750837884	178.00687196229	173.91124649441
taf5l	220.809326385871	178.015292552748	199.297742113066
chuk	253.71205295613	249.364558991405	212.760800194058
helz	152.910090527315	191.214050755705	166.750374581671
elac2	253.600027570678	209.184458911567	254.016176961833
dync1li2	242.441116817751	188.031547238649	251.757152941232
herpud1	215.411292546649	183.217326661813	159.442703719432
rcor2	223.654571056721	243.324211411216	213.026541737642
carm1	227.085718050768	209.025403936479	227.102441402258
ercc6l	231.42099847038	215.534028179833	195.234240194263
rad23b	214.574076824313	213.848512975487	217.468537296858
adck3	230.418718930511	211.123994344391	187.125807554342
gps2	185.06085953663	211.71624030578	202.822686258741
slc35f2	229.629089135004	202.970086562196	284.330608254579
arf1	217.412877569696	275.626878678497	231.552838126547
ywhabb	218.106839597484	215.840442937733	208.50628283257
ENSDARG00000061952	245.311641582338	204.344976663394	215.183425494305
rbpms2	103.111864963944	147.343874673606	128.8046073084
GSG2	256.018485622483	174.285452756697	234.150118829737
TP53BP1	203.15493019624	243.047736441578	215.351890596044
cdk8	221.928092498206	212.527888590459	210.36293619665
ilf3a	276.888404801153	254.066505562331	248.667299727612
SLC20A2	205.623948333542	227.806992705379	213.336941966788
cry3	266.947397491124	221.422805631962	260.406354218151
slc39a13	200.03110929406	196.902606023885	173.077764343168
sart1	242.689456160199	224.741909282909	200.74671870813
CEP85	326.69654405679	228.278543970363	273.192456839611
sf3b4	226.242554011095	245.710504309402	206.673064292218
brd8	250.581292418375	228.959673653146	191.593448703132
ENSDARG00000030945	261.70253093674	187.862200486355	233.999782537256
TCIRG1 (1 of 3)	291.356027760302	248.981891347779	233.165416099283
nckap1	261.954835756095	248.796171286283	225.687069271436
mynn	189.293532654926	170.683792604116	199.859734513874
maea	242.71721460052	226.475608771467	212.412815867285
CABZ01088071.1	91.8954544185604	586.328191896191	96.3549584210308
hnrnph1l	223.666467589417	220.267317854054	196.098231855194
aurka	171.077027207491	209.032888883544	176.251186819089
akap8l	199.170596318416	215.453565048896	233.49084988906
fbxo11a	232.506057825058	220.611157347283	223.224649107717
snrpb2	239.959210931492	223.798338881227	231.936637879457
trpm7	245.558493794464	239.896108356177	206.299876470225
pttg1ipb	255.190192274174	177.310304613698	80.8185858064663
rnf128a	219.181489549789	149.941617076302	173.508875739864
shoc2	220.629391876974	262.848212754458	242.54772783697
shcbp1	319.39655833717	263.294034576427	305.413063906067
nedd4l	231.305999028237	212.586364751913	228.301594497151
FBRS	207.934842084931	204.396435649461	232.165237419768
CR774184.1	204.764426676137	196.196214669765	190.494225008307
HABP4	225.809819074713	155.400946015664	177.12092649082
gclc	229.119522701149	238.367776940171	189.687272831396
accs	213.489017469635	205.645017393973	241.497584555447
taf9	76.3125351648634	112.457499254368	194.564801515047
nfs1	234.478397277462	187.244224981915	184.712025513521
klhdc10	250.533210781439	217.110076108372	230.516844118922
znf598	202.333080773398	224.485549995969	190.35936456686
nup188	230.264560225459	198.75653243717	195.782083419197
smg7	273.624304363092	284.793124801035	224.870389450341
zdhhc18a	243.621843838171	277.917738551615	273.593058824641
gapdh	144.368903907535	151.707595411585	162.884520795185
si:dkey-42i9.4	199.910657346665	226.498531384342	199.91854257136
NEO1 (2 of 2)	228.411185692105	246.538058131605	263.329068809143
mapre1a	252.771238614239	193.237791692962	206.899453066685
cdk13	223.160866530491	224.321816903955	219.258865823138
snrpa1	222.99233294616	232.551042028521	229.969000992012
emc1	275.006776015393	270.360286875982	240.114048413427
mad1l1	249.114058212812	209.112884242803	126.08307809468
zgc:77849	189.392670189444	152.569767038938	148.514581039189
cdc34b	246.267822223724	222.298543738377	203.552259474554
jmjd6	239.538372425829	194.414798668674	216.421931358316
tbl1xr1	249.02086899563	215.685598207856	224.582539660165
thoc3	199.12251468148	202.329188444881	206.305182484697
ncoa4	222.181884345906	254.892188097749	212.218705175973
bcl2l10	212.010878151591	184.674551180733	194.151818829584
atrn	200.922354970669	208.133760292541	208.379823458171
bag6	188.354205443357	186.960732836889	183.766675454158
npepl1	220.636331512548	208.776061824926	209.566153758278
clasp1a	221.020489101887	266.04521829393	232.650293149882
ttll4	168.318527828355	175.264576606923	147.119548581494
cd2bp2	211.565255364275	207.929795635059	186.117669902133
sdc4	203.670940657539	230.524026389409	187.939392224835
sufu	246.149352912805	239.047503207884	215.419099818603
yap1	242.37766888132	257.42584067871	213.651321731295
RNF38	232.003926634909	208.239017323136	227.134719485413
DIS3L2	249.998364253847	269.740908056508	207.750621834805
usp19	233.009180333446	220.354798060342	206.049168585297
supt5h	171.543964611638	200.286735039924	180.49509224966
pard3	205.002356514235	233.929674603252	205.908559937001
myb	174.33369229987	172.24814534038	171.189717182665
ror2	226.990050385025	247.019901173795	243.784022837111
KLC2	214.078885269737	212.108731954934	195.959391780363
cpsf6	200.58826175672	200.901435842509	204.453835135087
eif2s1l	165.791514361852	201.005757229712	210.593304408452
slbp	194.426869635943	218.14533706159	221.811487840765
foxo3a	217.030207008703	179.850506498332	181.91488591217
pogza	259.275150612885	231.388537075226	210.2276334648
rbm8a	214.786230960544	230.487069425759	228.432033308884
slmo2	210.667070154069	189.975292916684	210.289978865267
yes1	236.840346926433	232.318540997847	202.571536181434
ranbp1	223.601532522663	233.956807561374	203.823306934584
WIZ (2 of 2)	237.518942654726	240.87148973287	239.480867254701
ppp1cc	207.866932961486	231.514377660233	216.420604879204
matr3l1.2	223.960410120242	255.03533763535	215.30192589601
copg2	190.119347656651	171.708293908413	164.223840345995
celf1	289.038194271361	219.285854945366	233.039398819237
ahcy	121.122164490507	127.621054561486	142.786767874151
spata13	217.577941387229	198.861789367729	220.323600570938
ahcyl2	236.47403408515	222.112823676881	219.380461375444
EIF4G1 (1 of 3)	129.940935921402	211.282113776124	154.408648442097
ube3a	240.0454605131	225.373919038089	218.489939838207
pias4a	200.767700555509	252.686937244171	216.871171564268
NFX1	161.491427728242	166.662507944296	177.431326817992
smcr7a	218.086020792738	186.372697220747	189.697442667959
rrbp1b	109.58256591504	205.827462853651	121.257724876908
SCAF8	196.282226907751	214.27328337133	191.633685758981
ptpn4a	224.711376260971	172.148969841779	222.868263615871
KDM6B (1 of 2)	302.207612421364	254.202637924544	240.14544220985
slu7	216.056181619263	217.719631022355	229.949987797997
sltm	204.698004581038	223.117209198444	200.304553188139
alas1	113.126233902669	195.063181733054	209.058989781572
SERBP1 (3 of 3)	236.031385354525	215.690744096459	247.828069467546
UACA (1 of 2)	224.793660263695	249.401515955055	232.954945270204
epc2	255.807818514597	207.747818047096	258.139813319209
cyfip1	223.276361682742	227.264802314986	211.854360711433
myh10	165.482205531533	197.267029071525	169.21810075986
ing2	226.208351645307	196.890443059931	230.577862942252
MTSS1	246.752108665818	226.920027178366	269.11436345453
specc1lb	237.748941539013	256.291872098606	244.223093304526
bop1	185.294823897823	216.701679021731	199.117338503274
gtf2f1	181.995034065629	170.956057328544	188.386421664944
tdrd6	284.612698793235	154.413869446695	219.090842913778
taok3a	110.028684412463	197.091600787236	106.631771221513
sbf1	222.717722191736	219.973533931823	190.176307998845
upf1	219.256834018915	225.02212672608	202.253619073947
htt	195.596691441906	216.40134569579	192.510942309053
pi4k2b	209.24048223976	186.733845566533	183.132610008699
GLG1 (1 of 2)	257.274557010053	202.530346172185	147.490525441592
TTC17	169.222661355899	205.227731945196	165.564044281564
hirip3	122.7192687276	106.64310340118	146.01988269429
SDE2	232.552652433649	224.447189717285	210.347902537995
mknk1	238.248098570494	210.47561128001	214.032910620335
rapgef1b	205.942179435912	187.810741500288	221.065112294805
atg16l1	147.939834727354	224.952891015742	178.370928670505
crsp7	141.051269327286	145.591930589063	164.420161901176
azin1b	251.212797929947	225.442686876712	241.865466362968
MAST3 (2 of 2)	222.065893483548	260.95452264742	242.266068347998
csk	241.628189768936	205.053239204262	216.377272672753
bcl2l13	178.049363740606	215.701035873665	199.866809199835
zgc:175171	211.312454834813	197.901377885167	211.99673803122
mllt10	203.126676045812	208.838280459913	222.729865733419
cdc34a	197.258235035645	167.911557460486	195.907658408838
gtf2e1	154.834348240805	208.510814275886	152.267682630821
yipf5	205.433108712165	182.314455597277	178.263924584475
eif4enif1	145.832668346299	217.410409334277	146.535889930423
cnot3b	193.32991374857	191.478362661352	207.327911505157
arf2	168.953503208703	202.257145904402	185.170109076926
tdrd1	247.161050536809	170.203820748674	235.399236624665
MTMR4	236.515176086512	196.987279400032	190.305862523845
CNOT2	173.545053924577	187.373340268777	179.328659332276
C1H4orf27	312.029654812343	262.399584102348	277.381091457651
tubgcp3	222.9041006261	196.175163343675	176.749065245964
metap2b	249.010459593257	236.211178242519	197.1262667921
haus6	310.826126248723	197.354977149528	298.150936114149
PLIN5	218.176731561359	220.458183804153	189.322486174477
ppp1r7	207.423788622731	224.537944625428	188.086633366715
GDPD5 (1 of 2)	234.937403625819	266.873239887811	238.463002056332
setd5	266.448240459643	216.630572024608	274.928398938118
zgc:162969	165.669079574027	164.400652216048	133.79488828493
ep300a	219.17801978299	223.183638078642	230.881630775841
vrtn	231.807634508279	208.773254994785	224.017894203109
polr1a	178.833540928885	139.28727100319	198.824182698627
rybpa	192.173475503649	195.120254379402	213.818018161543
ndc80	217.181887265195	217.712613846967	234.588304912394
mtus1a	342.199161995227	227.257317367921	204.69304670434
cdk9	210.202115488375	239.277665080059	227.006933631903
dpp9	251.183056751173	187.429009500054	210.156886997285
amfr	241.982606179501	182.550231229769	182.484837383696
npepps	208.21639247493	195.309249142752	177.964578478625
copb1	172.054522465708	198.397255278133	164.714644184935
si:ch73-196k8.2	224.129439414681	213.923830217821	228.287445223253
heatr1	173.887573802446	184.493976907804	163.135670872492
wu:fb54a03	204.147296043844	196.605547399799	199.834973309059
acss2	185.63833509393	210.630456009888	205.4394222503
cycsb	285.814740328509	106.38955094438	209.713837092536
ythdf1	149.065044663179	200.282524794713	188.323191977745
arid1aa	150.861415185569	219.51180657233	146.662349304822
mibp	240.653668669388	192.490701001695	274.239947064886
thoc1	198.870209862125	174.847758929824	215.850211215298
ppp1cab	229.141828636218	235.309242821375	187.326550641211
fxr1	228.29122935284	232.200653231619	222.040087479101
clip1a	199.888351411596	160.247445539261	171.903814645469
b4galt6	229.269220219188	218.520987529828	205.666253217146
exoc3	180.630407059406	219.059903318402	204.732399473457
rrp9	176.009115062781	181.627244482535	194.669594737207
CU914772.1	258.291211531178	198.246153021788	151.713649104682
si:ch211-11k18.4	225.908460899123	195.851907404859	195.997860262747
brca2	229.29598734127	190.674667095416	213.069873944093
ttk	215.775126939372	225.067036408474	200.89749719299
farp2	167.939327136138	199.389477735705	179.563891464194
si:ch211-208h7.4	162.111036707118	145.336039173836	155.07322329922
golga1	161.923171244409	168.451876664131	175.858101614374
uck2a	220.217971557423	214.991369917726	204.280948403635
ptenb	248.080054653739	208.365325679822	285.489524195597
ppp1r37	225.214003059251	240.768103989059	225.210856898773
atf1	233.814176428448	228.350586510841	218.571740527043
ptpn11a	234.456587052501	231.542446161711	194.343276562672
G3BP2 (3 of 3)	200.851471688556	194.542042668752	167.109855224119
kdm4b	148.375543720428	176.75267645746	151.251586103943
bmpr1aa	204.776818816963	182.042658644527	197.085145449518
tm9sf3	192.383151191319	186.70905176691	176.629680557527
KPNA6	238.694712778025	194.941551493294	185.161707911853
eif2ak3	173.713587610886	166.87161849038	172.191664435645
fam172a	194.761458458023	194.068152345305	173.164428756071
ogt.1	241.430906222092	203.817756067096	220.927598797111
FBXO34	261.826948463018	206.336438853962	210.931118996687
atp2a2a	212.478311265846	167.492400824961	178.865269852425
ppm1bb	221.018506363434	196.410003332775	200.741854886038
KIAA0355 (1 of 2)	185.236828466644	195.19744290852	197.377416869407
flii	255.395902382961	215.448886931971	246.633780194745
plxna3	122.036707420423	222.548353721644	147.204444322907
sept7b	219.015930022149	230.26439250065	177.994203603557
ube2g1b	241.630172507389	212.513386568043	210.631772890836
arih2	175.290864361471	180.875007902666	177.864206886177
sypl2a	238.160857670649	199.280010459898	188.114489820157
peli2	237.808423998537	261.398005410926	265.204293076835
lmtk2	251.935509920248	218.438185340429	167.136827292803
ap1g1	208.48654204234	195.370999906025	166.631874179966
DENND4C	199.018420351817	208.633847930717	184.661618621108
CCDC117	192.97648875822	158.24288464131	186.013318872352
kdm6al	132.530406006099	177.743027728284	179.553721627631
atl3	199.297492293255	139.820105259769	193.085757602672
kif18a	208.973306831018	198.121248080172	211.014246066609
mier1a	222.059945268189	215.501749333108	215.528756862856
plrg1	200.708713806092	221.719396484371	204.828791530545
cnppd1	195.106456784452	196.532569215928	191.054891028028
si:ch211-13c6.2	178.423111927571	175.827818423441	185.720605260084
prpf4	187.31326224871	222.537594072724	205.476121963169
ints1	217.925418162219	203.639053180988	183.458928183234
psmd1	150.608614656107	151.204233071554	196.283056996675
FAM54A	234.978050019051	191.825009084758	196.619102913419
spna2	131.730862416349	147.005648840659	190.755987016531
tfg	216.574174717037	179.562336336418	184.309654857001
gon4l	173.419645080061	209.908626989959	150.089574816272
dis3	212.78662867595	187.458949288317	202.413240916259
psmc3	193.443426162367	167.042368657745	182.037365849234
rps6kb1b	177.447599407808	207.151829612175	184.60192627689
myo6a	183.691275735263	185.587246150761	157.937572025106
NBEAL1	208.634752532033	217.317783239387	180.222718212493
RANBP3 (1 of 2)	197.239894577482	191.329131691792	191.341856433446
pola1	161.973235721776	171.496844303866	145.476019004715
snupn	204.711388142079	153.690169139981	174.227394832381
zcchc11	189.365407357254	212.170950489884	184.315402965825
rbfox2	200.62147280427	185.889918435128	215.952351479236
hif1an	200.293823617765	228.771146661473	190.939927969304
pdcd8	238.882578240734	165.534620796151	137.536051368508
ubr4	198.260514575514	168.704025605824	180.551689443276
PPP1R8 (2 of 2)	227.991338606656	230.933826891121	221.461292650122
TESK1 (1 of 2)	203.664001021964	153.916120866981	191.703547939763
rfwd2	264.527948121082	211.042595570062	216.778316850162
cry2a	185.374133843856	204.622387276424	220.620735910945
dnajb11	210.720108586149	170.247326915961	193.168000385861
mxi1	199.767899464201	188.585432921354	173.985972399258
g2e3	238.10286223947	195.797641588652	234.268619231442
prpf31	197.896184472684	216.860266125105	193.418266176436
rpl5b	189.683638561601	171.016404676746	171.94935771579
TCERG1 (1 of 3)	180.545148898013	189.387257300542	190.281985507738
gpsm2	192.7142702466	153.498835418204	213.864445518596
sel1l	250.064290638839	208.582856816365	218.546537031824
ANKRD11	188.412696482667	217.813192760638	244.544547754994
tab2	189.875965211324	188.223816703855	179.554606012389
nol6	197.302351195675	166.570817392761	218.600039074839
ing3	176.918701197553	196.253755187827	198.204708719445
aff4	213.908368844976	222.767756044935	214.784592180766
prkcda	192.055501902837	134.234467963722	194.099643363706
akirin1	231.118629275636	210.176213697498	202.048454259339
ptpn23a	207.091678147235	171.540350571189	170.81564507394
abcb6	202.123900795835	235.764420777158	184.186732825583
eif4e1c	191.983131592379	171.179669897045	179.503314735218
sap130b	172.538808805825	153.13815474406	175.114379026637
dcaf13	177.893222195124	170.490119723841	153.633974250316
zgc:101744	225.516867964103	220.320180255191	179.739873346248
polr3e	222.787614053634	213.103761342683	194.818604550577
CU915738.1	213.302639035271	203.123527776966	196.47009310005
smarca2	182.624556838748	201.626539564293	146.95506291709
hmmr	148.828106143318	135.455916750113	172.273022932102
ccdc22	201.623256736008	165.44059128619	165.541493842593
si:rp71-1g18.1	204.971623915246	162.766595997769	204.325607089198
stard3	189.259825999246	202.974296807406	149.915361605709
TRIP6	193.819157087786	220.744950651034	188.622095891217
ctdspl2b	260.953051926333	258.040541481295	326.06838769622
BDP1 (2 of 2)	161.409143623541	148.005356345333	165.438027099544
ss18	170.899075539024	187.655428998733	179.765518935821
tmem57a	194.371848261455	187.571691165941	182.972988166387
NAA30	210.54017417923	210.96260031084	208.942258149383
clcn5	174.470997677082	172.052601173319	161.134429324755
cdc42l	210.080672120765	208.574436225907	201.586833352954
foxm1	178.354707094019	189.23334811402	188.587164849838
C1H10orf12	244.322249893403	214.353746502266	226.903024696475
wu:fk48d07	227.726641646475	199.383864075424	201.566051585473
tlk1b	163.381483075944	160.55713489898	150.262903740103
si:ch211-156j22.4	212.164045538405	199.516721735783	176.108809499302
fbxo32	148.241212501884	124.415628431556	147.735485217695
chaf1b	154.102218268346	183.560230511649	192.842566498059
arrdc1a	231.954357969627	181.048097128493	216.745154382249
ddx42	205.920864921058	197.501869160662	187.646236420188
si:ch211-197h24.6	181.835422753348	216.28532911631	201.623090971469
cltcb	165.27550400253	166.03704749279	182.430893148303
nap1l4a	191.858714066101	191.893776923381	175.102882710962
sept8a	189.283123252553	217.714017262037	177.675402209337
pds5b	266.251948333014	241.300002702282	256.888484660412
usp11	189.161679884943	200.531866906266	186.683641936326
ssr2	207.279543609945	133.872851746222	157.392824048798
elmo1	198.851869403962	186.432576697235	167.162030788023
rab1ba	197.842650228519	177.202708624676	168.453596502669
gro1	169.878455540993	195.195103850057	192.973447502171
MDH2	115.414821820966	127.955537820864	144.793315338334
mkln1	218.475135279198	152.812559846818	210.198450532246
ppdpfb	230.024151836823	141.528543177026	179.412228692602
MAP7 (1 of 2)	181.413097219339	162.11914857678	177.448129050113
stim1a	210.817758990345	203.361642467921	191.851231274021
brpf3	213.81022283265	179.036051383512	195.246620894695
daxx	220.908463818412	221.589345554116	262.011857504924
esrp2	201.533537285625	184.497251609658	164.689440787741
aars	201.805173881381	97.0609751949171	152.496282171132
casp8ap2	228.871679068808	221.609929208565	218.83836635736
ppp2r5cb	209.000073953101	140.96109101526	205.39918519445
SOLH	180.48021383126	186.473276034381	184.286662225651
mcm6l	180.323576677647	269.734358752835	243.636781695232
snx1	208.701670235262	147.198853949257	208.967019354198
sec23ip	200.130246828578	176.798989554924	170.13426788667
zmynd19	182.745008786143	168.921088970689	199.779702594554
plscr3b	221.51865481513	213.390995961242	202.965505672882
smcr7b	197.092675508005	161.59894515587	129.363062464251
pias2	200.220461887091	188.599935043808	182.829726559868
C3H17orf53	101.294675555225	143.792269991985	141.779072414321
TTF1 (5 of 6)	180.83611727017	141.956588174687	177.910192148877
PARD3B (2 of 2)	192.790606033964	214.642384535895	163.610556668017
sash1a	181.935055895997	196.673847566781	201.842847252353
ncoa2	204.709405403626	199.52093208103	179.977316244011
srpr	216.816565844127	170.988803946946	170.371710882458
slc25a12	167.238921080907	176.632917404448	175.920446916815
usp36	167.031228131689	155.963252288827	195.966908658703
mcm3l	158.540601699383	141.681048848441	121.338198988607
SYTL4	188.32892534962	174.097861408417	137.548431970915
zgc:64042	167.138296518043	190.397256482386	182.178416591884
ENSDARG00000089776	196.237119327506	169.075933700566	162.843841546956
mllt1	272.571960447833	182.655488260365	238.451947933037
jup	129.060099749143	259.915519220669	227.262947531302
dtnba	205.369660775734	217.96335937359	181.443537361599
sh3bp5la	190.800421833506	180.078329412081	167.411854288193
rnf2	163.882127135771	230.283104768278	149.028377411453
2-Sep	218.335351453425	218.338074298473	185.407994167068
spint2	242.130320959086	230.503910606675	162.330045076667
birc6	225.79940967234	209.840794694691	183.687085629191
map2k2a	246.006595030341	226.099958303229	178.189198581601
cpd	170.75433481613	238.565660065658	218.305114598701
adam10a	223.065694676834	239.729568434023	218.522660113742
si:dkey-260j18.2	214.318797846289	213.341876033638	227.212982733243
ABCC10	181.583117933993	178.201012614244	111.404506683003
CTNND1 (2 of 2)	176.63268962054	226.849388052958	184.146937864087
fdx1	197.62157371826	182.888924834394	190.905439022279
zgc:113263	221.628697360152	196.221944212817	205.778121125268
ttc27	181.100318622221	165.91822408317	169.139837512031
gdi2	121.739790832907	160.030850046111	135.330087198543
sap130a	170.212053044834	210.700159591941	188.038437338171
si:dkey-30k6.5	199.81548539103	166.417843949668	194.264571122463
nrbp2	207.769282557291	213.834946496426	189.54622199072
SKA2L	142.202750777063	148.824489577078	163.786538550071
si:dkey-229b18.3	217.315722875608	184.964124757717	210.895745762929
clta	85.0004451338158	89.7369602133579	82.6955787750561
polr2b	164.079906392723	180.447430576646	157.375137431919
cdc14ab	222.201711832414	208.121129456872	232.49641951442
