X96_bap_rep1	X96_bap_rep2
si:ch211-234p6.10	7.59920679673811	12.9353604547153
si:ch211-71k24.5	0.996600947188538	0.348038165376412
si:ch73-386o14.1	3.11437796008602	3.07433712407182
si:dkey-161j23.5	2.6783650452646	0.812089051177034
si:dkey-166k12.1	2.6783650452646	1.79819718504227
si:dkey-187a12.4	3.48810331467253	2.90031804138362
si:dkey-246i14.3	3.67496599245314	4.8725343091141
si:dkey-27i16.2	1.86862677585667	2.26224807186884
si:dkey-32e6.3	3.11437796008602	3.36436892821018
smyd4	2.49150236748399	1.62417810338001
snx13	2.98980284156562	1.45015902069181
srbd1	2.98980284156562	4.35047706207542
SRCIN1 (2 of 2)	1.30803874348955	1.16012721655345
SYT2 (1 of 2)	1.49490142029545	0.406044525588517
tph1a	2.98980284156562	2.84231168014556
twf2b	4.54699182112127	4.81452794787605
ugt5e1	1.74405165733626	2.43626715455705
vipr1a	1.49490142029545	1.33414629924165
wbp1la	4.23555402579496	3.24835620573408
zdhhc18b	2.56296488490903	1.2761399380036
zgc:113142	1.93091433511687	3.48038164966034
zgc:165515	2.42921480822379	2.14623535041869
ZNF793 (2 of 2)	2.11777701289748	1.74019082483017
si:ch211-239m17.2	0.88326873304247	2.94527877168232
robo2	0.909223959516829	0.591055813564105
RMI2	1.70115421542153	1.47275829913028
CU468896.1	2.6049778435657	2.30260309696582
CT027778.1	1.97535650853401	3.36436892821018
si:dkey-71b5.9	4.6155828811821	4.87322458502971
il4r	2.91079107250564	5.67389218437518
zgc:113229	4.67930305492521	5.84321275171487
ENSDARG00000087822	2.86846667638406	1.1021208553154
si:ch211-223a21.5	1.37844860017786	1.21781454246305
si:ch211-122l24.4	1.37031384497824	0.812089051177034
gltpd2	1.86862677585667	4.29293475157133
si:ch211-268b13.5	2.59420209538872	1.22611525246751
fars2	1.68582524679011	1.21999558142564
dguok	3.70788496797247	4.31613729647693
CU929356.5	2.85610259596643	2.50646645229248
BRICD5	2.69123988359252	2.95399132716203
zgc:114046	2.52797796220548	2.7704069955781
PPAP2A (1 of 2)	1.99320189437708	1.74019082483017
ZBTB24 (2 of 2)	1.73635914376568	1.74019082483017
bora	3.17666551934622	2.4942735157951
PDE9A (1 of 2)	2.31532823542919	2.77418900982933
vps26bl	2.49150236748399	1.79819718504227
CLEC17A	2.01484682158064	3.57279158315219
BX663520.1	6.27902197944624	4.75728147093317
GAN	2.18006457215769	0.870095412415085
ABHD8 (2 of 2)	2.86522772304521	2.66829259745736
ADAMTSL5	3.79954111097354	3.38937546976696
ankrd22	2.6160774860044	2.95832440159572
ARMC7	3.79954111097354	3.19034984552198
atg4a	3.36352819615212	2.95832440159572
atoh7	1.86862677585667	2.84231168014556
BCL2L14	3.23895307860643	3.88642617524886
btbd7	2.05548945363728	1.39215265945376
BX248501.1	4.04869134801436	4.93054067035215
BX324216.1	1.37032630274976	1.74019082483017
C2 (1 of 4)	2.18006457215769	3.24835620573408
ca4a	1.68176409807606	0.638069969514774
CABZ01078767.1	1.495356119696	2.66829259745736
CABZ01087549.1	2.18006457215769	0.812089051177034
CABZ01093064.1	1.86862677585667	1.39215265945376
camk1da	2.11777701289748	1.97221626773048
cdan1	3.79954111097354	3.07433712407182
cdc14aa	2.7406526045248	2.32025443310689
cdkn2c	2.30463969067809	3.65440073234854
CERS4 (1 of 2)	2.05548945363728	0.870455051605661
cks2	1.30803874348955	3.59639437111049
cnn1b	3.05209040082582	2.95832440159572
CNOT6 (2 of 2)	2.30463969067809	2.14623535041869
CTU1	3.61267843319294	1.74019082483017
dhrs11a	3.17666551934622	2.14623535041869
ENSDARG00000091729	5.97960568313123	6.43870605125606
ENSDARG00000094181	1.55718897955566	0.870095412415085
ENSDARG00000094780	1.24575118422935	2.26224807186884
EPS8L1 (1 of 2)	4.80301237635747	7.88886507194787
fam151a	1.18346362496915	1.85620354628032
FAM163A (1 of 2)	2.86522772304521	0.812089051177034
fam219a	1.61947653881586	1.79819718504227
foxe1	6.10418080165164	3.82841981401081
frs2a	2.18006457215769	1.74019082483017
fzd9a	2.30463969067809	1.62417810338001
gaa	1.68176409807606	1.97221626773048
galntl4a	2.6783650452646	1.85620354628032
GEMIN6	2.98980284156562	1.56617174214196
GPR153 (1 of 2)	2.98980284156562	1.59560416930517
GPR31	3.67510925438878	3.88642617524886
GPR32	3.05209040082582	2.378260793319
hbl4	3.61267843319294	5.85864244297934
il6r	4.48470426186107	4.00243889669901
inpp4ab	1.86923096559126	1.04411449510329
itgb8	2.7406526045248	1.68218446359212
KCNH4	3.36352819615212	3.30636256697213
map3k10	1.06237038097123	0.638069969514774
map9	3.30124063786663	3.48040485245352
mettl21a	2.05548945363728	4.35047706207542
nadka	1.29887001469783	0.491866096951086
nek8	2.18006457215769	2.90031804138362
nf2a	3.17666551934622	3.94442673578861
pcp4b	2.49150236748399	1.85620354628032
pdpk1a	1.99320189437708	1.56617174214196
PIDD	3.17666551934622	3.19034984552198
ppp1r9a	1.37032630274976	0.464050886826568
sall1b	2.24235213141789	2.61028623724525
si:ch211-14c7.2	4.29784158408046	3.01633076283377
si:ch73-70k4.1	2.86533984103942	2.90031804138362
si:dkey-159a18.1	3.98640378875415	2.43626715455705
si:dkey-52k20.13	5.13403338010153	4.69851522642589
si:dkey-81p22.12	2.42293622296619	1.3856037418677
sik2a	1.93091433511687	1.62417810338001
slc25a25b	2.92751528230541	1.33414629924165
slc26a6	2.92751528230541	2.43626715455705
srxn1	2.18006457215769	2.49534083197024
steap3	0.685163150887523	1.04411449510329
tead3a	3.92411622949395	2.78430531993346
tgm5l	1.86862677585667	1.85620354628032
thumpd2	2.80294016378501	3.24835620573408
tmem64	2.49150236748399	2.14623535041869
TRAF2 (2 of 2)	2.80294016378501	1.39215265945376
trim35-39	1.557431901714	3.94443253648691
wrn	1.80633921659647	1.91420990751838
zbtb44	1.80633921659647	1.62417810338001
zgc:113295	3.73755876077984	4.17645797938722
si:dkey-78o7.1	2.72344878075617	2.57360881485613
si:dkeyp-44b5.5	1.59684123973313	2.00254779389608
si:ch73-110p20.1	2.69947429901484	2.42805925469938
zgc:173962	3.76563176357505	5.881496949065
si:dkeyp-2e4.8	2.18355267507858	3.03113978656217
C19H9orf91	2.86232512271428	3.88725566587169
si:dkey-239i20.2	4.08725357608998	4.00265352048408
def8	1.57806154052066	1.27437074451626
si:rp71-5o12.3	2.3476118772725	2.69234203508068
slc12a10.3	3.56857884118213	3.15482674978243
cyp2k18	4.88012437376249	6.58598420206397
neu3.1	2.08133256211743	1.99823212053132
si:ch211-209j10.6	2.29862894117244	1.76924041000962
zgc:153394	1.80633921659647	3.30636256697213
ENSDARG00000063715	1.81355834459659	0.580063608276723
CR385063.1	3.86504270802957	4.64050886621378
AGL (3 of 3)	4.37596886988238	1.74019082483017
ahsg	1.05888850644874	2.5522798760072
akd1	2.24235213141789	1.79819718504227
allc	2.92751528230541	3.07433712407182
ANKS1A (2 of 2)	1.55718897955566	1.62417810338001
ANO6	2.18006457215769	0.812089051177034
apba1a	2.6160774860044	1.56617174214196
arl11	5.2321549729835	6.26468696856785
atg10	2.6160774860044	3.42237528842229
BEGAIN (2 of 2)	1.74405165733626	1.16012721655345
btr04	4.54699182112127	6.3226933298059
BX088711.1	1.86862677585667	1.62417810338001
C11H1orf116 (2 of 2)	3.17666551934622	3.42237528842229
C12H17orf70	2.49150236748399	2.78430531993346
C20H1orf131	2.80294016378501	2.78490858537464
CABZ01044356.1	3.79954111097354	2.55446091496979
CABZ01066511.1	3.11437796008602	1.85620354628032
CD58 (1 of 2)	3.17666551934622	2.20424171165674
cdc42l2	2.11777701289748	2.84231168014556
cdyl	1.74405165733626	1.39215265945376
chrnb3b	3.30459793662339	2.08822898918064
CHST13	2.92751528230541	2.66829259745736
CLMN	2.11777701289748	4.4085994352275
CPNE8 (1 of 2)	1.99320189437708	1.45015902069181
ctso	3.42581575541233	1.79819718504227
CU151895.3	2.6783650452646	3.78876086552774
CU856539.2	2.18006457215769	2.14623535041869
cx52.9	1.80633921659647	2.43626715455705
DNAH5	2.80294016378501	1.85620354628032
dnajc12	4.17326646653476	5.0465533918023
ELN (3 of 3)	2.30463969067809	3.01633076283377
ENSDARG00000027497	1.43261386103525	0.348038165376412
f2rl1.1	2.6783650452646	2.43626715455705
fbxo32	4.17326646653476	5.91664880421739
foxq2	2.49150236748399	2.14623535041869
gfra1b	2.55378992674419	2.14623535041869
grapa	3.11437796008602	4.52449614476363
hyal6	2.98980284156562	1.68218446359212
igfbp6b	2.18006457215769	1.56617174214196
invs	2.6783650452646	2.26224807186884
IPP (1 of 2)	2.49150236748399	0.812089051177034
itih5	1.80633921659647	2.378260793319
KLHL35	2.18006457215769	1.45015902069181
lpar6b	2.42921480822379	2.84231168014556
LRRC61	1.49490142029545	1.39215265945376
LRRC73	3.30124063786663	2.43626715455705
LZTS1	2.42921480822379	2.38236184392463
MEF2A	2.42921480822379	1.39215265945376
MKL1 (2 of 2)	1.43261386103525	1.91420990751838
myf5	2.49150236748399	2.84231168014556
nod2	3.36352819615212	4.35047706207542
olig4	2.30463969067809	3.65440073234854
oprd1b	1.68176409807606	1.91420990751838
paqr5a	2.6783650452646	3.30636256697213
pho	1.18346362496915	1.50816538192986
PLEKHD1	4.17326646653476	3.07433712407182
plekhh1	2.05548945363728	1.2181335777915
prelid1b	2.24235213141789	2.32025443310689
prr16	2.7406526045248	1.50816538192986
PTGES3L	4.60927938038147	7.30880146367114
ptprnb	3.98640378875415	0.928101773653135
rab34b	2.6783650452646	3.30636256697213
ripply1	2.86522772304521	2.90031804138362
sdr42e1	1.68176409807606	2.20424171165674
sfmbt2	2.30463969067809	1.74019082483017
si:ch211-244b2.4	2.11777701289748	4.8725343091141
si:ch211-265m20.8	3.05209040082582	4.06044525793706
si:dkey-175m17.7	2.30463969067809	1.2181335777915
si:dkey-22i16.7	5.2321549729835	6.1486742471177
si:dkey-251i10.1	4.42241670260086	2.84815292074706
si:dkeyp-10a3.2	2.98980284156562	2.84231168014556
ssna1	3.61267843319294	3.30636256697213
sts	2.24235213141789	1.68218446359212
svopa	2.05548945363728	1.50816538192986
SYPL2	2.05548945363728	1.33414629924165
tmc4	4.17326646653476	5.68462336029113
TMEM182 (2 of 2)	2.80294016378501	4.58250250497573
ttll10	2.11777701289748	2.5522798760072
UBASH3B (1 of 2)	2.42921480822379	1.39215265945376
UHRF2 (3 of 3)	2.05548945363728	0.812089051177034
USP43 (1 of 2)	1.43261386103525	1.39215265945376
WDPCP	2.55385844302546	3.19034984552198
wscd2	1.99320189437708	1.62417810338001
zgc:101549	2.49150236748399	3.19034984552198
zgc:73226	5.294442531269	3.88642617524886
zgc:92249	2.53957590575766	2.02399274568497
si:dkey-163m14.2	2.80144526239395	1.64997933239579
APOL2	2.26503103123885	3.61386008593203
kcnq3	0.373725355561218	0.313137478203172
CDHR2 (1 of 2)	3.61446608587897	2.94019741435005
ENPP2 (1 of 2)	1.27569904216178	4.81945268840622
cybrd1	3.70168735579294	2.8117713308932
CU550716.1	3.71993760995049	2.74910125952236
si:dkey-285e18.8	2.86078661961028	2.23227618591977
DOCK1 (2 of 3)	2.76214804139432	2.61243827271636
zgc:113102	2.70182876909563	2.51235989917865
si:ch211-209n20.57	2.38700875849483	2.11918698460654
CLEC3A	1.65243911507343	1.56617174214196
BX119910.13	3.21620566152949	3.04543835499618
BX119963.1	1.67219672936826	2.60106902614352
si:dkey-153n9.5	2.57322987420101	3.61835557889207
CABZ01062994.1	1.61947653881586	0.870095412415085
CT573234.2	2.12774302249608	1.3769607937416
gfra2a	1.68176409807606	1.74019082483017
tmem199	3.30124063786663	4.98888346798759
aanat2	1.99320189437708	2.20424171165674
abcg2b	2.36692724993829	5.85864244297934
ATP9A	0.747450710147726	0.812089051177034
bcdo2l	4.18280892067425	5.56861063884097
BIN3 (1 of 2)	1.6399691460347	2.54622981231894
BX005085.5	2.49150236748399	2.08822898918064
CABZ01103858.1	2.92751528230541	0.754616349052497
cbln12	1.68176409807606	3.36873680683366
CLSPN (1 of 2)	2.36867130091138	1.33414629924165
cnih3	1.24575118422935	1.33414629924165
CR548641.1	2.30463969067809	3.19034984552198
cxcl-c5c	2.11777701289748	4.06044525793706
cyp1b1	27.114584256863	25.6968178417343
DNAH9	1.43261386103525	1.33414629924165
ENSDARG00000063169	2.42921480822379	1.2181335777915
ENSDARG00000073822	1.80633921659647	0.870095412415085
ENSDARG00000079779	1.86862677585667	1.45015902069181
esrrb	2.24235213141789	0.522057247038673
faima	2.80294016378501	2.08822898918064
FAM82A1	1.80633921659647	1.50816538192986
fes	2.6160774860044	3.13234348428393
FIG4 (2 of 2)	1.86862677585667	1.62417810338001
FP102052.1	1.74405165733626	3.24835620573408
ftr51	5.97960568313123	2.95832440159572
FUT8 (2 of 2)	1.55718897955566	0.870095412415085
FYB	2.36692724993829	2.14623535041869
GGA3 (1 of 2)	1.74405165733626	0.638069969514774
gnpat	2.7406526045248	2.08822898918064
GPRIN3 (2 of 2)	2.36692724993829	1.97221626773048
grap2a	3.49892889296087	3.01633076283377
hepacam2	3.48810331467253	3.01633076283377
her8.2	2.42921480822379	2.23768237825284
hes2.2	1.80633921659647	2.5522798760072
HID1	2.24235213141789	1.2761399380036
hid1b	2.11777701289748	3.19034984552198
hspa13	3.05209040082582	3.24835620573408
IRF3	3.61267843319294	3.65440073234854
kcnf1b	1.99320189437708	2.43626715455705
LPHN1 (3 of 4)	0.996600947188538	0.116012721450155
METRNL (2 of 2)	1.80633921659647	1.1021208553154
MFN1 (4 of 4)	2.117789470669	2.84231168014556
MFSD3	3.79954111097354	3.07433712407182
MNT	1.30803874348955	1.04411449510329
myf6	3.92411622949395	3.71240709256065
MYH7B (1 of 3)	1.74405165733626	0.928101773653135
myo1f	2.36692724993829	2.03022262896853
NAV1 (1 of 3)	1.55718897955566	0.754082690964929
nsun4	3.36352819615212	2.84231168014556
PLA2R1	1.18346362496915	0.290031804138362
psmc3ip	3.17666551934622	5.10455975201441
rag1	2.36692724993829	1.45015902069181
ralgps1	1.49490142029545	1.2181335777915
rasgrp3	1.74405165733626	1.50816538192986
rcbtb2	1.05888850644874	1.2761399380036
rrh	4.11097890727456	3.36436892821018
sass6	2.30463969067809	3.53838800987244
scarf1	2.36692724993829	3.59639437111049
setmar	1.93091433511687	2.32025443310689
sh2d5	2.36692724993829	3.42237528842229
si:ch211-207c6.2	2.36692724993829	2.73772041155292
si:ch211-233h19.2	2.60606164629445	2.20424171165674
si:ch73-373m9.1	1.43261386103525	0.754082690964929
si:dkey-103j14.5	1.91919804517207	1.26696333178994
si:dkey-112e17.1	2.42921480822379	2.08822898918064
si:dkey-242e21.4	1.6818014704159	1.33414629924165
si:dkey-30c15.17	2.11777701289748	2.72629895869541
si:dkey-56e3.2	1.37032630274976	0.98610813386524
si:dkey-93n13.2	1.55718897955566	1.62417810338001
si:zfos-979f1.2	4.04869134801436	3.67753366887459
SLX1A	1.61947653881586	2.14623535041869
smarcal1	2.36692724993829	3.8284256147091
SOCS6 (1 of 2)	1.68424937232099	0.928101773653135
stat5.1	2.42921480822379	1.33414629924165
tagln3a	0.872025828668132	0.638069969514774
TBATA	1.68176409807606	2.08822898918064
tbcelb	3.42581575541233	3.13234348428393
TMC5	2.92751528230541	4.69851522642589
tmem120b	3.86182867023375	1.91420990751838
tnfaip8l2a	1.05888850644874	2.32025443310689
TNFRSF1A (2 of 2)	1.74405165733626	3.19034984552198
tpst2	3.05209040082582	4.00243889669901
ttll11	1.05888850644874	0.928101773653135
TUBB1	1.37032630274976	1.2761399380036
UBA7	2.30463969067809	2.66829259745736
unc5db	1.43261386103525	0.522057247038673
vdrb	1.80635790276638	1.1021208553154
ZCCHC4	3.11452122104696	4.18234562454914
zgc:113090	1.05888850644874	0.98610813386524
zgc:162144	2.30468952078944	2.84231168014556
znhit3	2.7406526045248	2.03022262896853
pacrg	1.43230865294346	2.14584670773663
zgc:173729	2.55123613719271	2.87020693970138
CWF19L2 (1 of 2)	1.92606213399435	1.56077135050719
si:dkey-69c19.1	1.44289130907346	1.6745334246152
chia.4	2.05557665608846	3.66576417822309
nceh1b	4.48682203915663	6.02575876856326
EFR3A (2 of 2)	1.71635237988882	1.1412461457109
ATCAY (3 of 3)	6.379180375571	3.77482193731024
CR356223.4	1.28921544256413	1.47739880749584
zgc:173575	1.69323746683723	2.07921480149332
si:dkey-261j4.5	2.53751418794656	2.55252350328375
ENSDARG00000091320	2.67851453559865	3.56095828481944
zgc:114174	2.7048808597606	4.06665193842743
si:ch73-266f23.1	1.31043681430858	1.82054123583356
CABZ01038708.1	7.12283154435822	5.6651390240074
casp6	5.92909670072398	3.74424098316981
slc46a3	2.43234164454314	3.18318025937391
lppr5a	2.11777701289748	1.50816538192986
CU861453.1	3.86186604257358	2.88728981253916
APEX2 (2 of 2)	3.39345736888935	2.76149141770992
FAM190A	1.18346362496915	0.870095412415085
si:dkey-117i10.1	1.43261386103525	1.97221626773048
KCNA3	1.86862677585667	1.1021208553154
agtrap	2.98980284156562	2.5522798760072
ANKRD39	2.24235213141789	2.378260793319
ASB18	2.97640478755588	1.81180547756067
BICC1 (2 of 2)	2.49150236748399	2.4942735157951
BX511257.1	0.934313387928335	0.348038165376412
C4H12orf45	1.30803874348955	1.39215265945376
C6H22orf23	2.98980284156562	3.71240709256065
C8H1orf194	2.86662919358668	3.08672728225938
CABZ01006831.1	3.11437796008602	2.5522798760072
CABZ01039580.2	0.996600947188538	0.464050886826568
CABZ01074081.1	3.05209040082582	5.74262972152918
CABZ01080134.1	1.86862677585667	1.56617174214196
CCDC114	1.74405165733626	3.13340500078671
CDKN1C (2 of 2)	3.61267843319294	2.26224807186884
clock	1.37032630274976	0.928101773653135
COL23A1 (1 of 2)	1.74405165733626	2.98035521775685
crym	1.55718897955566	3.42237528842229
cubn	1.61947653881586	1.39215265945376
cx35b	2.92751528230541	1.56617174214196
DLG4 (3 of 3)	1.24907111064628	0.174019082688206
DLGAP4 (1 of 2)	1.86862677585667	0.98610813386524
dnah12	2.05548945363728	2.4942735157951
ecscr	2.55378992674419	2.26224807186884
ENSDARG00000091408	1.24575118422935	0.406044525588517
ern2	3.17666551934622	1.45015902069181
fam120b	2.42921480822379	1.79819718504227
fance	1.86868283436642	2.08822898918064
flrt1b	2.6160774860044	0.870095412415085
FP085386.1	1.18346362496915	1.2181335777915
FP102164.1	0.809738269407929	0.232025442900311
fpgt	3.67496599245314	4.23446434062527
ftr24	2.30463969067809	2.378260793319
gas2l1	2.24235213141789	1.45015902069181
gbgt1l3	2.7406526045248	3.63645356367221
gfi1ab	2.42921480822379	2.84231168014556
irak1	2.80294016378501	2.43626715455705
ITGAE	1.68176409807606	2.4942735157951
kcnq2a	1.37032630274976	1.97221626773048
kctd8	1.30803874348955	0.812089051177034
LIPT2	1.20768102789411	1.50816538192986
MAZ (1 of 2)	0.747450710147726	0.754082690964929
mfng	2.55378992674419	2.4942735157951
MRC2	1.68176409807606	1.2181335777915
MTBP	2.05548945363728	3.13234348428393
mylk3	1.86867660596802	2.84231168014556
NDP	1.99320189437708	1.62417810338001
nr3c2	2.05548945363728	1.33414629924165
nudt1	4.54699182112127	4.58250250497573
oca2	6.10433029101097	4.58250250497573
pacs2	2.98980284156562	0.812089051177034
PCDH20	2.99946364209772	1.50816538192986
ppef1	1.12117606570894	1.50816538192986
RAB43	2.24235213141789	1.68218446359212
rad51ap1	3.05209040082582	6.26468696856785
rc3h2	2.6160774860044	1.04411449510329
SCGN	2.30463969067809	2.20424171165674
si:ch211-136a13.2	2.6160774860044	1.46054215881377
si:ch211-193e13.4	1.30803874348955	1.2181335777915
si:ch73-212j7.1	2.18006457215769	0.696076329726879
si:ch73-21g5.7	2.11794518940145	2.84231168014556
si:ch73-343m12.2	3.30124063786663	2.72629895869541
si:dkey-110c1.10	1.99320189437708	1.56617174214196
si:dkey-13n23.4	2.55378992674419	1.50816538192986
SLC6A14	1.61947653881586	1.2761399380036
smyd3	1.61947653881586	1.85620354628032
sntg2	2.36692724993829	1.79819718504227
stim2	2.55920894428677	2.78430531993346
STXBP4	2.86522772304521	2.32025443310689
TIMP4	2.30463969067809	1.68218446359212
tmod1	2.42921480822379	2.03022262896853
ust	3.11437796008602	2.78430531993346
wtip	1.05888850644874	0.638069969514774
WWC1	0.934313387928335	0.638069969514774
XYLB	2.6783650452646	2.03022262896853
zgc:113279	3.23895307860643	3.24835620573408
zgc:162936	1.49490142029545	1.79819718504227
zgc:173994	1.37419435941681	4.11845161814917
zgc:174310	2.86522772304521	2.03022262896853
cyp27a1.4	3.50686432771508	6.20749269688369
CABZ01089974.1	5.64902692004149	2.67081587454158
trim62	1.46324688275505	0.887143482089031
si:ch211-218d20.13	3.99962120848841	3.84701085301639
ENSDARG00000089630	1.07589923914509	0.836625742327499
PARVA (2 of 3)	3.62228940361369	4.19481699251285
HPN (2 of 2)	2.03172675011286	2.66785755021488
CU570691.2	0.995604345936266	0.29168440502628
si:dkey-13e3.2	2.0814135351955	2.5258811812226
zgc:174704	1.5126222313475	2.17523273033942
si:ch73-332k15.1	2.39491305028232	1.17978557173416
cln8	1.74405165733626	2.14623535041869
NGFR (3 of 3)	0.996600947188538	0.406044525588517
PXN (3 of 3)	0.996600947188538	0.348116473777464
BX088708.1	2.98980284156562	2.14623535041869
si:ch211-76m11.3	6.87754313656077	4.04510837579345
BACE2 (1 of 2)	4.25780314175841	2.93245356522633
btbd3a	3.05209040082582	1.45015902069181
drl	0.2573198732209	0.404183681273281
nox1	3.16574028083519	4.17620275174003
pax2b	1.80633921659647	1.2761399380036
HCN1	1.37032630274976	0.580063608276723
mbd2	3.98640378875415	3.19034984552198
rtn4rl2b	3.23895307860643	2.43626715455705
bmp8a	2.6160774860044	3.07433712407182
adamtsl2	1.43261386103525	0.754082690964929
adat1	2.18006457215769	1.92537033100445
AL807798.3	1.86862677585667	2.03022262896853
AL844567.2	1.37032630274976	2.43626715455705
AL929217.1	2.36692724993829	0.464050886826568
AL929239.1	2.05548945363728	0.98610813386524
ALPK3 (2 of 2)	1.49490142029545	2.43626715455705
arl14	1.99320189437708	3.36436892821018
ATP7B	1.80633921659647	1.2761399380036
b2m	3.23895307860643	3.88642617524886
BX000363.1	1.30803874348955	1.56617174214196
C23H1orf116 (1 of 2)	2.86522772304521	2.66829259745736
CABZ01044745.1	3.79954111097354	3.36436892821018
CABZ01066957.1	2.18006457215769	1.50816538192986
CABZ01100278.1	1.74405165733626	1.04411449510329
CCDC19	2.11777701289748	2.72629895869541
cdkn2d	2.30463969067809	0.464050886826568
CHRNB4	2.30463969067809	1.45015902069181
clcn2	1.37032630274976	1.39215265945376
cnnm2a	1.74406411510778	0.754082690964929
CR848784.2	2.42921480822379	2.378260793319
CU467888.1	2.55378992674419	3.30636256697213
CUX2 (2 of 2)	2.55735277531946	1.45015902069181
d2hgdh	3.86182867023375	2.32025443310689
dnaaf1	1.80633921659647	2.66829259745736
DTX4 (2 of 2)	1.12117606570894	0.580063608276723
dusp12	4.11097890727456	3.07433712407182
ENSDARG00000079729	1.49490142029545	1.50816538192986
erbb4a	0.872997514377375	0.464050886826568
fam46a	2.49150236748399	1.45019382488158
fancc	1.74405165733626	1.97221626773048
GABRQ	1.61947653881586	0.870095412415085
gpsm1a	1.99320189437708	0.348038165376412
hs3st1l1	2.18006457215769	0.406044525588517
hs3st2	1.68181392818741	1.50816538192986
ifi35	3.36352819615212	4.98854703056425
iqsec3b	1.12117606570894	0.870095412415085
lrrc4ba	1.80633921659647	1.74019082483017
mlycd	5.24278122985174	4.69851522642589
NARS2	2.49150236748399	2.72629895869541
NKPD1	1.68176409807606	2.378260793319
NPFFR1	2.18198302900785	1.33414629924165
pde10a	1.30803874348955	0.754094292361521
phox2a	1.80633921659647	0.522057247038673
PIP4K2A (1 of 2)	1.74405165733626	0.638069969514774
plscr3a	3.73725355171334	5.91664880421739
prodha	1.86068511172934	1.2968714110837
PTCHD2	1.55718897955566	0.812089051177034
ptprc	1.74405165733626	2.66829259745736
QKI	1.43261386103525	0.754082690964929
RAB11FIP2	1.55718897955566	0.754082690964929
rab42b	0.996600947188538	3.01633076283377
RHO (2 of 3)	1.37032630274976	1.1021208553154
si:ch1073-76a20.1	2.55378992674419	0.755938893900772
si:ch211-202h22.9	2.49162071387661	3.24835620573408
si:dkey-150i13.2	2.18006457215769	2.20424171165674
si:dkey-1b17.3	1.99320189437708	1.91420990751838
si:dkey-23o4.6	2.98980284156562	4.17645797938722
slc7a1	1.93091433511687	0.98610813386524
sstr1a	3.17666551934622	1.85620354628032
STRADB	2.18006457215769	1.85620354628032
tbx4	1.68176409807606	1.50816538192986
trim35-1	3.48810331467253	3.19034984552198
TTC38	3.05209040082582	2.03022262896853
WIPI1 (2 of 2)	1.12117606570894	1.62417810338001
wt1a	1.43261386103525	1.04411449510329
zgc:113389	2.80294016378501	2.66829259745736
zgc:123035	1.80633921659647	0.98610813386524
zgc:158328	1.18346362496915	0.290031804138362
AL935296.1	2.60039347916984	1.29205688382115
cnnm4	2.51301649052342	1.23884184807841
CNTRL (1 of 2)	3.72453443211787	3.54393921863697
ugt2b5	1.25643350058204	1.98884089053259
DLEU7	3.42041542403967	3.69041108058929
si:dkeyp-2e4.3	2.73215035237583	3.78647541502176
BX088691.1	3.39893867431478	4.97843652218437
CR786582.2	3.01812499491757	1.99769266174546
MFAP4 (12 of 13)	3.87836601735964	3.19130114978308
AL935128.1	2.10917510052581	1.12384423754467
CU611050.1	4.08816920231476	1.78936861764854
si:dkey-29j8.2	2.7309855755943	2.02087200385787
MRPS30 (2 of 2)	0.611222835245065	3.61132967852359e-06
si:ch211-271g18.2	0.830729176765551	1.39595787752413
hsf4	2.51630527397363	2.49757407721749
top1mt	2.6160774860044	2.66829259745736
MMP23B	3.60032058117371	3.08530032586772
OGFOD2	1.86632213588723	2.82199205254071
zgc:101765	1.55718897955566	3.03887783498758
mlh3	2.92751528230541	2.78430531993346
TICAM1 (1 of 2)	3.13653364422517	3.03175465442588
zgc:63577	1.12117606570894	1.04411449510329
ENSDARG00000088391	1.32911685329836	1.77135764231689
FP236810.4	2.94645070025033	4.31932184495935
RAB35 (2 of 2)	1.99320189437708	1.33414629924165
LCP1	1.71216042701064	3.62728275815684
ncf4	2.79602624485138	2.26224807186884
actl6b	2.42921480822379	2.66829259745736
BX510999.2	5.41188572424046	2.80029767277697
C8H1orf222	1.49490142029545	1.16012721655345
si:ch211-203k16.3	1.24575118422935	1.1021208553154
MFSD1	2.98980284156562	1.45015902069181
gpr12	1.61947653881586	1.04411449510329
ACVR1B (1 of 2)	1.55718897955566	0.812089051177034
adck1	5.35678615001366	4.06045105863536
AL772300.3	3.17666551934622	3.42237528842229
AL935293.1	2.61620829016853	1.79819718504227
APBB2 (2 of 2)	2.55378992674419	1.1021208553154
ar	2.18006457215769	1.56617174214196
asmt	2.11777701289748	1.45015902069181
atp10a	1.55718897955566	1.04411449510329
ATP5J2	2.6783650452646	2.96031402059237
BX927253.1	3.98640378875415	3.48038164966034
BX927351.1	3.67496599245314	2.95832440159572
BX950188.1	2.86873451311073	1.2181335777915
BX950859.2	1.80633921659647	2.61028623724525
C10H5orf63	1.37032630274976	2.28219065921418
CABZ01021430.1	1.93091433511687	1.74019082483017
CABZ01041105.1	2.13714221469992	1.75588734616436
CABZ01050100.1	2.36692724993829	1.91420990751838
CABZ01054392.1	2.42921480822379	2.20424171165674
CABZ01066498.1	1.99320189437708	1.33414629924165
CABZ01071903.1	0.934313387928335	0.116012721450155
CABZ01100267.1	2.80294016378501	2.66829259745736
ccr9a	5.4190176497894	4.17645797938722
cenph	1.55718897955566	2.72629895869541
CEP57	2.24235213141789	1.50816538192986
COBLL1 (1 of 2)	0.996600947188538	1.62417810338001
