X96_bap_rep1	X96_bap_rep2
nrcam	66.6676203554859	62.2553267570682
rnf2	74.3757058090625	74.8670697215397
chd8	68.9703914252734	55.2124264439802
si:ch211-113g11.6	63.495937842401	53.1340585382825
MAF1 (2 of 2)	74.7587743002672	88.416195486655
LEPROTL1	74.246770564084	82.1758711923925
rrbp1b	59.1401065425091	69.0333700175656
gnat1	67.5222056734484	67.2311123857799
tgfb3	60.5433829686184	58.5632218828359
spred1	68.7660882319137	58.1809599689047
stmn4	82.1604049589306	84.0135127041847
foxp1b	64.2844983456763	71.4365735498899
elof1	60.608784904477	82.5244894152872
gigfy2	70.1270713960958	69.0513519873539
ppp6c	76.6884428816256	93.5596195007194
plcg1	72.1632517113139	64.6422884983146
wdr5	64.2826297189375	75.1205575183238
si:dkey-265o13.4	62.2432727450863	53.7294358300134
fut8	68.8040836357715	65.6121548503356
usp8	86.6351432072942	65.3749088343698
slc7a10	79.6857202291718	67.7595503373356
zc3h13	67.5028965272316	53.3294819709494
sec13	73.3728761096518	79.5621045689998
igfbp1a	74.1396359611428	49.653444866846
myoc	89.2586952070768	77.761587126184
ube2a	82.5453420768741	83.7095593657161
ankrd13c	75.7746843868496	67.8790434398035
cpn1	66.1001806959669	90.7840151389728
ZRANB1 (1 of 2)	64.9036366848007	56.3246984207712
furina	72.2230477669561	86.6040767703604
prkcsh	75.6189654886991	83.1138340423469
CABZ01076094.1	69.1597456047226	45.5532652482702
igfbp2a	64.4713610195581	78.2180971883272
ARRDC3	61.5486418798654	100.467016948194
selt2	90.1824197046285	87.397603792179
trnau1apl	73.4993198490628	81.9972115931312
ndufab1b	73.5292178768838	82.8765880263811
ugt1ab	96.8073244992782	158.306319501381
MPC1	84.1174800722897	126.069284464425
SV2B (3 of 3)	54.8997563770255	50.6396690136512
adrm1b	87.5694565961972	84.5170079095536
C7H4orf48	69.4693147742849	75.4100092649439
adka	78.5813618070363	125.005447784915
s100a10a	76.6454644666328	118.148515889385
suclg2	89.3658298100181	111.068839538959
birc6	65.475436476626	44.8969232740523
gnb2	65.7376670988891	62.6526703224179
TP53BP1	72.4522659867491	61.2141125752048
prp19	70.0747498474089	76.9164344538001
aclya	85.2859946823736	72.2115385218312
NCOA5	75.3069048233165	72.3983190063719
zgc:175222	66.8706778009355	59.6154572683483
hmga1b	83.2055902042525	83.5622232089512
spag7	75.3561119876073	93.2463851475717
saga	47.2525881590332	45.3609741619048
acsf2	68.7598594728686	108.6111100377
hexb	69.2500625670145	78.4541830748932
HNRNPU (2 of 2)	63.0013746256959	59.8567637320835
pbxip1a	103.744912808898	101.699072052108
si:ch211-233a24.2	71.4158009962926	53.6183536477399
pgrmc2	72.1047014035819	69.7932533380883
TMEM131	72.2766150635532	78.9466570766129
si:ch73-18b11.1	68.6010262000691	58.8451328037467
slc16a10	63.5495051487452	64.0105992353688
ENSDARG00000091293	63.2305928454889	59.588774343451
efhd2	70.1538550492679	80.5302307320509
cyp2ad3	75.2284224905391	93.6663512003087
s100v2	59.786526835919	73.0392892942564
zgc:152873	63.4591881864533	69.2984590878285
tjp2b	67.0052189261304	67.4039713380424
acadl	66.5231132177683	81.8730779833237
glrx3	73.2507924928	77.4732955192231
asna1	77.1119982822557	74.7794801211384
nolc1	63.6765717669848	69.7851324528089
EPB41L1	63.1595850294138	64.331954473796
ppm1g	62.1758153110426	74.8392266672426
ncoa6	59.1733681004094	62.2472058615293
atxn2l	63.941916773644	54.5617110958123
xpot	70.6546470250181	64.4758102423616
glrx	86.0540002817748	111.8426443815
si:dkey-21k24.4	73.8107576453638	58.5742430967445
cd9b	88.575400680004	116.400784164977
spint2	89.0120364678058	118.265108591407
AGAP9	56.9490170696682	57.1363234160845
nlk1	61.9677748642052	58.9275018372382
cav3	84.9608536200722	93.1541550398308
fgfr4	59.6722291654368	61.7413903973608
slc43a2a	63.5968436862972	117.871825555903
naa40	65.5937828400001	68.0461017553266
ftcd	71.3672167010834	92.7324487981238
CLIP3	65.6529560168137	69.1319808318755
hnrpr	60.9598375856916	62.0685462725274
DEDD2	70.9779194605807	72.0676827532655
TMEM47	55.3773150913821	61.4026332487155
axin1	61.6075659109958	58.6484912346971
esrrga	64.7092994942165	58.9965293980216
patl1	68.9535737846241	64.7797635808302
si:dkey-100n23.4	92.5013855362368	134.160011652839
cxcr7b	65.2318921217511	75.0028046048259
dock7	60.8138978383646	53.5978773982032
ube2nb	69.6648977030321	85.7339813620491
polr2b	63.4504679315879	54.5035887144527
runx1t1	58.3098133818983	43.6218854574396
gpm6bb	51.8863465516426	38.1607025968537
fzd7b	64.9640556192715	68.2027189267707
ccnt2b	54.8168516377048	55.1114953811303
psmd12	87.1334436872241	93.448247283531
kifc3	80.3540657423341	72.4029595137115
ank3a	66.5878922845454	40.2568204546674
gabarapa	80.4020271587147	101.793622418648
ppp1cc	69.6387369286886	81.6149496792
nupr1	70.9100260191546	97.0504422985625
pdpk1b	66.1331930984369	62.7710033057454
skia	52.880705141871	54.7580046127047
slc37a2	77.0596767335688	81.8753982421233
tcf7l2	65.6348926282541	41.5273337779064
bfsp2	69.6960414885104	61.522706421013
srpr	74.4822175331751	68.9707231428323
pvalb9	89.6984453695276	121.389331247865
ntd5	65.8647337171287	63.9653542708536
tle2	62.9795739836587	49.8789155883841
emp2	57.1520745151178	78.2389794764852
slc35c2	56.565325709382	67.3366839662289
bcap31	73.6550387472133	100.061552487305
tprb	60.3009597839385	55.4185230486579
tmem50a	78.6916107846266	79.8167524951837
sdpra	83.4248424115228	93.0967287422666
usf2	60.5484282539903	58.2975527530029
soga3b	69.4101415877242	51.580184150337
sox5	62.849392981023	49.8854703056425
myt1la	68.2870968982006	55.7487532631431
pfkfb4l	70.6017025975026	65.1933489269983
selt1a	75.1810839529871	82.1416474315264
mbd3b	65.7806455138819	64.4381061138152
etnk1	66.0609395344517	78.5290112826754
acsl3b	67.6611069309496	67.2873785539442
ptch2	60.5300534260164	58.0185421607212
wasf3	65.2568071481843	58.1519567852079
kpna1	71.4855630644575	66.3024305505047
C23H20orf24	82.7988524442718	93.905917475074
ank1	73.5248577543247	78.9431766986731
tmem11	61.9028712294601	52.6922820959196
prss35	65.6959344318065	56.095399269136
ndufs6	65.2717561620949	85.1550778790683
cds2	66.6962726353968	61.5435887091709
serpinc1	75.7005621961255	113.018433306991
shisa7	63.4087352645052	54.667166652036
mbpa	74.2037921490912	78.9443368280729
odc1	44.161754896831	68.3309129843476
TTYH1	57.5949390619647	57.5424839607687
FBRS	63.869040321083	58.0666874436061
brd2a	76.5177749695646	74.0758629585206
hm13	74.9655689991944	75.1768236864882
arf6b	60.986060644019	73.1970665951003
ppp6r3	67.5932134895235	60.0423840872245
SRRM2	56.0203718547128	60.8417117457825
glyr1	67.5116167820971	76.1507504862786
baz1b	61.980917545108	48.8498247428462
serpina10a	69.631885300562	61.1816290135681
FGFBP3	50.1279064674427	52.7290581332576
eif4ebp3l	68.3350583145812	89.3669197394879
epb41l3b	62.7111146023505	67.1133594722819
casp3a	59.9505922655367	66.573900317077
mgea5	54.6383977792742	82.8371436986053
kiaa0907	77.9840241099491	60.949023504942
pcdh18b	73.0963193425597	59.4472388234254
c3c	17.8200969567729	109.361712292246
psmd8	72.8913932703713	88.2856811702786
cnih	69.2749775837007	79.6433134730916
pbx3b	57.3652225410582	41.2777904149259
letm2	77.4869693876765	73.0305883391473
wtap	70.4154627927023	69.4330338417149
ada	82.5247871827471	109.644783393854
arvcfb	62.972722345785	64.5053934856287
dennd5b	64.1642833555633	63.2849396551933
rnf7	69.7670493045855	69.7271260956746
ndufab1a	71.2993232596573	85.2699304741966
nipblb	62.9129262901428	46.7532428394283
got2a	71.5316558540993	81.203684581572
hnrnpc	58.405051061594	70.5931610562164
sec24c	62.3423722462277	58.238966326039
zgc:112160	131.705798194723	166.379064730266
cse1l	57.0851153919347	65.5860519952678
nkain1	62.5454296916773	54.9828952746727
atp6v1ab	71.3192552847028	73.1640029738934
alcamb	70.6316006253237	93.4528877908706
me3	70.0161995396769	84.0413557482223
CR354540.2	80.0326619335104	101.617283078186
nrp2b	56.8568314806375	51.0455975201441
tgm1l1	72.9138167912371	65.084877038439
ppp2r5d	65.7625821253224	65.6597200736503
dbpb	46.7854937485657	48.3389627224574
apex1	71.0644991596478	79.7894895004568
dpp9	73.5553786512273	77.6455744119154
ube4b	67.4237913253726	73.9853730397497
tgif1	62.6338780272303	59.1664880421739
tmem214	64.7884046960755	65.5587890005409
cldnb	73.5983570759672	76.3352107120198
zgc:77086	72.6920730881464	73.8792213997305
zc3h15	69.9819413795495	72.1314897471392
fras1	51.4616699710704	49.7119732868269
nxf1	68.9193156244967	59.1090617446097
dnm1l	72.2566830482548	65.5993934577165
nup205	62.579064972976	55.6279260103266
scp2a	82.8866779009962	101.801163244357
ENSDARG00000087508	79.2827197226687	90.5792526846438
whsc1l1	56.4601843108947	51.9782817962057
IP6K2 (2 of 2)	72.449151602353	61.4061136266554
zic2a	55.2772189880137	61.0238517127242
scaf11	68.3668249788882	62.8516321400076
ivd	78.6268317275966	92.2301137118952
u2af1	60.9276972077333	67.2369130225192
eml2	70.3606497481951	64.3795196868513
PRKACB (2 of 2)	66.3898178404836	65.4682990817699
fbn2b	40.4430007469078	28.1910913626591
SSR3 (2 of 2)	68.1195433607885	78.1154259262479
lmo3	57.5502788819323	58.5545209379863
pcdh17	59.5911307591239	47.3145123842591
caprin1a	65.4648475950217	67.8680222258949
ANKRD11	62.3747617796162	59.20709248909
MKL1 (1 of 2)	66.7915725990765	70.8634707036485
cebpb	63.6958809132016	79.6485340502608
rnps1	65.4436698220661	75.6350739376013
pcsk2	76.0948424477631	57.7163290214821
si:dkey-33c12.3	71.1411128559393	57.9216135283983
si:ch211-173p18.3	59.4264424506776	55.6117422364912
DIABLO (1 of 2)	81.7000998926057	120.215862601693
NUFIP2	71.6936035112949	72.6854504941925
cttnbp2	58.4422990186552	49.5954384994523
bcor	58.8234365893899	46.25769449839
zgc:55733	57.4644466296618	56.7404300047899
flncb	63.0250438944719	46.6679154805841
CASKIN1 (1 of 3)	55.5373318281077	54.0320550078739
tfap2b	57.397923513861	49.5736281098264
sumo3b	64.9036366848007	89.6760936448662
setd2	60.9067685804609	52.7336986405972
emc3	64.4402172438268	81.1508987913475
tfap4	54.6990035754442	58.9066195388208
diras1a	61.4455559698161	51.6155680303434
NDUFA3	76.1072999561062	93.8241285011526
PTPLA	75.1929185825015	69.5502066956427
si:dkey-9l20.3	50.998811115194	33.066525988091
arrdc3b	37.7516175994302	88.0559759800221
iars	83.1545144034758	47.7985754657846
cherp	62.5068114089907	61.370729746649
hmgcs1	71.8798433160952	68.4573668529546
sec23a	58.1511046770668	63.9433118532959
npc2	77.9024274122698	109.127366645947
C11H12orf50	67.2387972782297	60.3892621314087
si:ch211-152c2.3	84.6382040633383	42.6913474192285
arih2	64.3224937592813	65.4891813699279
EGFL6	60.5616955028612	61.6102960214143
WDFY3	54.9376272129153	55.8363428635444
nefm	69.5814323786139	62.6723924914356
tmem106bb	61.854411511966	71.2898174526951
srrm2	51.2013079755461	51.8579185992529
etv5b	73.0072481379251	75.3781057628774
rbms1a	66.121981338004	66.6493085844294
lims1	64.7167740011718	79.4124481534354
emc1	68.2920798995884	69.6082130527769
podxl	52.8214073873423	56.6179785769694
prkcbp1l	52.6357281773867	53.9263674237184
inab	63.0979203372858	53.9830976477464
psmd14	79.8358332471059	76.8584280864063
cdk12	61.1951599868146	50.2342045527626
ndrg3b	61.5622828618818	67.6533986973165
arhgap21b	70.6633672798835	58.3166948521909
gatsl2	64.7946334551206	79.3741639653188
plxna4	61.5229794066355	52.3144866683791
pfdn5	66.1412904842208	80.1067843013739
C21H5orf24 (2 of 2)	48.2239003593142	37.1081191797029
si:ch211-105c13.3	63.5906149369992	85.6759750049148
ADNP (2 of 2)	62.0881144320333	58.4860734265136
nomo	66.8937242006299	58.3097340860518
rbp2a	84.9247268332061	95.6194253770587
uba2	59.5687072382581	65.2043701409068
15-Sep	79.8476678863674	92.8130776323859
por	68.4091805150524	65.9990572818658
hipk3a	60.871949835236	74.1222680524356
st8sia5	63.7824606220159	54.5315477827157
cyp3a65	205.372048712116	174.939643453532
lrp1	55.1244898867971	57.6777547881912
NDUFB3	80.1447795378394	93.8496513069097
cyp2aa8	42.8539030121165	85.9074203841412
H2AFY2 (1 of 2)	71.4020977302923	78.308007047528
nap1l4a	73.00101937888	91.0752070643034
hoxb3a	62.0031542042747	57.6504918037237
fabp1b.1	89.0774384036644	124.481650371477
ndufa11	65.6510873900749	79.1723018293594
psmc1a	73.5927511860037	79.7007397706557
dap1b	62.4121343143926	63.2849396551933
anks1b	63.2891431532209	61.105060616816
hibadhb	79.4789255302446	89.1615772255887
iqgap1	54.0656013852219	53.018857911516
idh3a	69.8716924019593	73.6344345580555
denr	65.992423214197	80.1792922503567
scarb2	50.0848034747348	34.7458101292097
rbbp6	55.5636794641504	65.0616744914815
ptpra	58.794722025495	61.0957796021368
kpna2	58.3405834342312	74.86590959214
pcf11	58.6127177752859	50.1775903427004
cope	74.8441082514242	86.2345762593077
zmynd11	62.4912395162516	60.1688379558315
CD68	63.8509769325235	116.93154241637
glo1	69.1279789501628	84.8354628296111
hug	60.6091586278754	71.2335512845308
adssl	58.1946436771571	78.765677239071
fam208ab	52.3615383381469	46.2847254651851
znf395a	58.3319877473338	95.5968028896714
chchd2	91.7464603142602	99.3776574937047
setd8a	60.2320697402855	66.1284114688424
atp6v0b	65.5427070392234	57.9484124672615
stac3	75.0621147107843	71.0670730285778
cfh	28.1899789694203	97.0254995626351
crip1	85.4996410094275	102.383547105278
MGST3	42.2931904030089	82.7860981076102
RBM14 (2 of 2)	61.3897463230819	63.4589587368556
pomp	63.160830777324	82.7518743467441
bcl2l13	61.263427151639	59.4176555801584
myl9b	59.1190533472686	82.6521034132939
MAST2	59.9469795800271	56.8463496168772
ccnl1a	62.1160815491316	60.8625940339405
b3galt2	64.4638865126028	51.2433992185934
rrp12	59.9256149551194	65.6910435058872
mknk2b	66.4109956134392	92.752170956882
abcc2	81.2217314377212	94.1100998595734
si:dkey-114c15.7	53.252811018326	47.39299499093
fbxw11b	70.2622354001193	63.1695070004949
arcn1b	63.9188703739496	73.600790867019
ndufa2	70.8552129649002	85.8929187922927
lgals1l1	17.6473112722899	62.1462747986793
slc40a1	65.378890755289	70.4220422929239
snx3	59.8004169538715	76.975020880764
scaf4a	62.5734590927595	49.4219994876196
robo3	57.0835582046102	48.9578905927841
sept9a	55.1363245260586	65.5912725621776
rwdd1	68.7548764714808	83.3470196105432
zgc:111983	80.5041787602681	196.668246106084
arpc5b	65.1322320257651	88.525827504614
zgc:91860	55.910621178236	55.4549510440982
chrna1	67.4194312028134	73.6338544882259
colec12	56.8685415421839	53.1672961804382
mll	56.2553205226903	53.3080196129618
ogn	67.2412887837971	74.9622001579098
zgc:85777	64.3692094277517	73.9691312589313
rims2a	65.1160372639444	56.6285937419973
grb2b	55.7494209678371	56.2820637397108
ptbp2b	60.8374425294255	56.1991146466492
cyp2y3	85.4155528061807	122.268707670855
vldlr	62.1101642295008	52.5948894179924
hsf2	59.5464705790914	80.0760409287072
vps13a	70.9735593282744	52.4480173068317
stk25b	64.2645663206308	64.9108579567768
ENSDARG00000079113	47.1931658267894	26.5000899340958
phgdh	104.484266196618	76.8601682856357
nptnb	64.1842153708617	62.8864359604438
rpa1	69.073788774737	87.5344988048649
gpbp1l1	57.1176917870224	67.6371569062386
flot1a	59.4463744757231	45.5858068168898
pou3f1	58.9240310036189	48.5346761797796
ndufb6	65.9768513312049	94.2052302959435
ARHGAP35 (1 of 2)	57.2218988672667	62.0175006712728
NDUFV3 (2 of 2)	46.6493954360463	80.8243229860106
arid4a	58.4302775176944	54.6423979370575
zgc:158564	53.9498088113992	63.0587148531362
lpl	58.8617434424093	60.5006343383377
vbp1	63.6690972600295	74.2493019806128
ENSDARG00000060360	44.3758372410143	38.3969045076451
cyr61	60.1833608673611	47.9133700539298
bach2b	47.3796547772728	47.8552476828297
unc119b	56.5791535433504	47.503497103374
myo1c	59.9841652531043	77.6490547898553
nqo1	78.4057108935875	102.536103839212
fkbp9	59.1425980480765	63.6776427234629
zgc:66479	78.2991991597278	76.2806847328254
chmp4b	70.507648381733	89.0142410688238
rnd3a	53.2932979374985	57.2526261755273
eno1b	67.2406659049685	66.4178632052031
hunk	66.4222073738721	45.3710092673625
bzw1b	69.2575370739698	76.7406751831679
ide	70.8664247253331	69.7833922638389
rnasekb	67.9152401674288	72.6958916382715
kpna5	60.9803301958346	62.7628824102065
loxl1	47.1315634283924	53.8879092043934
dicer1	60.1074946276133	61.0226915833245
isl1	58.2388678498072	54.4792840553379
PLXNA1 (2 of 2)	52.2255023096115	49.6025152795573
ctnna2	69.6985329940779	57.2507699725915
kdm2aa	54.2788739888774	51.0870140648217
GCA	77.2670943113247	110.784608297692
eppk1	59.8065834289325	72.4128205982203
hapln1b	46.5940840806785	69.1435821053543
tnni1al	62.9098119154938	88.3732707809393
HYPK	70.3774673888445	91.2277637982375
sf3b3	47.289400108712	62.9409619396382
slc37a4b	97.1249910546243	77.5324620057571
EPC1 (1 of 2)	60.3428170189892	50.5381578809716
ANK1 (2 of 2)	58.5504302238234	49.2474003361277
rhoub	58.2229845176537	65.8958059602163
pafah1b1a	58.4119026897206	58.9808676870329
APOD (3 of 3)	78.1683952880105	134.369414604249
rps6kb1b	65.081779103817	67.0466521600386
tnpo3	61.7829676787614	58.1235336713406
arcn1a	61.7458442896683	62.9920075408928
SLC41A3	66.5417994851565	62.0029990794244
dnmt1	58.0797854215774	58.4448889097678
jak1	57.0765197050373	75.4268311053324
TUSC5 (1 of 2)	51.7088270017078	61.3127233895147
golph3	62.8562446091496	71.293297830635
mll2	55.5661709697178	52.3216214452077
nrxn2a	57.0704778174385	34.8042225352247
mccc1	73.3660244717781	70.6940921293259
eif4a2	55.7746474336847	64.7234974024064
rcn3	57.9236305160446	59.6549015961242
pdcd11	52.6960225341424	55.0005292128226
mmp14b	51.3873609089	56.9186255481875
lrrn1	51.093301348093	46.6698296905029
lsm14aa	59.7688371610107	67.2641760069867
akirin2	61.0199450807481	60.6195473812354
TNS1 (2 of 2)	55.6035435044942	56.5562018069805
ace2	82.2837343236925	103.80122261563
fip1l1b	61.8063878018542	56.672330535215
PHKB	66.797178479293	47.7683541559645
clgn	62.6556786692675	65.7792131761181
SH3BGRL	61.1045938690924	76.7453156905075
megf8	56.4326532109259	47.1591713459212
nup93	61.6344118481519	62.4455876195488
nup98	61.1701826763973	69.1076181555183
tmem33	66.2714714868565	62.1056703415037
cnot3a	60.9626405209263	56.0516044689353
spns1	78.4711128294461	105.458464267375
epn1	64.4458231240433	65.8093764789553
ssb	68.8458163028542	74.3803963565593
gmpr	59.7097262681812	52.3797438265673
slc25a28	68.7386816999129	64.7652619889817
ppme1	59.4100608271577	60.0093204660177
PLEKHA6	58.3213365817455	59.6305389300264
CCT2 (2 of 2)	76.8628480471643	62.7182175155209
ZNF318	55.6899363516092	57.4590128048604
zgc:123105	73.0552095543057	75.3810060812471
sfswap	65.7146206991947	61.8730648328776
irbp	149.6284204667	136.913573586769
sult6b1	210.837159132053	230.327597078655
abcb5	94.3251652723112	76.0707017115866
phb2	73.6774622680791	69.6087931123471
mb	126.21452694196	128.804864438826
angptl7	59.2977563513824	57.962101971608
LMTK3	50.4058958441442	38.2373290005888
CHMP4B (1 of 2)	68.2210720835133	79.579506479218
usp36	52.2346585816065	50.2346105913838
hsbp1b	66.8495000279798	85.3969644023737
acvr1b	57.22115142047	62.3568378897477
fam213a	68.9024979838474	93.2388443218624
cyb5a	148.880346833862	170.122215123677
epas1a	58.4264156865017	85.7055582481818
im:7150988	106.386528236228	106.497938321825
tuba1	56.0890750269195	70.3431536476317
actr10	57.3672780294962	59.9785770933509
nasp	53.6541297695365	70.4017400643361
rbx1	68.1239034930948	85.4654119138464
dync1li2	62.3492238841014	60.3979630762583
psma4	73.6157975856981	83.1445774150137
RABGAP1L	64.9304203379728	66.1521940753701
anxa1b	93.7060269331868	144.983418466506
ep300b	57.933409657121	34.8038745035863
echs1	63.3265156879973	81.9049814853903
crkl	59.2905932838415	64.4462269990946
arpc4	62.9241380505757	71.6511970784683
ppp2r5cb	56.6908974242811	58.5875845591931
PPFIA3	56.7983434666367	45.6580247412172
lrrc4.1	57.8759805293312	47.9034509624381
txnl1	70.2740700393808	73.2910369020706
zgc:152816	54.2135343370028	61.0812780102883
zgc:114164	60.4003707244942	69.7306064736145
si:dkey-22i16.3	50.9460535591247	53.8877931904275
zgc:91910	59.8585935382051	65.7821134944878
sgpl1	84.4874681665756	106.048969095651
adck3	64.0820637790553	65.8273584487436
prpf40a	54.4525316978723	56.0037492209653
abca1a	58.679614614485	64.5129343215974
bzw2	79.4583706361176	75.7296243144012
psma5	59.4989451700932	74.3676349536808
fyna	53.8534499517614	48.3551464962928
ZC3H4	51.3689860809262	52.0046166894648
cacnb1	59.6092564414146	60.1172122950068
mta3	56.6195158848077	52.9406073225174
glrbb	65.8641108480472	56.0162785959119
fbxo9	60.8900132335427	69.0414909028451
impdh2	61.984966238	72.6970517676712
ctnnbip1	57.9171526015692	63.6735822756934
setd1a	51.4579327175927	39.1542935586788
SIPA1L2 (2 of 2)	50.3906353908193	52.3798598405333
nfia	47.4149095396271	56.1087407315847
snrk	56.4314697469998	45.9415018198896
LUC7L3	61.5203010393688	61.1613267849803
nlgn3b	51.6215621300809	41.532786372748
HERC1	62.6868224547459	47.1630577727417
larp1b	49.5820182945306	47.5074415371775
rsrc2	58.7768454986346	60.7181581955452
fbxo11a	53.122194008308	50.6890324226594
alas2	39.4127022315124	53.5978773982032
RAPH1 (2 of 2)	58.5482501576703	50.8766249947021
tmsb	50.7968125657025	76.5683962904756
dad1	65.6971801894638	78.7268129708653
sas	54.0060544752629	60.0383236394551
ezrl	58.3354135613971	68.0872862720723
ndufa5	59.257207157973	83.3429591730332
plod3	55.1684026200328	58.9913088311118
eif4e1c	68.7548764714808	67.2995598869931
cd248a	45.0361476523767	43.8793176880272
mia3	63.0468445462562	53.8716094165921
sri	67.9077656604735	86.372631391134
esd	58.1939585143445	67.7438886160874
ptp4a3	53.255863108991	68.9707231428323
ccdc124	62.1136523275481	75.1263581550632
TNKS (1 of 2)	65.1720960661089	52.7118882509713
pcyt2	58.2748077749742	74.5283125728944
UACA (1 of 2)	64.6700583327014	47.287365403498
gabarapl2	53.6457209443383	65.1266416147549
sec62	69.2550455684024	60.5725622277502
NID2 (1 of 2)	48.3321561324505	44.5602543562747
tcea1	54.6426333338653	60.77384429388
hpdb	94.6409631911714	103.926516262502
psd3l	51.329682635427	51.2867879699133
cldn7b	72.2716320621653	106.499678428719
ECI2	69.2550455684024	79.7715075306685
znf207b	48.4598456295188	52.8622987367953
rad54l2	57.5958733704606	46.9275519560054
hspb1	59.1239740646724	77.1623814248749
pes	53.5521650296823	65.7809533650881
ivns1abpb	61.709592934834	74.1118269083566
strap	59.427812776303	60.6752334898296
vtna	59.9117248274198	99.1224295079507
cited4a	70.8365266975121	67.5774103601345
wnt11r	57.4291295833234	58.2076428938021
elovl1b	68.2777537645065	89.974826395906
ncalda	50.1029291570254	52.3216794521907
SPEG (1 of 2)	59.3077846478892	50.006297558459
EIF4G1 (3 of 3)	56.1443240983034	79.8492360568204
ATAD2B	48.3355196625298	49.3994350072152
cdh6	48.0565336836014	50.5896095208475
lfng	49.7070294243322	53.4009458044982
fstl5	52.9794932133451	36.1959111429185
rdh10a	51.4450391921202	49.7130174022607
add3a	49.5196061653529	38.1136594466451
ube2q2	63.0001288777857	61.6613416226688
chd2	55.8110233662341	61.4142345221943
jam3b	44.0429102323433	49.5163758332111
CABZ01087568.1	57.2608908830987	40.5239397488149
ist1	68.3936086223132	80.0545785707196
CRY2	59.1594779727099	121.663701302028
eif2c4	49.1311186556309	28.7136706602331
ptprna	58.2640943059077	49.6658582278267
pgrmc1	72.6696495672806	98.9588515703674
ptprn2	56.2966794663746	51.3940417323493
6-Mar	66.6807007426576	66.5564984068589
bhlhe41	49.4061182256514	42.7506879267115
fam53b	62.2874969079893	54.7294074778886
sun1	49.2705182142455	32.5995747818688
cbx1b	56.3745389105763	57.8438850022464
erp44	67.9127486716084	77.9483676107247
gnl2	49.6253081489377	63.2043108209312
cnppd1	71.702946644989	76.3543528112078
nap1l4b	57.1517630757035	68.4515662162152
si:ch211-79l20.4	49.8299850656958	39.8513559937787
evla	55.8263461035429	49.5273390401368
pygo2	49.6146569736023	46.6599105990111
CR853281.1	85.2100038551636	66.5524379590895
CHL1 (1 of 2)	48.4791547757356	38.8077635563924
ubl3b	57.1812873801262	58.2795707832146
ank3	54.9380009363136	33.2956511085179
znf292b	42.4801153706218	45.3292446807872
gstt1a	61.6691060254087	116.415865877953
zgc:86841	58.8505939659604	69.0182883661471
rap1a	57.9294232579602	70.5983816333857
arhgef1b	82.6057610113449	61.486742471177
sept8a	49.7980938431678	52.0897120203771
opa1	35.4272950430358	67.0831961694448
mrpl16	59.1933624094389	68.8813933534611
cplx2	52.5103433144397	46.4121074250005
dnajc8	62.3068683381901	64.7055154326181
CPEB4 (1 of 3)	54.4299835992913	61.7118071540938
acss2	53.502459564278	64.7356787457147
pdhx	60.8095999900424	53.5979354051861
rrbp1a	60.3379585953165	72.5044706463911
znf827	54.7161326555078	51.5366793747917
crabp2b	52.7153939643432	56.6149042376508
cxxc5	53.2784112075719	60.6415897987931
tpra	54.6681089453961	44.3735318889763
akt2l	59.3105875928709	55.0273281516859
vwde	57.8695649085869	56.961898295801
IWS1	56.5266451329643	60.4426279812034
dhtkd1	72.072934749022	66.6359671219808
msi1	53.9409016850875	55.9772403170168
flot2b	64.5168309401183	73.5219022217268
ptbp1b	58.9003617250958	62.8939767861531
tmem30aa	60.4071600686368	54.3802671921473
tspan7	50.5616147422947	72.6181631121195
sod2	69.2712403302231	81.6161098085998
kirrela	43.337441339835	41.1265098243574
tnmd	57.4351091869382	53.3658519594066
mical3a	44.2496426375394	47.8881372830876
rgs4	50.015103700301	71.6535173372678
surf4	60.3159087978491	72.2463423422674
abca1b	54.8825027192466	75.5643061775885
pvalb6	58.189349236355	65.6649406405601
atn1	53.9195370601798	41.768060171812
etfdh	54.0253636214797	63.5749714613836
rbb4l	58.9102654536345	65.1156204111058
CU459168.2	62.3598127657057	60.5139758007863
ppp1r12a	53.4625332302031	56.149693230658
ADAMTSL4	47.9614205816208	47.0523236323659
hadhaa	56.911831396591	61.1775685657987
cntfr	61.8144851876381	59.9211507957868
sdc2	46.3122951665153	46.8732579944833
arglu1b	62.9098119154938	70.7561589342296
RBM47	59.3179375221111	66.2334029794618
defbl1	41.6219173768968	67.809435798931
oxct1a	61.3544915607276	65.2820986567993
nudcd3	60.8641016048824	59.8880871643205
ehmt1b	52.7456657155626	46.66008461996
clint1a	67.4474606038957	74.5178714288154
slc39a7	59.1858256087525	62.3440764868692
tp53	54.6943942974547	55.4052976001752
bcat2	66.0254356264142	75.0120856297646
rsu1	53.0064014344853	67.9962162834718
DYNC1I2 (2 of 2)	58.3163535706106	66.4219236529725
RNF38	49.2108467265714	57.1635864108115
MTUS1 (2 of 2)	53.5308003950275	61.6073957030446
xpo7	52.3222348926477	51.4519320857771
eya1	61.6031434947055	65.9335100990222
vps4b	66.9989901768324	82.3243674682977
ENSDARG00000091397	67.7364748793309	85.8760969416448
ptprz1b	54.0720170059661	46.8664132423101
pcdh1a	52.0575127648171	38.0521146943286
zc3h18	54.3156859288091	52.0576344973617
AEBP1 (2 of 2)	46.6596728782363	48.849244683276
txlnbb	57.5776854041859	66.4027815537845
ENSDARG00000079847	49.3656936002101	42.8676867596903
sh3gl2	62.811397567418	46.18077805974
